,Term,Session,Career,Acad Group,Acad Org,Unique Instr Entity ID,Course ID,Offer Nbr,Subject,Catalog,Course Title,Section,Component,Association Primary Component,Section is Primary Component,Min Units,Max Units,Assoc,Class Nbr,Class Start Date,Class End Date,Location,Mode,Class Cap Enrl,Class Tot Enrl,Class Req Rm Cap,Comb Sect,Comb Sects ID,Unique Combined Section ID,Prim Res,Cmb Sctn Cap Enrl,Cmb Sctn Tot Enrl,Cmb Sctn Req Rm Cap,Cmb Sctn or Class Cap Enrl,Cmb Sctn or Class Tot Enrl,Cmb Sctn or Class Req Rm Cap,Grading,Class Type,Final Exam,Resp Car,Resp Group,Resp Org,Exam Key,Representative Row,Enrl by Exam key
81,2881,1,GR,EN,MAE,2881-1-19627,372526,1,MAE,5310,Adv Thermo of Multiphase Sys,001,LEC,LEC,Y,4.0,4.0,1,19627,2024-08-26,2024-12-21,ITH,P,45,21,45,,,,,0,0,0,45,21,45,GRD,Enrollment,Y,GR,EN,MAE,1-19627,Stand-alone,21.0
82,2881,1,GR,AS,PHYS,2881-1-3489,355238,1,PHYS,6561,Electrodynamics,001,LEC,LEC,Y,3.0,3.0,1,3489,2024-08-26,2024-12-21,ITH,P,55,43,55,,,,,0,0,0,55,43,55,OPT,Enrollment,Y,GR,AS,PHYS,1-3489,Stand-alone,43.0
83,2881,1,GR,AS,PHYS,2881-1-3491,355252,1,PHYS,7635,Solid State Phys I,001,LEC,LEC,Y,3.0,3.0,1,3491,2024-08-26,2024-12-21,ITH,P,38,33,38,,,,,0,0,0,38,33,38,OPT,Enrollment,Y,GR,AS,PHYS,1-3491,Stand-alone,33.0
84,2881,1,UG,AS,ASTRO,2881-1-3496,355484,1,ASTRO,1101,From New Worlds to Black Holes,001,LEC,LEC,Y,3.0,3.0,1,3496,2024-08-26,2024-12-21,ITH,P,210,193,210,,,,,0,0,0,210,193,210,OPT,Non-Enroll,Y,UG,AS,ASTRO,1-3496,Stand-alone,193.0
85,2881,1,UG,AS,GERST,2881-1-3631,351320,1,GERST,1230,Expanding the German Dossier,101,SEM,SEM,Y,3.0,3.0,1,3631,2024-08-26,2024-12-21,ITH,P,19,13,19,,,,,0,0,0,19,13,19,OPT,Enrollment,Y,UG,AS,GERST,1-3631,Stand-alone,13.0
86,2881,1,UG,AS,ASRC,2881-1-3727,359821,1,YORUB,2110,Intermediate Yoruba I,001,LEC,LEC,Y,4.0,4.0,1,3727,2024-08-26,2024-12-21,ITH,P,20,7,20,,,,,0,0,0,20,7,20,GRD,Enrollment,Y,UG,AS,ASRC,1-3727,Stand-alone,7.0
87,2881,1,UG,AS,ASIAN,2881-1-3733,351130,1,HINDI,2201,Intermediate Hindi I,101,SEM,SEM,Y,3.0,3.0,1,3733,2024-08-26,2024-12-21,ITH,P,15,16,15,,,,,0,0,0,15,16,15,GRI,Enrollment,Y,UG,AS,ASIAN,1-3733,Stand-alone,16.0
88,2881,1,UG,AS,ASIAN,2881-1-3734,351136,1,HINDI,3301,Advanced Hindi I,101,SEM,SEM,Y,3.0,3.0,1,3734,2024-08-26,2024-12-21,ITH,P,15,4,15,,,,,0,0,0,15,4,15,GRI,Enrollment,Y,UG,AS,ASIAN,1-3734,Stand-alone,4.0
89,2881,1,UG,AS,ROMS,2881-1-3931,359162,1,SPAN,1120,Elemen Span:Review&Cont,101,SEM,SEM,Y,4.0,4.0,1,3931,2024-08-26,2024-12-21,ITH,P,16,16,16,,,,,0,0,0,16,16,16,GRD,Enrollment,Y,UG,AS,ROMS,MLG31,MLG - SA Lead,42.0
90,2881,1,UG,AR,ARCH,2881-1-2485C,364663,1,ARCH,1611,Environmental Systems I,001,LEC,LEC,Y,3.0,3.0,1,2623,2024-08-26,2024-12-21,ITH,P,80,77,115,C,2485.0,2881-1-2485C,PRIMRES,115,106,115,115,106,115,GRD,Enrollment,Y,UG,AR,ARCH,1-2485,PrimRes,106.0
91,2881,1,UG,AS,CHEM,2881-1-3509,357658,1,CHEM,1560,Introduction to Gen Chemistry,001,LEC,LEC,Y,4.0,4.0,1,3509,2024-08-26,2024-12-21,ITH,P,152,150,200,,,,,0,0,0,152,150,200,GRD,Non-Enroll,Y,UG,AS,CHEM,1-3509,Stand-alone,150.0
92,2881,1,UG,AG,COMM,2881-1-1958,352940,1,COMM,3010,Narrative for Digital Media,001,LEC,LEC,Y,3.0,3.0,1,1958,2024-08-26,2024-12-21,ITH,P,25,25,25,,,,,0,0,0,25,25,25,GRD,Enrollment,Y,UG,AG,COMM,1-1958,Stand-alone,25.0
93,2881,1,UG,AG,COMM,2881-1-1959,352940,1,COMM,3010,Narrative for Digital Media,002,LEC,LEC,Y,3.0,3.0,2,1959,2024-08-26,2024-12-21,ITH,P,25,19,25,,,,,0,0,0,25,19,25,GRD,Enrollment,Y,UG,AG,COMM,1-1959,Stand-alone,19.0
94,2881,1,UG,AS,ECON,2881-1-18620,350827,1,ECON,4610,Indust Organization,001,LEC,LEC,Y,3.0,3.0,1,18620,2024-08-26,2024-12-21,ITH,P,60,60,60,,,,,0,0,0,60,60,60,GRD,Enrollment,Y,UG,AS,ECON,1-18620,Stand-alone,60.0
95,2881,1,UG,AG,BIOMG,2881-1-8165C,363586,1,BIOMG,1350,Intro Bio:Cell & Development,001,LEC,LEC,Y,3.0,3.0,1,1688,2024-08-26,2024-12-21,ITH,P,420,419,420,C,8165.0,2881-1-8165C,PRIMRES,425,419,425,425,419,425,OPT,Non-Enroll,Y,UG,AG,BIOMG,1-8165,PrimRes,419.0
96,2881,1,GR,BU,HA,2881-1-19108,373990,1,HADM,7273,Leadership and Ethics,001,LEC,LEC,Y,3.0,3.0,1,19108,2024-08-26,2024-12-21,ITH,P,30,16,30,,,,,0,0,0,30,16,30,GRD,Enrollment,Y,GR,BU,HA,1-19108,Stand-alone,16.0
97,2881,1,GR,BU,HA,2881-1-19109,373990,1,HADM,7273,Leadership and Ethics,002,LEC,LEC,Y,3.0,3.0,2,19109,2024-08-26,2024-12-21,ITH,P,30,30,30,,,,,0,0,0,30,30,30,GRD,Enrollment,Y,GR,BU,HA,1-19109,Stand-alone,30.0
98,2881,1,UG,AS,ECON,2881-1-3026,350025,1,ECON,1110,Intro Microeconomics,001,LEC,LEC,Y,3.0,3.0,1,3026,2024-08-26,2024-12-21,ITH,P,570,570,570,,,,,0,0,0,570,570,570,OPT,Enrollment,Y,UG,AS,ECON,1-3026,Stand-alone,570.0
99,2881,1,UG,AS,ECON,2881-1-3037,350025,1,ECON,1110,Intro Microeconomics,002,LEC,LEC,Y,3.0,3.0,2,3037,2024-08-26,2024-12-21,ITH,P,470,465,470,,,,,0,0,0,470,465,470,OPT,Non-Enroll,YO,UG,AS,ECON,1-3037,Stand-alone,465.0
100,2881,1,UG,AS,MATH,2881-1-8177C,352378,1,MATH,4220,Applied Complex Analysis,001,LEC,LEC,Y,3.0,3.0,1,5117,2024-08-26,2024-12-21,ITH,P,45,45,75,C,8177.0,2881-1-8177C,PRIMRES,55,53,55,55,53,55,OPT,Enrollment,Y,UG,AS,MATH,1-8177,PrimRes,53.0
101,2881,1,GR,AG,LANAR,2881-1-2192,366377,1,LA,6910,Design of Landscapes,001,LEC,LEC,Y,3.0,3.0,1,2192,2024-08-26,2024-12-21,ITH,P,38,23,38,,,,,0,0,0,38,23,38,GRD,Enrollment,Y,GR,AG,LANAR,1-2192,Stand-alone,23.0
102,2881,1,UG,AG,SIPS,2881-1-6199C,368070,1,PLSCI,3025,Hydroponic Food Production,001,LEC,LEC,Y,4.0,4.0,1,2194,2024-08-26,2024-12-21,ITH,P,20,18,20,C,6199.0,2881-1-6199C,PRIMRES,30,30,30,30,30,30,GRD,Non-Enroll,Y,UG,AG,SIPS,1-6199,PrimRes,30.0
103,2881,1,GR,AG,SIPS,2881-1-2429,372082,1,PLSCI,6831,Concepts and Tech of Plant Bio,001,LEC,LEC,Y,3.0,3.0,1,2429,2024-08-26,2024-12-21,ITH,P,24,10,24,,,,,0,0,0,24,10,24,OPT,Enrollment,Y,GR,AG,SIPS,1-2429,Stand-alone,10.0
104,2881,1,GR,AR,ARCH,2881-1-2829,359570,1,ARCH,5402,Arch Culture & Society,001,LEC,LEC,Y,3.0,3.0,1,2829,2024-08-26,2024-12-21,ITH,P,100,52,100,,,,,0,0,0,100,52,100,GRD,Enrollment,Y,GR,AR,ARCH,1-2829,Stand-alone,52.0
105,2881,1,UG,BU,HA,2881-1-7622C,351890,1,HADM,4890,Law of Internet & E-Commerce,001,LEC,LEC,Y,3.0,3.0,1,8614,2024-08-26,2024-12-21,ITH,P,65,38,85,C,7622.0,2881-1-7622C,PRIMRES,65,46,65,65,46,65,OPI,Enrollment,Y,UG,BU,HA,1-7622,PrimRes,46.0
106,2881,1,UG,AS,ECON,2881-1-3051,350342,1,ECON,3040,Intermed Macroecon Theory,001,LEC,LEC,Y,4.0,4.0,1,3051,2024-08-26,2024-12-21,ITH,P,120,116,120,,,,,0,0,0,120,116,120,OPT,Non-Enroll,Y,UG,AS,ECON,1-3051,Stand-alone,116.0
107,2881,1,UG,AS,ECON,2881-1-3056,350359,1,ECON,3130,Statistics and Probability,001,LEC,LEC,Y,4.0,4.0,1,3056,2024-08-26,2024-12-21,ITH,P,250,250,250,,,,,0,0,0,250,250,250,OPT,Non-Enroll,Y,UG,AS,ECON,1-3056,Stand-alone,250.0
108,2881,1,UG,AG,ANSC,2881-1-2006,352191,1,ANSC,2650,Equine Biology and Management,001,LEC,LEC,Y,3.0,3.0,1,2006,2024-08-26,2024-12-21,ITH,P,40,39,40,,,,,0,0,0,40,39,40,GRD,Non-Enroll,Y,UG,AG,ANSC,1-2006,Stand-alone,39.0
109,2881,1,GR,HE,HD,2881-1-8834C,373413,1,HD,5750,Quantitative Methods I,001,LEC,LEC,Y,3.0,3.0,1,11704,2024-08-26,2024-12-21,ITH,P,43,22,43,C,8834.0,2881-1-8834C,PRIMRES,43,39,43,43,39,43,OPT,Enrollment,Y,GR,HE,HD,1-8834,PrimRes,39.0
110,2881,1,GR,AS,ECON,2881-1-3075,350866,1,ECON,6090,Microeconomic Theory I,001,LEC,LEC,Y,4.0,4.0,1,3075,2024-08-26,2024-12-21,ITH,P,50,45,50,,,,,0,0,0,50,45,50,OPT,Non-Enroll,Y,GR,AS,ECON,1-3075,Stand-alone,45.0
111,2881,1,GR,AS,ECON,2881-1-3077,350874,1,ECON,6130,Macroeconomics I,001,LEC,LEC,Y,4.0,4.0,1,3077,2024-08-26,2024-12-21,ITH,P,44,41,44,,,,,0,0,0,44,41,44,OPT,Non-Enroll,Y,GR,AS,ECON,1-3077,Stand-alone,41.0
112,2881,1,GR,AS,ECON,2881-1-3079,350876,1,ECON,6170,Intermed Math Econ I,001,LEC,LEC,Y,4.0,4.0,1,3079,2024-08-26,2024-12-21,ITH,P,48,34,48,,,,,0,0,0,48,34,48,OPT,Non-Enroll,Y,GR,AS,ECON,1-3079,Stand-alone,34.0
113,2881,1,GR,AS,ECON,2881-1-3081,350877,1,ECON,6190,Econometrics I,001,LEC,LEC,Y,4.0,4.0,1,3081,2024-08-26,2024-12-21,ITH,P,50,42,50,,,,,0,0,0,50,42,50,OPT,Non-Enroll,Y,GR,AS,ECON,1-3081,Stand-alone,42.0
114,2881,1,UG,AS,ASIAN,2881-1-3085,351015,1,CHIN,1101,Beginning Mandarin I,401,LAB,LAB,Y,6.0,6.0,1,3085,2024-08-26,2024-12-21,ITH,P,40,11,40,,,,,0,0,0,40,11,40,GRI,Enrollment,Y,UG,AS,ASIAN,MLG22,MLG - SA Lead,33.0
115,2881,1,UG,AS,ASIAN,2881-1-5140,358243,1,HINDI,2203,Int. Hindi Rdg-Wrtg Hrtg Std I,001,LEC,LEC,Y,3.0,3.0,1,5140,2024-08-26,2024-12-21,ITH,P,10,10,10,,,,,0,0,0,10,10,10,GRI,Enrollment,Y,UG,AS,ASIAN,1-5140,Stand-alone,10.0
116,2881,1,UG,AG,SIPS,2881-1-2028,369031,1,PLSCI,3100,Medicinal Botany and Drug Disc,001,LEC,LEC,Y,2.0,2.0,1,2028,2024-08-26,2024-12-21,ITH,P,20,20,20,,,,,0,0,0,20,20,20,GRI,Enrollment,Y,UG,AG,SIPS,1-2028,Stand-alone,20.0
117,2881,1,UG,AS,MATH,2881-1-3216,352245,1,MATH,1710,Statistical Thry & Application,001,LEC,LEC,Y,4.0,4.0,1,3216,2024-08-26,2024-12-21,ITH,P,75,38,75,,,,,0,0,0,75,38,75,OPT,Non-Enroll,Y,UG,AS,MATH,1-3216,Stand-alone,38.0
118,2881,1,UG,AS,ASIAN,2881-1-3099,351141,1,INDO,1121,Elementary Indonesian I,101,SEM,SEM,Y,4.0,4.0,1,3099,2024-08-26,2024-12-21,ITH,P,12,9,12,,,,,0,0,0,12,9,12,GRI,Enrollment,Y,UG,AS,ASIAN,1-3099,Stand-alone,9.0
119,2881,1,UG,AS,ASIAN,2881-1-3100,351143,1,INDO,2201,Intermediate Indonesian I,101,SEM,SEM,Y,3.0,3.0,1,3100,2024-08-26,2024-12-21,ITH,P,12,4,12,,,,,0,0,0,12,4,12,GRI,Enrollment,Y,UG,AS,ASIAN,1-3100,Stand-alone,4.0
120,2881,1,UG,AS,ASIAN,2881-1-3101,351152,1,JAPAN,1101,Elementary Japanese I,401,LAB,LAB,Y,6.0,6.0,1,3101,2024-08-26,2024-12-21,ITH,P,42,34,42,,,,,0,0,0,42,34,42,GRI,Enrollment,YO,UG,AS,ASIAN,MLG42,MLG - SA Lead,73.0
121,2881,1,UG,AS,ASIAN,2881-1-3117,351230,1,KOREA,2201,Intermediate Korean I,101,SEM,SEM,Y,4.0,4.0,1,3117,2024-08-26,2024-12-21,ITH,P,12,8,12,,,,,0,0,0,12,8,12,GRI,Non-Enroll,YO,UG,AS,ASIAN,1-3117,Stand-alone,8.0
122,2881,1,UG,HE,TXA,2881-1-8186C,371433,1,FSAD,4460,Nanotechnology in Fibers,001,LEC,LEC,Y,3.0,3.0,1,9403,2024-08-26,2024-12-21,ITH,P,40,18,40,C,8186.0,2881-1-8186C,PRIMRES,40,23,40,40,23,40,OPT,Enrollment,Y,UG,HE,TXA,1-8186,PrimRes,23.0
123,2881,1,UG,AG,BIOMG,2881-1-2264,353122,1,BIOMG,2801,Lab in Genetics and Genomics,001,LEC,LEC,Y,2.0,2.0,1,2264,2024-08-26,2024-12-21,ITH,P,96,65,96,,,,,0,0,0,96,65,96,OPT,Enrollment,Y,UG,AG,BIOMG,MLG65,MLG - SA Lead,155.0
124,2881,1,UG,AG,GDEV,2881-1-2275,371572,1,GDEV,1102,Intro to Global Development,001,LEC,LEC,Y,3.0,3.0,1,2275,2024-08-26,2024-12-21,ITH,P,192,128,192,,,,,0,0,0,192,128,192,GRD,Non-Enroll,Y,UG,AG,GDEV,1-2275,Stand-alone,128.0
125,2881,1,UG,AS,ASIAN,2881-1-3380,354552,1,BURM,1121,Elem Burmese(Myanmar) I,101,SEM,SEM,Y,4.0,4.0,1,3380,2024-08-26,2024-12-21,ITH,P,10,2,10,,,,,0,0,0,10,2,10,GRI,Enrollment,Y,UG,AS,ASIAN,1-3380,Stand-alone,2.0
126,2881,1,UG,AS,PHYS,2881-1-3395,355146,1,PHYS,1112,Physics I: Mechanics & Heat,001,LEC,LEC,Y,3.0,3.0,1,3395,2024-08-26,2024-12-21,ITH,P,150,120,200,,,,,0,0,0,150,120,200,OPT,Enrollment,Y,UG,AS,PHYS,MLG61,MLG - SA Lead,218.0
127,2881,1,UG,AS,CHEM,2881-1-3135,351273,1,CHEM,2150,Honors Gen&Inorganic Chem,001,LEC,LEC,Y,4.0,4.0,1,3135,2024-08-26,2024-12-21,ITH,P,100,101,80,,,,,0,0,0,100,101,80,GRD,Non-Enroll,Y,UG,AS,CHEM,1-3135,Stand-alone,101.0
128,2881,1,UG,AS,ASIAN,2881-1-3141,351276,1,TAG,1121,Elem Tagalog-Filipino I,001,LEC,LEC,Y,4.0,4.0,1,3141,2024-08-26,2024-12-21,ITH,P,15,14,15,,,,,0,0,0,15,14,15,GRI,Enrollment,Y,UG,AS,ASIAN,1-3141,Stand-alone,14.0
129,2881,1,UG,AS,ASIAN,2881-1-3142,351279,1,TAG,2201,Interm. Tagalog-Filipino I,101,SEM,SEM,Y,3.0,3.0,1,3142,2024-08-26,2024-12-21,ITH,P,10,4,10,,,,,0,0,0,10,4,10,GRI,Enrollment,Y,UG,AS,ASIAN,1-3142,Stand-alone,4.0
130,2881,1,UG,AS,ASIAN,2881-1-4618,354564,1,BURM,2201,Intermed Burmese (Myanmar) I,101,SEM,SEM,Y,3.0,3.0,1,4618,2024-08-26,2024-12-21,ITH,P,7,1,7,,,,,0,0,0,7,1,7,GRI,Enrollment,Y,UG,AS,ASIAN,1-4618,Stand-alone,1.0
131,2881,1,UG,AS,ECON,2881-1-4874,365790,1,ECON,3120,Applied Econometrics,001,LEC,LEC,Y,4.0,4.0,1,4874,2024-08-26,2024-12-21,ITH,P,50,50,50,,,,,0,0,0,50,50,50,OPT,Non-Enroll,Y,UG,AS,ECON,1-4874,Stand-alone,50.0
132,2881,1,UG,AG,SIPS,2881-1-2083,369571,1,PLSCI,2200,Introductory GIS,001,LEC,LEC,Y,3.0,3.0,1,2083,2024-08-26,2024-12-21,ITH,P,48,48,48,,,,,0,0,0,48,48,48,OPT,Non-Enroll,Y,UG,AG,SIPS,1-2083,Stand-alone,48.0
133,2881,1,UG,AG,BEE,2881-1-7456C,371145,1,BEE,4590,Physical Design in Bio Eng,001,LEC,LEC,Y,3.0,3.0,1,2284,2024-08-26,2024-12-21,ITH,P,40,27,40,C,7456.0,2881-1-7456C,PRIMRES,40,32,40,40,32,40,GRD,Non-Enroll,Y,UG,AG,BEE,1-7456,PrimRes,32.0
134,2881,1,UG,AG,ANSC,2881-1-7484C,371726,1,ANSC,4200,Nutrition of Cats and Dogs,001,LEC,LEC,Y,3.0,3.0,1,2335,2024-08-26,2024-12-21,ITH,P,55,19,60,C,7484.0,2881-1-7484C,PRIMRES,60,24,60,60,24,60,GRI,Enrollment,Y,UG,AG,ANSC,1-7484,PrimRes,24.0
135,2881,1,UG,PP,PP,2881-1-8916C,351940,1,PUBPOL,4370,Economics Hlth Care Markets,001,LEC,LEC,Y,3.0,3.0,1,11986,2024-08-26,2024-12-21,ITH,P,48,26,60,C,8916.0,2881-1-8916C,PRIMRES,108,94,108,108,94,108,OPT,Enrollment,Y,UG,PP,PP,1-8916,PrimRes,59.0
136,2881,1,UG,AS,CHEM,2881-1-3152,351328,1,CHEM,2510,Intro Exper Organic Chem,001,LEC,LEC,Y,2.0,2.0,1,3152,2024-08-26,2024-12-21,ITH,P,448,323,448,,,,,0,0,0,448,323,448,GRD,Non-Enroll,Y,UG,AS,CHEM,1-3152,Stand-alone,323.0
137,2881,1,UG,AS,MATH,2881-1-3220,352255,1,MATH,1910,Calculus for Engineers,001,LEC,LEC,Y,4.0,4.0,1,3220,2024-08-26,2024-12-21,ITH,P,115,102,120,,,,,0,0,0,115,102,120,OPT,Enrollment,Y,UG,AS,MATH,MLG11,MLG - SA Lead,492.0
138,2881,1,UG,AS,MATH,2881-1-3276,352307,1,MATH,2940,Linear Algebra for Engineers,001,LEC,LEC,Y,4.0,4.0,1,3276,2024-08-26,2024-12-21,ITH,P,283,278,294,,,,,0,0,0,283,278,294,OPT,Enrollment,Y,UG,AS,MATH,MLG15,MLG - SA Lead,559.0
139,2881,1,UG,BU,AEM,2881-1-8973C,351920,1,AEM,4110,Intro to Econometrics,001,LEC,LEC,Y,3.0,3.0,1,12349,2024-08-26,2024-12-21,ITH,P,20,20,48,C,8973.0,2881-1-8973C,PRIMRES,48,44,48,48,44,48,GRI,Enrollment,Y,UG,BU,AEM,1-8973,PrimRes,44.0
140,2881,1,UG,AS,CHEM,2881-1-7725C,351357,1,CHEM,3890,Honors Physical Chem I,001,LEC,LEC,Y,4.0,4.0,1,3174,2024-08-26,2024-12-21,ITH,P,104,88,104,C,7725.0,2881-1-7725C,PRIMRES,104,90,104,104,90,104,GRD,Non-Enroll,Y,UG,AS,CHEM,1-7725,PrimRes,90.0
141,2881,1,GR,BU,HA,2881-1-10018,361365,1,HADM,7144,Competitive Strategies,001,LEC,LEC,Y,3.0,3.0,1,10018,2024-08-26,2024-12-21,ITH,P,60,40,70,,,,,0,0,0,60,40,70,GRI,Enrollment,Y,GR,BU,HA,1-10018,Stand-alone,40.0
142,2881,1,UG,AS,PHIL,2881-1-7146C,353862,1,PHIL,2310,Intro to Deductive Logic,001,LEC,LEC,Y,4.0,4.0,1,5853,2024-08-26,2024-12-21,ITH,P,33,10,35,C,7146.0,2881-1-7146C,PRIMRES,33,18,35,33,18,35,OPT,Non-Enroll,Y,UG,AS,PHIL,1-7146,PrimRes,18.0
143,2881,1,UG,AS,ECON,2881-1-7172C,350841,1,ECON,3801,Introduction to Game Theory,001,LEC,LEC,Y,3.0,3.0,1,5862,2024-08-26,2024-12-21,ITH,P,300,250,300,C,7172.0,2881-1-7172C,PRIMRES,300,282,300,300,282,300,OPT,Enrollment,Y,UG,AS,ECON,1-7172,PrimRes,282.0
144,2881,1,UG,BU,AEM,2881-1-8854C,364181,1,AEM,4570,Corporate Finance,001,LEC,LEC,Y,3.0,3.0,1,11620,2024-08-26,2024-12-21,ITH,P,38,40,48,C,8854.0,2881-1-8854C,PRIMRES,48,46,48,48,46,48,GRI,Enrollment,Y,UG,BU,AEM,MLG78,MLG - PrimRes Lead,94.0
145,2881,1,UG,AS,MATH,2881-1-10305,359061,1,MATH,4370,Computational Algebra,001,LEC,LEC,Y,3.0,3.0,1,10305,2024-08-26,2024-12-21,ITH,P,40,28,45,,,,,0,0,0,40,28,45,OPT,Enrollment,Y,UG,AS,MATH,1-10305,Stand-alone,28.0
146,2881,1,UG,AS,ECON,2881-1-18927,368214,1,ECON,4907,Econ of Asymmetric Information,101,SEM,SEM,Y,3.0,3.0,1,18927,2024-08-26,2024-12-21,ITH,P,40,31,40,,,,,0,0,0,40,31,40,GRD,Enrollment,Y,UG,AS,ECON,1-18927,Stand-alone,31.0
147,2881,1,UG,EN,MSE,2881-1-0447C,358620,1,MSE,2610,Mech Prop of Engr Mat:Fr Na,001,LEC,LEC,Y,4.0,4.0,1,6596,2024-08-26,2024-12-21,ITH,P,80,31,87,C,447.0,2881-1-0447C,PRIMRES,80,65,87,80,65,87,GRD,Non-Enroll,Y,UG,EN,MSE,1-0447,PrimRes,65.0
148,2881,1,UG,AG,BEE,2881-1-0582C,355157,1,BEE,2510,Environmental Eng Processes,001,LEC,LEC,Y,3.0,3.0,1,1117,2024-08-26,2024-12-21,ITH,P,90,43,90,C,582.0,2881-1-0582C,PRIMRES,90,70,90,90,70,90,GRD,Enrollment,Y,UG,AG,BEE,1-0582,PrimRes,70.0
149,2881,1,UG,AG,SIPS,2881-1-9203C,352956,1,PLSCI,4720,Eco Nutrient Carbon Cycling,001,LEC,LEC,Y,3.0,3.0,1,18739,2024-08-26,2024-12-21,ITH,P,24,4,24,C,9203.0,2881-1-9203C,PRIMRES,24,14,24,24,14,24,OPT,Non-Enroll,Y,UG,AG,SIPS,1-9203,PrimRes,14.0
150,2881,1,UG,BU,HA,2881-1-8750C,371978,1,HADM,3710,Python Programming,001,LEC,LEC,Y,3.0,3.0,1,11405,2024-08-26,2024-12-21,ITH,P,35,10,50,C,8750.0,2881-1-8750C,PRIMRES,50,45,50,50,45,50,GRI,Enrollment,Y,UG,BU,HA,1-8750,PrimRes,45.0
151,2881,1,UG,AG,BEE,2881-1-0584C,355158,1,BEE,2600,Principles of Biological Eng,001,LEC,LEC,Y,3.0,3.0,1,1118,2024-08-26,2024-12-21,ITH,P,48,38,48,C,584.0,2881-1-0584C,PRIMRES,48,41,48,48,41,48,GRD,Enrollment,Y,UG,AG,BEE,1-0584,PrimRes,41.0
152,2881,1,UG,AS,ASTRO,2881-1-10042,351138,1,ASTRO,1195,Observational Astronomy,001,LEC,LEC,Y,3.0,3.0,1,10042,2024-08-26,2024-12-21,ITH,P,28,20,28,,,,,0,0,0,28,20,28,OPT,Non-Enroll,Y,UG,AS,ASTRO,1-10042,Stand-alone,20.0
153,2881,1,UG,AG,ANSC,2881-1-10043,352180,1,ANSC,2500,Dairy Cattle Principles,001,LEC,LEC,Y,3.0,3.0,1,10043,2024-08-26,2024-12-21,ITH,P,60,62,60,,,,,0,0,0,60,62,60,OPT,Non-Enroll,Y,UG,AG,ANSC,1-10043,Stand-alone,62.0
154,2881,1,UG,AS,ARTH,2881-1-10294,350885,1,ARTH,2600,Modern Western Art,001,LEC,LEC,Y,4.0,4.0,1,10294,2024-08-26,2024-12-21,ITH,P,80,30,80,,,,,0,0,0,80,30,80,OPI,Non-Enroll,Y,UG,AS,ARTH,1-10294,Stand-alone,30.0
155,2881,1,UG,AS,ECON,2881-1-19068,374006,1,ECON,4545,Advanced Int'l Finance,001,LEC,LEC,Y,3.0,3.0,1,19068,2024-08-26,2024-12-21,ITH,P,100,77,100,,,,,0,0,0,100,77,100,GRD,Enrollment,Y,UG,AS,ECON,1-19068,Stand-alone,77.0
156,2881,1,UG,AS,PSYCH,2881-1-19755,373933,1,PSYCH,2450,Pursuing Happiness,001,LEC,LEC,Y,3.0,3.0,1,19755,2024-08-26,2024-12-21,ITH,P,600,514,600,,,,,0,0,0,600,514,600,GRD,Enrollment,Y,UG,AS,PSYCH,1-19755,Stand-alone,514.0
157,2881,1,GR,EN,MAE,2881-1-20283,355014,1,MAE,5430,Combustion Processes,002,LEC,LEC,Y,3.0,3.0,2,20283,2024-08-26,2024-12-21,ITH,AD,30,1,30,,,,,0,0,0,30,1,30,GRD,Enrollment,Y,GR,EN,MAE,1-20283,Stand-alone,1.0
158,2881,1,UG,AS,NES,2881-1-8368C,357485,1,NES,2674,History of the Mod Mideast,001,LEC,LEC,Y,3.0,3.0,1,10065,2024-08-26,2024-12-21,ITH,P,120,3,120,C,8368.0,2881-1-8368C,PRIMRES,120,80,120,120,80,120,OPT,Non-Enroll,Y,UG,AS,NES,1-8368,PrimRes,80.0
159,2881,1,UG,EN,ECE,2881-1-8928C,352400,1,ECE,4330,Microwave Circuit Design,001,LEC,LEC,Y,4.0,4.0,1,11215,2024-08-26,2024-12-21,ITH,P,30,12,30,C,8928.0,2881-1-8928C,PRIMRES,30,30,30,30,30,30,GRD,Non-Enroll,Y,UG,EN,ECE,1-8928,PrimRes,30.0
160,2881,1,UG,BU,AEM,2881-1-5287C,361620,1,AEM,4530,Auditing and Assurance,001,LEC,LEC,Y,3.0,3.0,1,8378,2024-08-26,2024-12-21,ITH,P,15,18,48,C,5287.0,2881-1-5287C,PRIMRES,48,48,48,48,48,48,GRD,Enrollment,Y,UG,BU,AEM,1-5287,PrimRes,18.0
161,2881,1,UG,EN,MSE,2881-1-4874C,353883,1,MSE,3030,Thermo of Cond Systems,001,LEC,LEC,Y,4.0,4.0,1,6645,2024-08-26,2024-12-21,ITH,P,60,24,68,C,4874.0,2881-1-4874C,PRIMRES,60,60,68,60,60,68,OPT,Non-Enroll,Y,UG,EN,MSE,1-4874,PrimRes,60.0
162,2881,1,UG,AS,PHYS,2881-1-7737C,355230,1,PHYS,4481,Quantum Information Processing,001,LEC,LEC,Y,3.0,3.0,1,6079,2024-08-26,2024-12-21,ITH,P,55,4,55,C,7737.0,2881-1-7737C,PRIMRES,55,11,55,55,11,55,OPT,Enrollment,Y,UG,AS,PHYS,1-7737,PrimRes,11.0
163,2881,1,UG,AS,ECON,2881-1-19067,374005,1,ECON,4410,Quantitative Models,001,LEC,LEC,Y,3.0,3.0,1,19067,2024-08-26,2024-12-21,ITH,P,40,8,40,,,,,0,0,0,40,8,40,GRD,Enrollment,Y,UG,AS,ECON,1-19067,Stand-alone,8.0
