name,basename,max_slot,conflicts,quints,quads,four in five slots,three in four slots,two in three slots,singular late exam,"two exams, large gap",avg_max,reschedules,back_to_back,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,slot_1,slot_2,slot_3,slot_4,slot_5,slot_6,slot_7,slot_8,slot_9,slot_10,slot_11,slot_12,slot_13,slot_14,slot_15,slot_16,slot_17,slot_18,slot_19,slot_20,slot_21,slot_22,slot_23,slot_24
Schedule 74,20250619_085106i74fl_test-37568879ef7886fe8960a158ece80a67,23,0.0,0.0,1.0,4.0,335.0,2925.0,902.0,684.0,16.35639143730887,73.0,1813.0,1525.373935699463,92.8363025188446,53.30638289451599,238.14533948898315,2.064135789871216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 75,20250619_085106i75fl_test-fc3c0f384df2b4bbbfc54ce008741907,23,1.0,0.0,3.0,8.0,305.0,3993.0,978.0,660.0,15.79051987767584,60.0,1123.0,1415.8243536949158,4.491877928376198,46.69547379016876,367.0997142791748,3.888182878494263,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
Schedule 76,20250619_085106i76fl_test-97e5e7e9762b5f30b5826ffc6204b6f6,23,0.0,0.0,3.0,8.0,350.0,3303.0,1100.0,675.0,15.951926605504587,98.0,1765.0,1603.6649942398071,17.65727698802948,35.911908745765686,383.9848279953003,2.4194536209106445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 77,20250619_085106i77fl_test-0510b49626942b0255920478cfc24e65,23,0.0,0.0,1.0,14.0,450.0,3006.0,882.0,571.0,15.062140672782874,85.0,1988.0,1767.486393451691,94.63536739349364,57.2892963886261,232.70118236541748,1.0270957946777344,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 78,20250619_085106i78fl_test-d5825ed3a55c56adb0742477c253356b,23,1.0,0.0,4.0,6.0,474.0,3205.0,964.0,543.0,15.2765749235474,114.0,1884.0,1205.1277607679367,82.82498717308044,74.53079223632812,218.532133102417,0.5578838586807251,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 79,20250619_085106i79fl_test-9810611dc8b73353484ecba152c6a492,23,0.0,0.0,1.0,3.0,300.0,3934.0,1370.0,656.0,15.986360856269114,122.0,1503.0,1271.6795206069946,36.141714453697205,84.08571481704712,254.26394939422607,1.744800686836243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
Schedule 80,20250619_085106i80fl_test-f03a5f913b3a1c650287dc6beeed7779,23,1.0,0.0,5.0,2.0,318.0,3572.0,1293.0,672.0,16.408990825688072,81.0,1629.0,1920.01748085022,64.74326252937317,19.67954486608505,344.7678565979004,3.355887651443481,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
Schedule 81,20250619_085106i81fl_test-6b7da6d6b7ce1daa2e65a508c0cbf892,23,0.0,0.0,8.0,12.0,270.0,3866.0,903.0,589.0,15.38691131498471,102.0,1543.0,1229.5115143060684,75.0727891921997,85.96503734588623,310.4190945625305,1.917908787727356,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
Schedule 82,20250619_085106i82fl_test-2510af75d08b97511be1264ffb2586e8,23,2.0,0.0,4.0,5.0,252.0,3806.0,1237.0,841.0,16.3531498470948,62.0,1251.0,1581.2348127365112,22.296547889709476,22.34082967042923,288.61881494522095,3.059755563735962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Schedule 83,20250619_085106i83fl_test-0af5633a969a1ae99d971a92b2bed18e,23,7.0,0.0,1.0,2.0,239.0,2879.0,1001.0,768.0,16.39645259938838,68.0,1562.0,1897.526204586029,69.37521696090698,31.54199421405792,227.8417944908142,2.246919631958008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 84,20250619_085106i84fl_test-e86bb52fce9dfcad3047edab09c48f2d,23,0.0,0.0,1.0,9.0,345.0,3535.0,937.0,664.0,16.046666666666667,58.0,1470.0,1731.2689423561096,43.33246648311615,60.146307945251465,376.5398383140564,1.3231287002563477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 85,20250619_085106i85fl_test-7ff62fa3ac1b5b8317c48ae1bdacd6cb,23,1.0,0.0,2.0,13.0,363.0,3259.0,914.0,712.0,15.71737003058104,60.0,1832.0,1296.1243093013763,28.372657299041748,70.94131112098694,374.6934652328491,0.8536096811294556,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 86,20250619_085106i86fl_test-58d8c4a84b9f192d665d3e021d3ce40b,23,14.0,1.0,9.0,11.0,455.0,3747.0,1038.0,604.0,15.46085626911315,168.0,1813.0,1789.9775505065918,89.9958074092865,93.93223524093628,340.0062203407288,0.3857828974723816,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
Schedule 87,20250619_085106i87fl_test-6ede86e0811bcd8b306dcc95dd3c3041,23,14.0,0.0,3.0,8.0,339.0,3760.0,1044.0,659.0,15.933272171253822,96.0,1637.0,1082.9922631382942,59.31041836738586,48.770514130592346,223.2427462935448,3.714975595474243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Schedule 88,20250619_085106i88fl_test-4d3e711008b7229b5f2d0cd7b4406829,23,0.0,0.0,1.0,10.0,309.0,3281.0,961.0,665.0,15.91822629969419,96.0,1888.0,1391.3795053958893,12.244173884391785,8.331558853387833,261.7599606513977,2.529092788696289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 89,20250619_085106i89fl_test-913d9b4c7641f7a923eeee102b4b9f1e,23,2.0,0.0,1.0,6.0,280.0,2938.0,960.0,637.0,16.235168195718654,62.0,1350.0,1340.7277762889862,53.21141481399536,39.85288441181183,203.73799800872803,0.6310476064682007,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 90,20250619_085106i90fl_test-eeaba608a9a30e4ca9db44d68170e881,23,2.0,0.0,3.0,3.0,351.0,3182.0,855.0,622.0,16.021406727828747,70.0,1338.0,1973.4405279159544,44.14569437503815,51.23096704483032,394.4836139678955,2.2665464878082275,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Schedule 91,20250619_085106i91fl_test-51ceac4dd7c322d610aa5dacc1d79b78,23,1.0,0.0,5.0,14.0,487.0,3625.0,964.0,607.0,15.340489296636086,123.0,1789.0,1149.2675989866257,0.2767113968729973,6.072863936424255,267.20409393310547,1.5701664686203003,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
Schedule 92,20250619_085106i92fl_test-7dd9e2b92bad189362e270e52faa27c8,23,2.0,0.0,1.0,6.0,309.0,3267.0,1057.0,809.0,16.374128440366974,49.0,1267.0,1471.7760384082794,87.4065101146698,77.65778303146362,315.91434478759766,2.986219644546509,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Schedule 93,20250619_085106i93fl_test-ed17bb096315a94b95c3227ad7c26e1b,23,7.0,0.0,1.0,3.0,285.0,3550.0,906.0,710.0,15.995229357798165,81.0,1478.0,1532.1796536445618,97.48330116271973,91.6636288166046,333.00111293792725,3.4541983604431152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 94,20250619_085106i94fl_test-7634c2c8de066f51f18321647c3e97b7,22,0.0,0.0,4.0,11.0,601.0,3770.0,546.0,424.0,14.30519877675841,130.0,1933.0,1839.063346385956,15.224140882492064,14.035865664482117,281.56259059906006,0.1007208228111267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
Schedule 95,20250619_085106i95fl_test-1aeafc7bfb27e461ef5e7b544106d288,23,2.0,0.0,3.0,6.0,287.0,3202.0,1127.0,745.0,16.824587155963304,63.0,1318.0,1655.3242206573486,68.14680695533752,29.05367910861969,245.8366870880127,1.162886381149292,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Schedule 96,20250619_085106i96fl_test-25d11e15951c4b6190fa915879da154c,23,0.0,0.0,2.0,5.0,325.0,3040.0,994.0,682.0,16.125626911314985,70.0,1860.0,1547.0982789993286,30.420061945915226,38.70192170143128,307.6358437538147,3.647160530090332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 97,20250619_085106i97fl_test-c885847a04cb44cb82820fec5fd37d93,23,0.0,0.0,1.0,5.0,384.0,4003.0,1164.0,566.0,15.580061162079511,67.0,1421.0,1132.8759342432022,70.64804434776306,52.41845846176148,292.1833097934723,1.2504332065582275,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 98,20250619_085106i98fl_test-6ded181c1e004b6bb5912d073e6359cb,23,1.0,0.0,3.0,4.0,281.0,3174.0,894.0,647.0,16.140611620795106,75.0,1529.0,1988.299071788788,77.12085843086243,4.146800935268402,371.12945318222046,2.5853030681610107,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 99,20250619_085106i99fl_test-f634df8946375a651129333aa93b10e0,23,0.0,0.0,3.0,7.0,368.0,2971.0,1077.0,676.0,15.931009174311926,67.0,1860.0,1038.236252963543,34.10530686378479,68.46291422843933,355.13761043548584,3.796918392181397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 100,20250619_085106i100fl_test-3c189df91d132b21558237cb83629c4d,23,7.0,0.0,1.0,9.0,391.0,2844.0,973.0,794.0,16.05675840978593,47.0,1547.0,1324.3961930274963,23.568899929523468,93.65063309669496,230.6245654821396,0.439062088727951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 101,20250619_085106i101fl_test-766ceaa94ff6fdb4d38ccb940ca9dea7,23,1.0,1.0,5.0,4.0,337.0,3776.0,881.0,584.0,15.457064220183486,127.0,1621.0,1824.1970539093015,57.26311206817627,66.53684973716736,259.0751349925995,0.7817820906639099,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Schedule 102,20250619_085106i102fl_test-21167de942f0e3ccce254e202fbd17d7,23,0.0,0.0,2.0,5.0,343.0,2879.0,1101.0,793.0,16.50275229357798,77.0,1674.0,1054.6202287077904,88.72374296188354,15.22335410118103,379.2257189750672,3.1168336868286133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 103,20250619_085106i103fl_test-a0ecbcaf14956274ba982ac63237c292,22,2.0,0.0,5.0,10.0,325.0,3119.0,630.0,477.0,15.324648318042811,73.0,1509.0,1640.397846698761,10.196007788181303,76.50681734085083,219.7756201028824,1.9701064825057983,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Schedule 104,20250619_085106i104fl_test-9f8758242db57786d84e3d34e0f2fb89,23,1.0,0.0,3.0,7.0,315.0,3121.0,746.0,687.0,15.729357798165138,81.0,1746.0,1488.0999326705933,42.05935001373291,31.040680408477783,343.47230195999146,2.178023099899292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
Schedule 105,20250619_085106i105fl_test-9b3bceacae7b9596c9c116399b287293,23,1.0,0.0,3.0,8.0,330.0,3038.0,731.0,618.0,15.62788990825688,120.0,1891.0,1312.4468326568604,98.75021576881409,23.497039079666138,397.1690893173218,0.0446188375353813,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 106,20250619_085106i106fl_test-c3cbb4f8c568528c120b097747034164,23,1.0,0.0,2.0,0.0,247.0,3239.0,991.0,731.0,16.204770642201836,60.0,1268.0,1566.3070678710938,55.26577830314636,68.96107792854309,264.5181357860565,3.869723081588745,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 108,20250619_085106i108fl_test-aafcc6e26327e74fd825f4eddf8c4592,23,1.0,0.0,2.0,2.0,306.0,3363.0,1034.0,684.0,16.102201834862385,75.0,1197.0,1375.0494122505188,66.88065528869629,61.30251884460449,285.1266920566559,2.338265895843506,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 107,20250619_085106i107fl_test-89edfc1df6bafb6541ec4e6342f8e4bb,23,0.0,0.0,5.0,5.0,310.0,3302.0,1210.0,643.0,16.75633027522936,78.0,1666.0,1882.6605081558228,2.330024167895317,84.77210998535156,200.27126856148243,2.9330458641052246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 110,20250619_085106i110fl_test-36b141f38ffd82cb3ef4977c1968f3ac,23,0.0,0.0,2.0,6.0,307.0,2896.0,1094.0,638.0,16.288012232415902,77.0,1879.0,1245.8960264921188,45.4117476940155,33.46109390258789,336.4683151245117,1.2308058738708496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 109,20250619_085106i109fl_test-da80b2932c651d5d18a7621bbf671b25,23,1.0,0.0,7.0,11.0,447.0,3806.0,760.0,493.0,14.884097859327218,158.0,1773.0,1804.8357367515564,32.05123245716095,47.57758975028992,313.1314992904663,0.6998388171195984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
Schedule 111,20250619_085106i111fl_test-c142411535d16c6eedc33d24b2868c12,23,7.0,1.0,1.0,3.0,229.0,2613.0,1101.0,764.0,16.23480122324159,82.0,1557.0,1746.1891174316406,85.35290956497192,6.351327151060104,351.57246589660645,1.5129791498184204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 112,20250619_085106i112fl_test-1a925d512122d10d95b94fb4e6e015e9,23,0.0,0.0,3.0,4.0,345.0,3021.0,985.0,710.0,16.28519877675841,81.0,1639.0,1122.2944930195808,21.723230183124542,59.27630066871643,328.7758469581604,2.0109829902648926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 113,20250619_085106i113fl_test-116c0db210509a05617882e920493d07,22,1.0,0.0,4.0,3.0,278.0,3725.0,897.0,679.0,16.00256880733945,86.0,1562.0,1751.1550188064575,27.408617734909058,10.574346780776978,207.91119039058685,1.839931964874268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
Schedule 114,20250619_085106i114fl_test-6ce5061c2c01c0a1bae9d20f32a5c409,23,2.0,0.0,1.0,4.0,304.0,3362.0,850.0,707.0,16.188318042813457,61.0,1487.0,1066.600181162357,13.957323133945463,95.85134387016296,248.62058460712436,3.4018962383270264,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
Schedule 115,20250619_085106i115fl_test-e8148dd6057aaa465c08f7942e65f34a,23,14.0,0.0,8.0,10.0,372.0,3445.0,779.0,513.0,15.37131498470948,158.0,1921.0,1430.6826889514923,74.63600039482117,99.29392337799072,392.2635436058045,3.198089361190796,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 116,20250619_085106i116fl_test-cc812e4b5165c1b26c04537f984af766,23,2.0,0.0,2.0,3.0,326.0,3089.0,996.0,680.0,16.142262996941895,69.0,1383.0,1692.4473643302915,80.72429299354553,44.76940631866455,269.47622895240784,0.904296100139618,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 117,20250619_085106i117fl_test-dbf9558c6a7ae79ede40a14036ff9726,23,1.0,0.0,2.0,5.0,387.0,3331.0,850.0,535.0,15.935168195718656,72.0,1648.0,1936.341106891632,6.95892721414566,73.37982654571533,320.868980884552,3.542747259140014,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Schedule 118,20250619_085106i118fl_test-2446fa3d67baf8a0adc2e5cbb93c51e9,23,14.0,0.0,5.0,5.0,406.0,3642.0,1087.0,603.0,15.66960244648318,121.0,1800.0,1256.813496351242,90.98421335220335,37.09940314292908,280.1235854625702,1.4345898628234863,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
Schedule 119,20250619_085106i119fl_test-9d79c29ba9805bd8eef9136b1e2a715f,23,1.0,0.0,9.0,11.0,457.0,3524.0,733.0,552.0,15.01296636085627,139.0,1666.0,1190.2016550302503,37.6565009355545,21.666550636291504,240.83036482334137,0.3720009326934814,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
Schedule 120,20250619_085106i120fl_test-33d2dcbb3a64bc411660779f4167c256,23,0.0,1.0,0.0,6.0,332.0,3222.0,1135.0,693.0,15.75211009174312,91.0,1915.0,1678.5141229629517,5.562718212604523,62.899696826934814,302.92558670043945,0.6111688017845154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 121,20250619_085106i121fl_test-2195973a1e6d8420cb4db3fb87308f1c,23,0.0,0.0,0.0,8.0,341.0,2778.0,883.0,653.0,16.056024464831804,61.0,1849.0,1620.048761367798,59.90810394287109,82.15965628623962,356.6283106803894,2.7286877632141118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 122,20250619_085106i122fl_test-a9af2d819b770443028eda04f4902ecc,23,0.0,0.0,1.0,2.0,309.0,4102.0,973.0,572.0,15.975412844036695,77.0,1253.0,1014.5504418760538,96.49413228034972,26.62156224250793,299.62794184684753,2.4756734371185303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
Schedule 123,20250619_085106i123fl_test-37cdd7d028d2bcdb71bf114a6f1f5054,23,2.0,0.0,2.0,6.0,328.0,2775.0,884.0,636.0,16.04348623853211,54.0,1376.0,1862.2522950172424,52.61296629905701,78.3384621143341,363.6322736740112,1.6721147298812866,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 124,20250619_085106i124fl_test-42a5190680682820a8e55c86c95cb912,23,0.0,0.0,0.0,3.0,217.0,2842.0,1104.0,812.0,17.062996941896024,54.0,1490.0,1448.0911791324615,49.82242286205292,17.835436761379242,235.3873699903488,3.2880783081054688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 125,20250619_085106i125fl_test-734425cd44c2174513c7506ac23d05f2,23,0.0,0.0,2.0,6.0,336.0,3911.0,865.0,633.0,15.90428134556575,54.0,1392.0,1508.9821219444275,35.070109367370605,0.7045932114124298,214.9678036570549,2.755878210067749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
Schedule 126,20250619_085106i126fl_test-184d07ffbadacd9b3fbe3c0526cbc876,23,0.0,0.0,6.0,8.0,343.0,2933.0,1083.0,611.0,16.274495412844036,108.0,1910.0,1364.4050061702728,15.79822450876236,55.2254855632782,348.3328580856323,1.0792725086212158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 127,20250619_085106i127fl_test-823c3664ac4f24e0561f5a43edcfd7ae,23,0.0,0.0,2.0,9.0,449.0,2995.0,763.0,607.0,15.576941896024463,58.0,1569.0,1172.9457825422287,62.885260581970215,89.42645788192749,386.76791191101074,0.1413736045360565,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
Schedule 128,20250619_085106i128fl_test-ad21e38b10896ef46e5e97304142c433,23,1.0,0.0,6.0,9.0,373.0,3116.0,948.0,651.0,15.732844036697248,115.0,1862.0,1740.135133266449,51.76325440406799,68.1217610836029,357.5798511505127,0.4761885404586792,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 130,20250619_085106i130fl_test-b9eb1457d23e218d73571b11e2de11be,23,2.0,0.0,1.0,4.0,309.0,4102.0,937.0,689.0,16.201590214067277,50.0,1189.0,1950.2439498901367,81.75424337387085,40.72850942611694,251.48020386695865,3.945236206054688,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 129,20250619_085106i129fl_test-af04f37c84cc0518567cd3866983d72a,23,1.0,0.0,6.0,7.0,432.0,3359.0,864.0,590.0,15.601590214067278,126.0,1789.0,1798.6901998519895,4.709500819444656,78.09191942214966,321.47958278656006,1.2875560522079468,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
Schedule 131,20250619_085106i131fl_test-1a7e19ef26fd842cc0a302da1a7f9b8c,23,14.0,0.0,4.0,10.0,322.0,4177.0,973.0,695.0,15.944709480122324,111.0,1688.0,1075.988128781319,49.10946488380432,29.405227303504944,241.83194935321808,2.6107070446014404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
Schedule 132,20250619_085106i132fl_test-2f80f61fa44f9bde18ec57814fb5ff15,23,0.0,0.0,1.0,10.0,306.0,2786.0,832.0,666.0,15.863608562691132,89.0,1708.0,1236.5156710147858,16.507674753665924,92.01536774635316,328.99608612060547,0.7564086318016052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 133,20250619_085106i133fl_test-946e16b4a9172d60fceea3d1ea39f0aa,23,7.0,0.0,0.0,5.0,305.0,3302.0,834.0,744.0,15.796636085626911,71.0,1537.0,1572.368621826172,82.6073169708252,5.7319022715091705,269.6466147899628,2.1409270763397217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 134,20250619_085106i134fl_test-20647ac110d10b626b7bcc37aab9e32e,23,2.0,0.0,0.0,0.0,244.0,3366.0,1263.0,768.0,17.00611620795107,46.0,1223.0,1888.813555240631,35.91987192630768,40.28683006763458,209.30294543504715,3.0797414779663086,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Schedule 135,20250619_085106i135fl_test-d3f571abdcc69dc840b7a733d760eb3a,23,0.0,0.0,1.0,1.0,356.0,3633.0,958.0,705.0,15.860244648318044,67.0,1237.0,1384.711980819702,95.78492045402528,13.588090240955353,280.68485856056213,3.6725683212280273,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 136,20250619_085106i136fl_test-1698a22b32b9ab5b83b6e9409620265c,23,2.0,0.0,2.0,11.0,343.0,2959.0,735.0,782.0,15.720856269113147,56.0,1419.0,1302.7917742729187,63.59788179397583,50.7830023765564,393.606162071228,1.9447290897369385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
Schedule 137,20250619_085106i137fl_test-9053f8dfc0112e85a7d1bed061c5df53,23,2.0,0.0,1.0,4.0,292.0,2850.0,957.0,633.0,16.169785932721712,67.0,1416.0,1494.3141341209412,20.970864593982697,94.26414370536804,346.9406247138977,3.840439558029175,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 138,20250619_085106i138fl_test-a7a6cd17091b6c1da9e6ad5a79925e4a,23,7.0,0.0,1.0,1.0,260.0,3289.0,1143.0,894.0,16.342018348623853,72.0,1407.0,1814.4810795784,79.91413474082947,7.989069819450378,250.13806223869324,1.1976200342178345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 139,20250619_085106i139fl_test-aa382345f7fe035e7f3b7abd75a600a1,21,1.0,0.0,5.0,8.0,403.0,3325.0,779.0,407.0,15.009296636085628,97.0,1808.0,1631.078600883484,26.60139501094818,49.21514093875885,214.74784910678864,0.0114289559423923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Schedule 140,20250619_085106i140fl_test-f0573fcb028e6df85ad43a7f380437a1,23,14.0,0.0,4.0,7.0,385.0,3875.0,1115.0,584.0,15.825443425076452,108.0,1689.0,1318.1897401809692,38.41160535812378,31.873705983161926,234.77648198604584,1.5422930717468262,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 141,20250619_085106i141fl_test-6620425a03bc75b419a118172a5c2fff,23,0.0,0.0,1.0,6.0,310.0,3166.0,1266.0,734.0,16.735963302752292,74.0,1838.0,1060.62076613307,73.88084530830383,59.71512794494629,386.5972399711609,2.90376615524292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 142,20250619_085106i142fl_test-56d00886ccd6a5eba491a596d590f0b4,23,2.0,0.0,0.0,5.0,295.0,2839.0,941.0,654.0,16.06605504587156,70.0,1444.0,1556.4252734184265,7.768846303224564,86.40985488891602,301.92447900772095,2.371486186981201,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 143,20250619_085106i143fl_test-5b9bfc06e80b7ac4a902026b23098b05,23,2.0,0.0,2.0,7.0,343.0,3246.0,1050.0,687.0,15.967522935779815,61.0,1328.0,1126.8830597400663,91.73672199249268,21.90984189510345,298.67592453956604,0.7291490435600281,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 144,20250619_085106i144fl_test-4da0f29737f7ac0d044478705506d247,23,7.0,0.0,2.0,7.0,352.0,3158.0,846.0,569.0,15.799449541284403,80.0,1647.0,1998.0227947235107,60.71566343307495,70.59863209724426,363.0712866783142,3.435112714767456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 145,20250619_085106i145fl_test-1bba2000fd5a68be9027bc873988eb7b,23,0.0,0.0,2.0,7.0,283.0,3942.0,1085.0,634.0,16.249296636085628,86.0,1485.0,1942.32839345932,55.97079396247864,83.7493360042572,258.07352662086487,2.044172763824463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 146,20250619_085106i146fl_test-76d0ce10e8ac1850b1989dff5ac8d08a,23,0.0,0.0,8.0,6.0,425.0,3921.0,775.0,651.0,15.255412844036698,157.0,1602.0,1371.931403875351,46.2691605091095,20.02975642681122,342.5207853317261,0.9335758090019226,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 147,20250619_085106i147fl_test-d33232746761da8722555059708570d2,23,0.0,0.0,5.0,11.0,363.0,2485.0,891.0,670.0,16.168746177370032,87.0,1723.0,1180.5636882781982,99.60793852806091,35.46241819858551,378.615140914917,1.869215488433838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
