triplets,co
"('1-8023', '1-9902', '1-3523')",1
"('1-10468', '1-3564', '1-6181')",1
"('1-9394', '1-1462', '1-9651')",1
"('1-8023', '1-7042', '1-9902')",1
"('1-6098', '1-5508', '1-6181')",1
"('MLG69', '1-7807', '1-5913')",1
"('1-8023', '1-7042', '1-3523')",1
"('1-6098', '1-5515', '1-5508')",1
"('MLG69', '1-8067', '1-5913')",1
"('1-10468', '1-8341', '1-3584')",1
"('1-3584', 'MLG65', '1-3362')",1
"('1-6098', '1-5515', '1-6181')",1
"('1-9394', '1-9651', '1-1462')",1
"('1-9394', '1-1462', 'MLG29')",1
"('1-5515', '1-6098', '1-5508')",1
"('1-10785', 'MLG54', '1-4319')",1
"('MLG57', '1-10468', 'MLG68')",1
"('1-10785', '1-9379', 'MLG54')",1
"('1-4319', '1-9227', '1-9379')",1
"('MLG52', '1-5043', '1-3516')",1
"('1-4319', '1-9227', 'MLG54')",1
"('1-4319', '1-9379', '1-9227')",1
"('1-4417', '1-10468', 'MLG52')",1
"('1-4417', '1-10468', '1-5043')",1
"('1-4319', '1-9379', '1-10785')",1
"('1-4417', 'MLG52', '1-10468')",1
"('1-4319', '1-9379', 'MLG54')",1
"('1-4417', 'MLG52', '1-3516')",1
"('1-4319', '1-10785', '1-9379')",1
"('1-4417', '1-3516', 'MLG52')",1
"('1-4417', '1-5043', '1-10468')",1
"('1-7807', '1-5913', '1-8067')",1
"('1-9651', '1-9394', '1-17835')",1
"('1-4319', '1-10785', 'MLG54')",1
"('1-7807', '1-5913', 'MLG69')",1
"('1-4319', 'MLG54', '1-9227')",1
"('1-8067', '1-7807', '1-5913')",1
"('1-8067', 'MLG69', '1-5913')",1
"('1-9651', '1-9394', 'MLG29')",1
"('1-3516', '1-10468', 'MLG52')",1
"('1-8067', '1-5913', '1-7807')",1
"('1-9651', '1-9394', '1-1462')",1
"('1-18558', '1-18709', '1-7005')",1
"('MLG52', '1-5043', '1-10468')",1
"('MLG52', '1-3516', '1-5043')",1
"('MLG52', '1-3516', '1-4417')",1
"('1-10468', '1-5043', 'MLG52')",1
"('1-10468', 'MLG52', '1-5043')",1
"('MLG68', 'MLG57', '1-7004')",1
"('MLG68', 'MLG57', '1-10468')",1
"('1-7807', '1-8067', '1-5913')",1
"('1-10468', '1-4417', 'MLG52')",1
"('MLG68', '1-7004', 'MLG57')",1
"('1-7807', 'MLG69', '1-5913')",1
"('1-10468', '1-4417', '1-5043')",1
"('1-10468', '1-3516', 'MLG52')",1
"('MLG68', '1-10468', 'MLG57')",1
"('1-10468', '1-3516', '1-5043')",1
"('1-10468', '1-5043', '1-4417')",1
"('1-10468', 'MLG68', 'MLG57')",1
"('1-10468', '1-5043', '1-3516')",1
"('MLG52', '1-10468', '1-4417')",1
"('MLG52', '1-10468', '1-3516')",1
"('MLG52', '1-10468', '1-5043')",1
"('MLG52', '1-4417', '1-10468')",1
"('1-7004', 'MLG57', 'MLG68')",1
"('1-19915', '1-6181', 'MLG14')",1
"('1-7004', 'MLG68', 'MLG57')",1
"('MLG52', '1-4417', '1-3516')",1
"('1-10468', 'MLG57', 'MLG68')",1
"('MLG52', '1-3516', '1-10468')",1
"('1-9651', '1-1462', '1-17835')",1
"('1-3516', '1-10468', '1-5043')",1
"('1-9651', '1-1462', 'MLG29')",1
"('1-9379', 'MLG54', '1-9227')",1
"('1-9379', '1-4319', '1-10785')",1
"('1-9379', '1-4319', 'MLG54')",1
"('1-9379', '1-9227', '1-4319')",1
"('1-9379', '1-9227', '1-10785')",1
"('1-9379', '1-9227', 'MLG54')",1
"('1-9379', '1-10785', '1-4319')",1
"('1-5043', '1-10468', '1-3516')",1
"('1-9379', '1-10785', '1-9227')",1
"('1-9379', '1-10785', 'MLG54')",1
"('1-9379', 'MLG54', '1-4319')",1
"('1-5043', 'MLG52', '1-10468')",1
"('1-5515', '1-5508', '1-6098')",1
"('1-9394', 'MLG29', '1-1462')",1
"('1-9379', 'MLG54', '1-10785')",1
"('1-10785', '1-4319', '1-9379')",1
"('1-5043', 'MLG52', '1-3516')",1
"('1-10785', '1-4319', 'MLG54')",1
"('1-10785', '1-9227', '1-9379')",1
"('1-2297', '1-4355', 'MLG29')",1
"('1-10785', '1-9227', 'MLG54')",1
"('1-2297', '1-4355', '1-9394')",1
"('1-10785', '1-9379', '1-4319')",1
"('1-10785', '1-9379', '1-9227')",1
"('1-5515', '1-5508', '1-6181')",1
"('1-9379', '1-4319', '1-9227')",1
"('1-5043', '1-10468', '1-4417')",1
"('1-8067', '1-5913', 'MLG69')",1
"('1-9227', '1-10785', '1-9379')",1
"('1-4319', 'MLG54', '1-9379')",1
"('1-3516', 'MLG52', '1-10468')",1
"('1-4319', 'MLG54', '1-10785')",1
"('1-3516', 'MLG52', '1-4417')",1
"('1-9227', '1-4319', '1-9379')",1
"('1-9227', '1-4319', 'MLG54')",1
"('1-3516', 'MLG52', '1-5043')",1
"('1-9227', '1-9379', '1-4319')",1
"('1-9227', '1-9379', '1-10785')",1
"('1-9227', '1-9379', 'MLG54')",1
"('1-9651', '1-1462', '1-9394')",1
"('1-9394', '1-17835', 'MLG29')",1
"('1-5043', '1-10468', 'MLG52')",1
"('1-9227', '1-10785', 'MLG54')",1
"('1-3516', '1-4417', 'MLG52')",1
"('1-9227', 'MLG54', '1-4319')",1
"('1-9394', '1-17835', '1-9651')",1
"('1-9394', 'MLG29', '1-17835')",1
"('1-9227', 'MLG54', '1-9379')",1
"('1-9227', 'MLG54', '1-10785')",1
"('1-9394', 'MLG29', '1-9651')",1
"('1-3516', '1-5043', '1-10468')",1
"('1-3516', '1-5043', 'MLG52')",1
"('1-10468', '1-3584', '1-3362')",1
"('MLG38', 'MLG50', '1-1580')",1
"('MLG68', 'MLG52', 'MLG32')",1
"('MLG32', 'MLG68', 'MLG52')",1
"('1-8267', 'MLG53', '1-9831')",1
"('1-4929', 'MLG55', '1-3523')",1
"('1-6098', '1-7863', '1-18558')",1
"('1-6098', '1-5775', '1-18558')",1
"('1-6098', '1-5775', 'MLG75')",1
"('1-5775', '1-18558', '1-6098')",1
"('1-9156', '1-1258', 'MLG54')",1
"('1-9156', '1-1258', '1-1317')",1
"('1-1317', 'MLG54', '1-9156')",1
"('1-1350', 'MLG53', '1-8267')",1
"('1-5775', 'MLG75', '1-8427')",1
"('1-1317', 'MLG54', '1-1258')",1
"('1-1317', '1-9156', 'MLG54')",1
"('1-1317', '1-9156', '1-1258')",1
"('1-1317', '1-1258', 'MLG54')",1
"('1-1317', '1-1258', '1-9156')",1
"('1-1258', 'MLG54', '1-9156')",1
"('1-1258', 'MLG54', '1-1317')",1
"('1-4929', 'MLG55', '1-7005')",1
"('1-9831', '1-1350', 'MLG53')",1
"('1-9831', '1-8267', 'MLG53')",1
"('1-4929', '1-3523', 'MLG55')",1
"('1-9831', 'MLG53', '1-1350')",1
"('1-9831', 'MLG53', '1-8267')",1
"('1-8267', '1-1350', 'MLG53')",1
"('1-8267', '1-9831', 'MLG53')",1
"('1-7005', '1-4929', '1-3523')",1
"('1-6098', '1-8427', 'MLG75')",1
"('1-7866', '1-6006', '1-9768')",1
"('1-6098', 'MLG75', '1-5775')",1
"('1-3523', 'MLG55', '1-7005')",1
"('1-9156', 'MLG54', '1-1317')",1
"('1-3523', 'MLG55', '1-4929')",1
"('1-9156', 'MLG54', '1-1258')",1
"('1-9156', '1-1317', 'MLG54')",1
"('1-3523', '1-7005', 'MLG55')",1
"('1-9156', '1-1317', '1-1258')",1
"('1-3523', '1-7005', '1-4929')",1
"('1-6098', 'MLG75', '1-18558')",1
"('1-6098', 'MLG75', '1-8427')",1
"('1-6006', '1-6296', '1-6693')",1
"('1-6098', '1-8427', '1-18558')",1
"('1-6006', '1-6693', '1-6296')",1
"('1-7744', '1-9286', '1-1850')",1
"('1-3523', '1-4929', 'MLG55')",1
"('1-6006', '1-6693', '1-7866')",1
"('1-3523', '1-4929', '1-7005')",1
"('1-7005', 'MLG55', '1-3523')",1
"('1-7005', 'MLG55', '1-4929')",1
"('1-7744', '1-1850', '1-0205')",1
"('1-7005', '1-3523', 'MLG55')",1
"('1-7005', '1-3523', '1-4929')",1
"('1-7005', '1-4929', 'MLG55')",1
"('1-6006', '1-6693', '1-9768')",1
"('1-8267', 'MLG53', '1-1350')",1
"('1-4929', '1-3523', '1-7005')",1
"('MLG64', 'MLG38', '1-7024')",1
"('MLG53', '1-1350', '1-9831')",1
"('1-3052', '1-3535', '1-4319')",1
"('1-3052', '1-7024', '1-3535')",1
"('1-3052', '1-7024', '1-4319')",1
"('1-8826', '1-9379', '1-3647')",1
"('1-4929', '1-7005', '1-3523')",1
"('1-7866', '1-6006', '1-6296')",1
"('1-8826', '1-3647', '1-9379')",1
"('1-9379', '1-8826', '1-3647')",1
"('1-9379', '1-3647', '1-8826')",1
"('1-3647', '1-8826', '1-9379')",1
"('1-3647', '1-9379', '1-8826')",1
"('1-3052', '1-4319', '1-3535')",1
"('MLG64', '1-7024', 'MLG38')",1
"('1-7866', '1-6006', '1-6693')",1
"('1-7866', '1-9768', '1-6006')",1
"('1-7866', '1-9768', '1-6296')",1
"('1-3052', '1-4319', '1-7024')",1
"('1-7866', '1-9768', '1-6693')",1
"('1-3535', '1-3052', '1-7024')",1
"('1-7866', '1-6296', '1-6006')",1
"('1-7866', '1-6296', '1-9768')",1
"('1-7866', '1-6693', '1-6006')",1
"('1-7866', '1-6693', '1-9768')",1
"('1-3535', '1-3052', '1-4319')",1
"('1-3535', '1-7024', '1-3052')",1
"('1-4929', '1-7005', 'MLG55')",1
"('1-3052', '1-3535', '1-7024')",1
"('1-5775', '1-6098', 'MLG75')",1
"('1-1015', '1-10468', '1-6181')",1
"('MLG53', '1-1350', '1-8267')",1
"('MLG53', '1-9831', '1-1350')",1
"('MLG53', '1-9831', '1-8267')",1
"('1-1258', '1-9156', 'MLG54')",1
"('MLG53', '1-8267', '1-1350')",1
"('MLG53', '1-8267', '1-9831')",1
"('1-6181', '1-10468', '1-1015')",1
"('1-6181', '1-1015', '1-10468')",1
"('1-10468', '1-6181', '1-1015')",1
"('1-10468', '1-1015', '1-6181')",1
"('1-1015', '1-6181', '1-10468')",1
"('1-1462', '1-8067', '1-8705')",1
"('1-5775', '1-6098', '1-18558')",1
"('1-1462', '1-8705', '1-8067')",1
"('1-8067', '1-1462', '1-8705')",1
"('1-8067', '1-8705', '1-1462')",1
"('1-1258', '1-9156', '1-1317')",1
"('1-1258', '1-1317', 'MLG54')",1
"('1-1258', '1-1317', '1-9156')",1
"('1-5775', 'MLG75', '1-6098')",1
"('1-3523', '1-10785', '1-1608')",1
"('1-8705', '1-1462', '1-8067')",1
"('1-8705', '1-8067', '1-1462')",1
"('1-5775', '1-8427', 'MLG75')",1
"('1-6098', '1-18558', '1-5775')",1
"('MLG54', '1-1258', '1-1317')",1
"('MLG55', '1-4929', '1-7005')",1
"('MLG55', '1-4929', '1-3523')",1
"('1-9156', '1-1580', '1-8285')",1
"('MLG54', '1-5172', '1-4417')",1
"('1-3139', '1-7004', '1-1258')",1
"('1-3139', '1-7004', '1-3083')",1
"('1-7004', '1-1258', '1-3139')",1
"('1-7004', '1-3083', '1-3139')",1
"('MLG54', '1-5172', '1-9286')",1
"('1-7004', '1-3139', '1-1258')",1
"('1-7004', '1-3139', '1-3083')",1
"('MLG02', '1-3534', '1-3523')",1
"('1-0278', '1-6181', '1-6909')",1
"('1-7744', '1-0205', '1-9286')",1
"('1-0278', '1-6909', '1-6181')",1
"('MLG54', '1-4417', '1-5172')",1
"('1-6181', '1-0278', '1-6909')",1
"('1-6181', '1-8084', '1-6909')",1
"('MLG54', '1-4417', '1-9286')",1
"('1-6181', '1-6909', '1-0278')",1
"('1-6181', '1-6909', '1-8084')",1
"('1-8084', '1-6181', '1-6909')",1
"('1-8084', '1-6909', '1-6181')",1
"('1-6909', '1-0278', '1-6181')",1
"('1-5981', '1-7004', '1-5043')",1
"('1-6909', '1-6181', '1-0278')",1
"('MLG54', '1-9286', '1-5172')",1
"('1-3139', '1-3083', '1-7004')",1
"('1-3139', '1-3083', '1-1258')",1
"('1-3139', '1-1258', '1-7004')",1
"('1-9156', '1-8285', 'MLG68')",1
"('MLG33', '1-0003', '1-9578')",1
"('MLG33', '1-9578', '1-0003')",1
"('1-2382', '1-1770', '1-7874')",1
"('1-2382', '1-7874', '1-1770')",1
"('1-1770', '1-2382', '1-7874')",1
"('1-6611', '1-10539', '1-6181')",1
"('1-1770', '1-7874', '1-2382')",1
"('1-7874', '1-2382', '1-1770')",1
"('1-7874', '1-1770', '1-2382')",1
"('1-1258', '1-3083', '1-3139')",1
"('1-1580', '1-9156', '1-8285')",1
"('1-6181', '1-9938', '1-3068')",1
"('1-9156', 'MLG68', '1-8285')",1
"('1-6181', '1-9938', '1-19915')",1
"('1-9156', '1-8285', '1-1580')",1
"('1-0205', '1-1850', '1-9286')",1
"('1-1258', '1-3139', '1-3083')",1
"('1-1258', '1-3139', '1-7004')",1
"('1-1258', '1-7004', '1-3139')",1
"('1-3083', '1-1258', '1-3139')",1
"('1-3083', '1-3139', '1-1258')",1
"('1-3083', '1-3139', '1-7004')",1
"('1-3083', '1-7004', '1-3139')",1
"('1-3139', '1-1258', '1-3083')",1
"('MLG54', '1-9286', '1-4417')",1
"('MLG02', '1-3534', '1-1005')",1
"('1-5172', 'MLG54', '1-4417')",1
"('MLG54', '1-9156', '1-1258')",1
"('1-5799', 'MLG75', '1-7807')",1
"('MLG29', '1-9156', '1-7005')",1
"('1-5799', '1-7807', 'MLG75')",1
"('1-5043', '1-5981', '1-7004')",1
"('1-9156', '1-7005', 'MLG29')",1
"('MLG75', '1-5799', '1-7807')",1
"('MLG75', '1-7807', '1-5799')",1
"('1-7807', '1-5799', 'MLG75')",1
"('1-7807', 'MLG75', '1-5799')",1
"('1-6098', '1-18558', '1-7863')",1
"('MLG54', '1-9156', '1-1317')",1
"('MLG54', '1-1317', '1-9156')",1
"('1-9286', '1-4417', 'MLG54')",1
"('MLG54', '1-1317', '1-1258')",1
"('1-9156', 'MLG29', '1-7005')",1
"('MLG54', '1-1258', '1-9156')",1
"('1-7744', '1-0205', '1-1850')",1
"('MLG55', '1-3523', '1-7005')",1
"('1-7744', '1-9286', '1-0205')",1
"('MLG55', '1-3523', '1-4929')",1
"('1-6006', '1-6296', '1-7866')",1
"('MLG55', '1-7005', '1-3523')",1
"('1-6006', '1-6296', '1-9768')",1
"('MLG55', '1-7005', '1-4929')",1
"('MLG29', '1-7005', '1-9156')",1
"('1-7005', '1-9156', 'MLG29')",1
"('MLG02', '1-3523', '1-3534')",1
"('1-5172', '1-9286', 'MLG54')",1
"('MLG02', '1-3523', '1-1005')",1
"('MLG02', '1-1005', '1-3534')",1
"('MLG02', '1-1005', '1-3523')",1
"('1-7897', '1-3052', '1-4319')",1
"('1-7897', '1-4319', '1-3052')",1
"('1-3052', '1-7897', '1-4319')",1
"('1-3052', '1-4319', '1-7897')",1
"('1-5172', 'MLG54', '1-9286')",1
"('1-6909', '1-6181', '1-8084')",1
"('1-6909', '1-8084', '1-6181')",1
"('1-5172', '1-4417', 'MLG54')",1
"('1-4319', '1-7897', '1-3052')",1
"('1-7005', 'MLG29', '1-9156')",1
"('1-1350', '1-9831', 'MLG53')",1
"('1-4417', 'MLG54', '1-5172')",1
"('1-4319', '1-3052', '1-7897')",1
"('1-4417', 'MLG54', '1-9286')",1
"('1-4417', '1-5172', 'MLG54')",1
"('1-4417', '1-9286', 'MLG54')",1
"('1-1350', '1-8267', 'MLG53')",1
"('1-9286', 'MLG54', '1-5172')",1
"('1-1350', 'MLG53', '1-9831')",1
"('1-9286', 'MLG54', '1-4417')",1
"('1-9286', '1-5172', 'MLG54')",1
"('1-9768', '1-6006', '1-7866')",1
"('1-9768', '1-6006', '1-6296')",1
"('72-12387', '1-8067', '1-7341')",1
"('1-0303', 'MLG69', '1-6098')",1
"('1-9697', 'MLG64', '1-0292')",1
"('1-9697', '1-0292', 'MLG57')",1
"('1-9697', '1-0292', 'MLG64')",1
"('1-0292', 'MLG57', '1-9697')",1
"('1-0292', 'MLG64', '1-9697')",1
"('1-0292', '1-9697', 'MLG57')",1
"('1-6098', '1-6538', '1-9076')",1
"('1-0292', '1-9697', 'MLG64')",1
"('1-3523', '1-6927', 'MLG54')",1
"('1-3523', '1-6927', '1-7004')",1
"('1-9076', '1-6098', '1-6538')",1
"('1-3523', '1-6927', '1-1258')",1
"('1-3523', 'MLG54', '1-6927')",1
"('1-9076', '1-6538', '1-6098')",1
"('1-3523', '1-7004', '1-6927')",1
"('1-3523', '1-1258', '1-6927')",1
"('1-7004', '1-6927', 'MLG54')",1
"('1-7004', '1-6927', '1-3523')",1
"('1-6538', '1-6098', '1-9076')",1
"('1-6538', '1-9076', '1-6098')",1
"('1-7004', '1-6927', '1-1258')",1
"('1-7004', 'MLG54', '1-6927')",1
"('1-0303', '1-6098', 'MLG69')",1
"('1-7004', '1-3523', '1-6927')",1
"('1-0303', '1-6098', 'MLG63')",1
"('1-9697', 'MLG64', 'MLG57')",1
"('1-6098', '1-9076', '1-6538')",1
"('1-9697', 'MLG57', '1-0292')",1
"('1-9516', '1-1833', '1-1224')",1
"('1-9887', '1-9938', '1-5172')",1
"('MLG54', '1-6927', '1-3523')",1
"('MLG57', 'MLG64', '1-9697')",1
"('MLG57', '1-9697', 'MLG64')",1
"('MLG57', '1-9697', '1-0292')",1
"('MLG57', '1-0292', '1-9697')",1
"('MLG64', 'MLG57', '1-9697')",1
"('MLG64', '1-9697', 'MLG57')",1
"('1-9516', '1-1224', '1-5803')",1
"('MLG64', '1-9697', '1-0292')",1
"('MLG54', '1-6927', '1-7004')",1
"('1-9516', '1-1833', '1-5803')",1
"('MLG54', '1-1258', '1-6927')",1
"('MLG54', '1-6927', '1-1258')",1
"('MLG54', '1-3523', '1-6927')",1
"('1-9516', '1-5803', '1-1224')",1
"('1-9516', '1-5803', '1-1833')",1
"('1-5803', '1-1224', '1-9516')",1
"('MLG64', '1-0292', '1-9697')",1
"('1-5803', '1-1833', '1-9516')",1
"('1-5803', '1-9516', '1-1224')",1
"('MLG54', '1-7004', '1-6927')",1
"('1-5803', '1-9516', '1-1833')",1
"('1-9697', 'MLG57', 'MLG64')",1
"('1-7004', '1-1258', '1-6927')",1
"('1-1258', '1-6927', 'MLG54')",1
"('1-9768', '1-6006', '1-6693')",1
"('1-0303', 'MLG69', 'MLG63')",1
"('72-12387', '1-7341', '1-8067')",1
"('MLG69', '1-0303', 'MLG63')",1
"('MLG69', '1-6098', '1-0303')",1
"('MLG69', 'MLG63', '1-0303')",1
"('72-12387', '1-9227', '1-7268')",1
"('MLG63', '1-0303', '1-6098')",1
"('1-1258', '1-7004', '1-6927')",1
"('MLG63', '1-0303', 'MLG69')",1
"('72-12387', '1-9227', '1-7341')",1
"('MLG63', '1-6098', '1-0303')",1
"('MLG63', 'MLG69', '1-0303')",1
"('72-12387', '1-9227', '1-8067')",1
"('1-0031', '1-7152', '1-1005')",1
"('72-12387', '1-8067', '1-7268')",1
"('1-3596', '1-8124', '1-6532')",1
"('1-0031', '1-1005', '1-7152')",1
"('1-7152', '1-0031', '1-1005')",1
"('1-3596', '1-6532', '1-8124')",1
"('1-7152', '1-1005', '1-0031')",1
"('1-1005', '1-0031', '1-7152')",1
"('1-6296', '1-6693', '1-6006')",1
"('1-1005', '1-7152', '1-0031')",1
"('1-8820', '1-7004', 'MLG55')",1
"('1-8820', 'MLG55', '1-7004')",1
"('1-6296', '1-6693', '1-9768')",1
"('72-12387', '1-7341', '1-9227')",1
"('72-12387', '1-7341', '1-7268')",1
"('72-12387', '1-7268', '1-8067')",1
"('1-6296', '1-9768', '1-7866')",1
"('1-0303', 'MLG63', '1-6098')",1
"('1-6181', 'MLG14', '1-3068')",1
"('1-6181', 'MLG14', '1-19915')",1
"('1-7004', '1-5981', '1-5043')",1
"('1-7004', '1-5043', '1-5981')",1
"('1-3535', '1-6693', '1-1317')",1
"('1-7024', 'MLG38', 'MLG64')",1
"('1-1258', '1-6927', '1-3523')",1
"('MLG38', 'MLG64', '1-7024')",1
"('MLG38', 'MLG64', 'MLG56')",1
"('1-6296', '1-9768', '1-6006')",1
"('1-1258', '1-6927', '1-7004')",1
"('72-12387', '1-7268', '1-9227')",1
"('1-6181', '1-3068', '1-9938')",1
"('1-6296', '1-9768', '1-6693')",1
"('1-0303', 'MLG63', 'MLG69')",1
"('1-6098', '1-0303', 'MLG69')",1
"('1-6098', '1-0303', 'MLG63')",1
"('1-6098', 'MLG69', '1-0303')",1
"('1-6098', 'MLG63', '1-0303')",1
"('MLG69', '1-0303', '1-6098')",1
"('1-1258', 'MLG54', '1-6927')",1
"('1-1258', '1-3523', '1-6927')",1
"('72-12387', '1-7268', '1-7341')",1
"('1-3516', 'MLG52', '1-9491')",1
"('1-6927', '1-1258', '1-7004')",1
"('1-6296', '1-7866', '1-9768')",1
"('1-6296', '1-7866', '1-6006')",1
"('1-7122', '1-7682', '1-9516')",1
"('MLG64', 'MLG38', 'MLG56')",1
"('1-10785', '1-1608', 'MLG57')",1
"('1-9516', '1-6974', '1-7682')",1
"('1-9286', '1-0205', '1-1850')",1
"('1-9516', '1-7122', '1-7682')",1
"('1-9516', '1-7682', '1-6974')",1
"('1-9516', '1-7682', '1-7122')",1
"('1-7682', '1-6974', '1-9516')",1
"('1-7682', '1-7122', '1-9516')",1
"('1-7682', '1-9516', '1-6974')",1
"('1-7682', '1-9516', '1-7122')",1
"('1-9286', '1-7744', '1-0205')",1
"('1-9286', '1-7744', '1-1850')",1
"('1-6927', 'MLG54', '1-3523')",1
"('1-9286', '1-1850', '1-0205')",1
"('1-6927', 'MLG54', '1-7004')",1
"('1-9286', '1-1850', '1-7744')",1
"('1-1850', '1-0205', '1-7744')",1
"('1-6927', 'MLG54', '1-1258')",1
"('1-6927', '1-3523', 'MLG54')",1
"('1-6927', '1-3523', '1-7004')",1
"('MLG63', '1-1131', '1-1015')",1
"('1-6927', '1-3523', '1-1258')",1
"('1-1850', '1-0205', '1-9286')",1
"('1-7122', '1-9516', '1-7682')",1
"('1-6974', '1-7682', '1-9516')",1
"('1-9286', '1-0205', '1-7744')",1
"('1-1131', 'MLG63', '1-1015')",1
"('1-9768', '1-7866', '1-6006')",1
"('1-3535', '1-7024', '1-4319')",1
"('1-3535', '1-4319', '1-3052')",1
"('1-3535', '1-4319', '1-7024')",1
"('1-7024', '1-3052', '1-3535')",1
"('1-7024', '1-3052', '1-4319')",1
"('1-7024', '1-3535', '1-3052')",1
"('1-7024', '1-3535', '1-4319')",1
"('1-3523', '1-1608', '1-10785')",1
"('1-7024', '1-4319', '1-3052')",1
"('1-7024', '1-4319', '1-3535')",1
"('1-4319', '1-3052', '1-3535')",1
"('1-7744', '1-1850', '1-9286')",1
"('1-4319', '1-3052', '1-7024')",1
"('1-1131', '1-1015', 'MLG63')",1
"('1-4319', '1-3535', '1-3052')",1
"('1-4319', '1-3535', '1-7024')",1
"('1-3523', '1-1608', 'MLG57')",1
"('1-4319', '1-7024', '1-3052')",1
"('1-3523', 'MLG57', '1-1608')",1
"('1-10785', '1-3523', '1-1608')",1
"('1-4319', '1-7024', '1-3535')",1
"('1-6974', '1-9516', '1-7682')",1
"('1-10785', '1-1608', '1-3523')",1
"('1-6927', '1-7004', 'MLG54')",1
"('MLG63', '1-1015', '1-1131')",1
"('1-1015', '1-1131', 'MLG63')",1
"('1-5172', '1-9887', '1-9938')",1
"('MLG57', '1-1608', '1-10785')",1
"('MLG64', 'MLG56', 'MLG38')",1
"('1-9768', '1-6296', '1-6006')",1
"('1-9768', '1-6296', '1-7866')",1
"('1-7024', 'MLG64', 'MLG38')",1
"('1-9491', '1-3516', 'MLG52')",1
"('MLG52', '1-9491', '1-3516')",1
"('MLG52', '1-3516', '1-9491')",1
"('1-9768', '1-6296', '1-6693')",1
"('1-5172', '1-9938', '1-9887')",1
"('1-1833', '1-5803', '1-9516')",1
"('1-9516', '1-1224', '1-1833')",1
"('1-6927', '1-1258', '1-3523')",1
"('1-9938', '1-5172', '1-9887')",1
"('1-9768', '1-6693', '1-6006')",1
"('1-5043', '1-7004', '1-5981')",1
"('1-3516', '1-9491', 'MLG52')",1
"('1-9938', '1-9887', '1-5172')",1
"('1-9768', '1-6693', '1-7866')",1
"('1-9887', '1-5172', '1-9938')",1
"('1-9768', '1-6693', '1-6296')",1
"('1-6296', '1-6006', '1-7866')",1
"('1-6296', '1-6006', '1-9768')",1
"('1-6296', '1-6006', '1-6693')",1
"('1-9768', '1-7866', '1-6693')",1
"('1-9491', 'MLG52', '1-3516')",1
"('1-1850', '1-7744', '1-0205')",1
"('1-1224', '1-5803', '1-9516')",1
"('1-1015', 'MLG63', '1-1131')",1
"('1-1224', '1-1833', '1-9516')",1
"('1-6927', '1-7004', '1-3523')",1
"('1-1224', '1-9516', '1-1833')",1
"('1-1850', '1-7744', '1-9286')",1
"('1-10785', 'MLG57', '1-1608')",1
"('1-1608', '1-3523', '1-10785')",1
"('1-1850', '1-9286', '1-0205')",1
"('1-1608', '1-3523', 'MLG57')",1
"('1-1608', '1-10785', '1-3523')",1
"('1-1224', '1-9516', '1-5803')",1
"('1-1833', '1-1224', '1-9516')",1
"('1-9768', '1-7866', '1-6296')",1
"('1-1833', '1-9516', '1-1224')",1
"('1-1608', '1-10785', 'MLG57')",1
"('1-1833', '1-9516', '1-5803')",1
"('1-1608', 'MLG57', '1-3523')",1
"('1-6927', '1-7004', '1-1258')",1
"('1-1608', 'MLG57', '1-10785')",1
"('1-1850', '1-9286', '1-7744')",1
"('MLG57', '1-3523', '1-1608')",1
"('MLG57', '1-10785', '1-1608')",1
"('MLG57', '1-1608', '1-3523')",1
"('1-6927', '1-1258', 'MLG54')",1
"('1-9578', 'MLG33', '1-0003')",1
"('1-9578', '1-0003', 'MLG33')",1
"('1-0003', 'MLG33', '1-9578')",1
"('1-1390', '1-8067', '1-5355')",1
"('1-9610', 'MLG72', 'MLG50')",1
"('1-9610', 'MLG72', '1-9227')",1
"('1-9610', '1-18234', 'MLG72')",1
"('1-8067', '1-1390', '1-5355')",1
"('1-9610', '1-18234', 'MLG50')",1
"('1-8067', '1-1390', '1-8188')",1
"('1-9610', '1-18234', '1-9227')",1
"('1-9610', 'MLG50', 'MLG72')",1
"('1-8188', '1-8067', '1-1390')",1
"('1-9610', 'MLG50', '1-18234')",1
"('1-9610', 'MLG50', '1-9227')",1
"('1-8188', '1-1390', '1-8067')",1
"('1-7441', '1-3139', '1-7682')",1
"('1-5803', '1-6098', '1-19915')",1
"('1-5803', '1-19915', '1-1224')",1
"('1-5803', '1-19915', '1-1833')",1
"('1-5803', '1-19915', '1-6098')",1
"('1-19915', '1-1224', '1-1833')",1
"('1-19915', '1-1224', '1-6098')",1
"('1-19915', '1-1224', '1-5803')",1
"('1-19915', '1-1833', '1-1224')",1
"('1-19915', '1-1833', '1-6098')",1
"('1-19915', '1-1833', '1-5803')",1
"('1-2382', '1-8074', 'MLG69')",1
"('1-2382', 'MLG69', '1-8074')",1
"('1-9610', 'MLG72', '1-18234')",1
"('MLG50', '1-9227', '1-9610')",1
"('MLG64', '1-3534', 'MLG14')",1
"('MLG50', '1-18234', '1-9610')",1
"('1-0053', 'MLG38', '1-1350')",1
"('1-0053', '1-10038', 'MLG38')",1
"('1-0053', '1-10038', '1-1350')",1
"('1-8067', '1-5355', '1-1390')",1
"('1-8067', '1-8188', '1-1390')",1
"('1-5803', '1-6098', '1-1833')",1
"('1-0053', '1-1350', 'MLG38')",1
"('1-0053', '1-1350', '1-10038')",1
"('1-3534', 'MLG14', 'MLG64')",1
"('1-8074', 'MLG69', '1-2382')",1
"('MLG50', '1-18234', 'MLG72')",1
