Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,8,11,1-7874,258,43,0,23,52.6038658618927,0.20389095295307247
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,2,1-8042,52,6,0,11,10.593153238296509,0.20371448535185593
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,17,8,1-10451,46,6,0,8,9.340475082397461,0.20305380613907523
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,16,19,1-9794,46,6,0,8,9.340475082397461,0.20305380613907523
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,4,9,1-6217,44,6,0,7,8.922915697097778,0.20279353857040405
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,10,21,MLG42,14,2,0,2,2.8351187705993652,0.20250848361424037
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,4,16,1-8074,145,26,0,8,29.34047508239746,0.20234810401653422
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,15,1-18004,12,2,0,1,2.4175593852996826,0.20146328210830688
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,14,2,1-9498,64,12,0,2,12.835118770599365,0.20054873079061508
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,12,7,1-7024,498,68,0,76,99.73451328277588,0.20027010699352585
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,14,2,1-17758,40,8,0,0,8.0,0.2
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,15,22,1-6718,20,4,0,0,4.0,0.2
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,4,9,1-9712,10,2,0,0,2.0,0.2
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,1,9,1-17790,5,1,0,0,1.0,0.2
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,9,1,1-8566,5,1,0,0,1.0,0.2
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-3647,2,6,1-3647,5,1,0,0,1.0,0.2
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,8,1-6858,23,0,0,11,4.593153238296509,0.19970231470854385
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,11,22,1-19286,40,7,0,2,7.835118770599365,0.19587796926498413
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,4,16,1-2103,26,3,0,5,5.087796926498413,0.1956844971730159
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,4,9,1-4319,163,8,0,57,31.80088496208191,0.19509745375510373
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,2,1-4355,49,7,0,6,9.505356311798096,0.19398686350608357
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,4,9,1-9417,76,3,0,28,14.691662788391113,0.19331135247883044
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,14,2,1-0278,79,6,0,22,15.186306476593018,0.19223172755181034
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,20,10,72-18936,20,3,0,2,3.8351187705993652,0.19175593852996825
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,21,14,1-6296,254,14,0,83,48.65742897987366,0.19156468102312463
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,2,MLG44,59,10,0,3,11.252678155899048,0.19072335857456013
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,1,15,1-9549,18,3,0,1,3.4175593852996826,0.1898644102944268
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,20,10,1-1580,400,40,0,86,75.9101071357727,0.18977526783943177
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,4,9,1-3312,36,3,0,9,6.7580344676971436,0.187723179658254
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,2,18,1-5626,125,18,0,13,23.428272008895874,0.187426176071167
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,10,21,1-17907,119,11,0,27,22.27410340309143,0.18717733952177673
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,23,17,1-6900,67,10,0,6,12.505356311798096,0.18664710913131485
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,7,13,MLG84,63,8,0,9,11.758034467697144,0.1866354677412245
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,8,11,1-1462,192,30,0,13,35.428272008895874,0.1845222500463327
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,8,11,1-7481,33,4,0,5,6.087796926498413,0.18447869474237616
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,1,15,1-8590,24,4,0,1,4.417559385299683,0.18406497438748678
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,6,16,1-7521,10,1,0,2,1.8351187705993652,0.18351187705993652
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,11,3,1-6531,27,2,0,7,4.922915697097778,0.18233021100362143
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,2,1-1204,39,5,0,5,7.087796926498413,0.18173838273072854
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,19,1-3639,17,1,0,5,3.087796926498413,0.18163511332343607
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,20,10,1-19229,38,6,0,2,6.835118770599365,0.17987154659472013
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,2,6,1-9404,100,15,0,7,17.92291569709778,0.17922915697097777
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,22,20,1-9768,241,10,0,79,42.98719143867493,0.17837008895715736
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,19,5,1-7819,59,3,0,18,10.516068935394287,0.17823845653210657
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,22,20,MLG68,642,88,0,62,113.88868188858032,0.17739670076102854
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,22,20,1-8400,33,5,0,2,5.835118770599365,0.17682178092725348
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,15,22,1-0003,17,3,0,0,3.0,0.17647058823529413
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,19,5,1-1350,195,21,0,32,34.361900329589844,0.1762148734850761
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,17,8,1-1317,414,34,0,92,72.4154634475708,0.17491657837577487
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,1,15,1-9722,22,3,0,2,3.8351187705993652,0.17432358048178934
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,8,11,1-8488,23,4,0,0,4.0,0.17391304347826086
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,8,11,1-8826,123,13,0,20,21.351187705993652,0.17358689191864757
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,17,8,1-8493,38,2,0,11,6.593153238296509,0.17350403258675023
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,6,16,1-4052,13,1,0,3,2.252678155899048,0.17328293506915754
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,19,5,1-8285,72,7,0,13,12.428272008895874,0.1726148890124427
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,15,22,1-9110,29,5,0,0,5.0,0.1724137931034483
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,5,12,1-7341,110,3,0,38,18.86725664138794,0.17152051492170853
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,5,12,1-8100,19,2,0,3,3.252678155899048,0.17119358715258146
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,1,15,1-20047,20,3,0,1,3.4175593852996826,0.17087796926498414
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,18,18,1-5043,123,16,0,12,21.01071262359619,0.17081880181785522
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,21,14,1-7140,397,36,0,74,66.89939451217651,0.16851232874603655
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,17,8,1-10468,549,39,0,126,91.61248254776001,0.16687155291030967
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,10,21,1-8267,133,13,0,22,22.186306476593018,0.16681433441047383
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,4,1-8678,17,2,0,2,2.8351187705993652,0.16677169238819795
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,18,4,1-18487,23,3,0,2,3.8351187705993652,0.16674429437388544
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,21,14,1-4634,48,8,0,0,8.0,0.16666666666666666
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,2,6,1-8544,54,1,0,19,8.93362832069397,0.16543756149433278
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,18,18,1-1570,142,13,0,25,23.438984632492065,0.16506327205980328
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,2,6,MLG78,80,9,0,10,13.175593852996826,0.16469492316246032
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,15,22,1-10060,36,3,0,7,5.922915697097778,0.16452543603049385
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,17,8,1-9496,39,3,0,8,6.340475082397461,0.16257628416403747
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,19,8,1-0055,18,0,0,7,2.9229156970977783,0.16238420539432102
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,6,1-7682,141,4,0,45,22.790172338485718,0.16163242793252283
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,22,20,1-19222,15,2,0,1,2.4175593852996826,0.1611706256866455
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,2,6,1-8938,30,4,0,2,4.835118770599365,0.1611706256866455
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,7,13,1-5654,15,2,0,1,2.4175593852996826,0.1611706256866455
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,22,14,1-5913,14,1,0,3,2.252678155899048,0.1609055825642177
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,11,3,1-9588,14,1,0,3,2.252678155899048,0.1609055825642177
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,8,11,1-3516,156,20,0,12,25.01071262359619,0.16032508092048842
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,10,21,1-0272,111,4,0,33,17.779459714889526,0.16017531274675248
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,20,10,1-2714,61,1,0,21,9.768747091293335,0.160143394939235
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,19,5,1-9331,25,4,0,0,4.0,0.16
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,12,7,1-10696,24,3,0,2,3.8351187705993652,0.15979661544164023
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,23,17,1-9553,23,2,0,4,3.6702375411987305,0.15957554526951
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,21,14,1-9808,74,3,0,21,11.768747091293335,0.15903712285531535
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,9,1,1-8450,52,7,0,3,8.252678155899048,0.15870534915190476
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,17,8,1-6787,56,8,0,2,8.835118770599365,0.15776997804641724
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,3,MLG52,125,10,0,23,19.6038658618927,0.1568309268951416
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,16,19,1-9643,8,0,0,3,1.2526781558990479,0.15658476948738098
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,3,23,1-9333,102,5,0,26,15.856544017791748,0.1554563138999191
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,19,5,1-7268,70,5,0,14,10.845831394195557,0.15494044848850796
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,6,16,MLG15,105,2,0,34,16.19701910018921,0.15425732476370677
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,11,3,1-6647,62,7,0,6,9.505356311798096,0.15331219857738865
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,10,21,1-9055,12,1,0,2,1.8351187705993652,0.15292656421661377
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,11,3,1-5891,96,13,0,4,14.67023754119873,0.15281497438748678
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,18,18,1-5172,120,4,0,34,18.19701910018921,0.15164182583491007
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,13,1,1-4682,16,2,0,1,2.4175593852996826,0.15109746158123016
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,5,12,1-8127,32,4,0,2,4.835118770599365,0.15109746158123016
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,7,13,1-9609,25,0,0,9,3.7580344676971436,0.15032137870788576
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,5,1-9286,81,8,0,10,12.175593852996826,0.15031597349378797
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,19,5,1-1608,307,29,0,41,46.11993479728699,0.1502278006426286
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,8,11,1-4390,45,3,0,9,6.7580344676971436,0.1501785437266032
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,1,15,1-19813,20,3,0,0,3.0,0.15
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,2,6,1-9667,14,0,0,5,2.087796926498413,0.1491283518927438
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,17,8,1-6927,179,20,0,16,26.680950164794922,0.1490555875128208
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,7,13,1-18203,29,3,0,3,4.252678155899048,0.14664407434134646
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,17,8,1-8820,83,10,0,5,12.087796926498413,0.14563610754817366
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,16,19,1-2335,145,11,0,24,21.021425247192383,0.14497534653236127
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,10,21,1-8328,114,9,0,18,16.516068935394287,0.14487779767889725
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,16,19,1-7842,21,3,0,0,3.0,0.14285714285714285
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,6,16,1-9996,28,4,0,0,4.0,0.14285714285714285
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,11,3,1-3033,7,1,0,0,1.0,0.14285714285714285
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,1,15,1-7839,24,3,0,1,3.4175593852996826,0.1423983077208201
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,13,4,MLG46,17,2,0,1,2.4175593852996826,0.1422093756058637
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,10,21,1-3534,279,20,0,47,39.62529110908508,0.1420261330074734
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,5,12,1-9839,20,2,0,2,2.8351187705993652,0.14175593852996826
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,7,7,1-5555,10,1,0,1,1.4175593852996826,0.14175593852996826
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,2,6,1-6918,43,4,0,5,6.087796926498413,0.1415766727092654
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,20,10,1-6216,45,3,0,8,6.340475082397461,0.14089944627549914
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,20,10,1-3089,16,1,0,3,2.252678155899048,0.1407923847436905
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,19,5,1-9283,235,7,0,62,32.88868188858032,0.13995183782374604
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,20,10,1-6914,73,1,0,22,10.186306476593018,0.13953844488483585
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,3,23,1-8222,12,0,0,4,1.6702375411987305,0.13918646176656088
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,3,23,1-3176,3,0,0,1,0.4175593852996826,0.13918646176656088
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,17,8,1-5197,72,5,0,12,10.010712623596191,0.13903767532772487
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,1,2,1-5981,28,3,0,2,3.8351187705993652,0.1369685275214059
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,4,9,1-7467,64,5,0,9,8.758034467697144,0.13684428855776787
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,10,21,1-5508,38,1,0,10,5.175593852996826,0.13619983823675857
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,5,20,MLG06,18,2,0,1,2.4175593852996826,0.13430885473887125
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,6,16,MLG39,23,1,0,5,3.087796926498413,0.1342520402825397
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,17,8,1-0037,35,3,0,4,4.6702375411987305,0.13343535831996373
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,22,18,1-8988,29,3,0,2,3.8351187705993652,0.13224547484825397
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,17,8,1-17733,74,8,0,4,9.67023754119873,0.13067888569187475
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,18,18,1-4747,25,2,0,3,3.252678155899048,0.1301071262359619
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,15,22,1-9739,31,4,0,0,4.0,0.12903225806451613
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,11,17,1-8578,11,1,0,1,1.4175593852996826,0.12886903502724387
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,6,1,1-4855,22,2,0,2,2.8351187705993652,0.12886903502724387
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,6,16,1-9444,24,1,0,5,3.087796926498413,0.1286582052707672
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,5,12,1-9416,13,0,0,4,1.6702375411987305,0.1284798108614408
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,5,23,1-6035,23,0,0,7,2.9229156970977783,0.12708329117816428
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,7,13,MLG62,525,52,0,35,66.61457848548889,0.12688491140093122
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,17,8,1-9338,29,2,0,4,3.6702375411987305,0.12655991521374932
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,18,18,1-7744,37,3,0,4,4.6702375411987305,0.12622263624861435
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,11,3,1-0033,10,0,0,3,1.2526781558990479,0.1252678155899048
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,1,15,1-9576,10,0,0,3,1.2526781558990479,0.1252678155899048
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,4,6,1-7204,26,2,0,3,3.252678155899048,0.12510300599611723
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,13,4,1-1942,34,3,0,3,4.252678155899048,0.12507876929114847
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,4,19,1-9855,8,1,0,0,1.0,0.125
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,23,9,1-5531,8,1,0,0,1.0,0.125
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,15,22,1-9861,8,1,0,0,1.0,0.125
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,11,3,1-9237,38,3,0,4,4.6702375411987305,0.12290098792628239
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,8,11,1-9761,35,3,0,3,4.252678155899048,0.12150509016854423
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,12,7,1-9938,55,2,0,11,6.593153238296509,0.11987551342357289
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,2,6,1-1972,32,3,0,2,3.8351187705993652,0.11984746158123016
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,19,5,1-6240,698,46,0,88,82.74522590637207,0.11854616892030383
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,14,2,1-1935,12,1,0,1,1.4175593852996826,0.11812994877497356
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,14,2,1-18558,307,29,0,17,36.098509550094604,0.11758472166154595
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,19,5,1-8427,189,5,0,41,22.119934797286987,0.1170366920491375
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,12,7,1-8659,91,6,0,11,10.593153238296509,0.11640827734391768
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,17,8,1-9831,132,12,0,8,15.340475082397461,0.11621572032119289
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,2,6,MLG10,60,4,0,7,6.922915697097778,0.11538192828496298
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,22,20,1-13247,29,0,0,8,3.340475082397461,0.11518879594474003
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,17,8,1-8573,184,12,0,22,21.186306476593018,0.1151429699814838
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,5,1-10539,63,6,0,3,7.252678155899048,0.11512187549046107
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,2,6,1-9606,16,1,0,2,1.8351187705993652,0.11469492316246033
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,6,1-9452,16,1,0,2,1.8351187705993652,0.11469492316246033
