Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,16,9,1-9674,144,15,0,13,15.210011329501867,0.1056250786770963
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,7,11,1-18603,19,2,0,0,2.0,0.10526315789473684
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,14,13,1-19549,29,3,0,3,3.0484641529619694,0.10511945355041273
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,12,MLG14,232,24,0,23,24.371558506041765,0.10504982114673175
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,20,19,1-3141,136,14,0,17,14.274630200117826,0.10496051617733695
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,18,18,1-1850,30,3,0,8,3.1292377412319183,0.1043079247077306
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,11,18,1-2282,219,22,0,51,22.82389060035348,0.10421867854042685
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,13,1-0296,41,4,0,15,4.242320764809847,0.10347123816609383
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,11,18,1-9110,29,3,0,0,3.0,0.10344827586206896
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,16,9,1-8634,10,1,0,2,1.0323094353079796,0.10323094353079795
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,14,13,1-18935,30,3,0,4,3.064618870615959,0.1021539623538653
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,15,17,1-1836,20,2,0,2,2.0323094353079796,0.10161547176539898
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,6,5,1-7496,246,24,0,42,24.67849814146757,0.10031909813604704
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,1-6971,8,20,1-6971,10,1,0,0,1.0,0.1
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,9,6,1-8084,82,8,0,7,8.113083023577929,0.09894003687290157
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,6,5,1-1191,53,5,0,15,5.242320764809847,0.09891171254358201
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,11,18,1-8450,52,5,0,6,5.096928305923939,0.09801785203699882
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,2,3,1-7019,107,10,0,26,10.420022659003735,0.0973833893364835
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,19,12,1-7070,129,12,0,34,12.549260400235653,0.09728108837391979
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,5,16,1-4649,244,23,0,41,23.66234342381358,0.0969768173107114
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,19,12,1-9457,11,1,0,2,1.0323094353079796,0.09384631230072542
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,1,21,MLG13,140,12,0,68,13.098520800471306,0.09356086286050933
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,11,18,MLG55,92,8,0,35,8.565415117889643,0.0931023382379309
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,11,1-19547,66,6,0,6,6.096928305923939,0.09237770160490816
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,13,8,1-7770,11,1,0,1,1.0161547176539898,0.09237770160490816
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,16,9,1-9831,132,12,0,11,12.177701894193888,0.09225531738025672
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,2,3,MLG30,208,18,0,69,19.114675518125296,0.09189747845252547
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,17,15,1-9731,11,1,0,0,1.0,0.09090909090909091
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,18,19,1-9553,23,2,0,5,2.080773588269949,0.09046841688130212
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,11,1-8314,36,3,0,12,3.1938566118478775,0.0887182392179966
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,2,3,1-7213,23,2,0,2,2.0323094353079796,0.08836127979599911
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,16,9,1-1224,151,13,0,13,13.210011329501867,0.08748351873842296
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,2,3,1-6181,659,54,0,211,57.408645424991846,0.08711478820180857
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,15,17,1-8418,46,4,0,0,4.0,0.08695652173913043
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,15,17,1-7066,23,2,0,0,2.0,0.08695652173913043
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,13,17,1-8094,58,5,0,2,5.03230943530798,0.08676395578117206
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,5,16,1-3052,166,14,0,23,14.371558506041765,0.08657565365085401
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,2,8,1-8222,12,1,0,2,1.0323094353079796,0.08602578627566497
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,13,8,1-1935,12,1,0,2,1.0323094353079796,0.08602578627566497
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,1,21,1-8341,197,16,0,54,16.87235475331545,0.08564647082901243
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,1,21,1-18613,25,2,0,8,2.1292377412319183,0.08516950964927673
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,1,21,1-9650,25,2,0,8,2.1292377412319183,0.08516950964927673
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,2,3,1-9808,74,6,0,18,6.290784917771816,0.08501060699691644
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,20,19,1-7467,64,5,0,27,5.436177376657724,0.08494027151027694
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,21,1-18004,12,1,0,1,1.0161547176539898,0.08467955980449915
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,6,5,1-9055,12,1,0,1,1.0161547176539898,0.08467955980449915
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,3,14,1-10785,279,22,0,98,23.583162330091,0.08452746354871327
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,5,16,1-2573,37,3,0,7,3.1130830235779285,0.08413737901561968
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,11,18,1-2178,12,1,0,0,1.0,0.08333333333333333
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,3,14,1-7744,37,3,0,5,3.080773588269949,0.08326415103432294
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,19,12,1-2297,25,2,0,5,2.080773588269949,0.08323094353079796
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,14,13,1-0031,13,1,0,4,1.0646188706159592,0.08189375927815071
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,21,MLG32,52,4,0,12,4.1938566118478775,0.08065108868938226
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,3,14,1-9805,26,2,0,5,2.080773588269949,0.08002975339499804
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,19,15,1-9655,27,2,0,9,2.145392458885908,0.07945897995873734
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,19,12,1-4052,13,1,0,2,1.0323094353079796,0.07940841810061382
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,20,19,1-6561,65,5,0,8,5.129237741231918,0.07891134986510644
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,14,13,1-9286,81,6,0,13,6.210011329501867,0.0766668065370601
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,10,10,MLG10,60,4,0,37,4.597724553197622,0.0766287425532937
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,7,11,1-6980,128,9,0,49,9.7915811650455,0.07649672785191797
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,14,18,1-18994,28,2,0,7,2.1130830235779285,0.07546725084206887
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,8,20,MLG78,80,6,0,2,6.03230943530798,0.07540386794134975
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,19,12,1-8421,109,8,0,11,8.177701894193888,0.07502478802012741
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,7,11,1-9667,14,1,0,3,1.0484641529619694,0.07489029664014067
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,2,3,1-6878,167,11,0,90,12.453924588859081,0.07457439873568313
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,11,8,MLG43,14,1,0,2,1.0323094353079796,0.07373638823628426
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,8,10,1-11329,14,1,0,2,1.0323094353079796,0.07373638823628426
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,17,20,1-11206,14,1,0,1,1.0161547176539898,0.07258247983242784
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,8,18,1-5803,15,1,0,5,1.080773588269949,0.07205157255132993
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,11,18,1-5654,15,1,0,5,1.080773588269949,0.07205157255132993
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,1,21,1-6914,73,5,0,12,5.1938566118478775,0.0711487207102449
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,1,21,1-6734,44,3,0,8,3.1292377412319183,0.07111903957345268
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,3,14,1-9971,15,1,0,3,1.0484641529619694,0.06989761019746463
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,5,16,1-4531,94,6,0,34,6.549260400235653,0.06967298298123036
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,11,18,MLG65,201,13,0,54,13.872354753315449,0.06901669031500224
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,6,5,1-3534,279,18,0,53,18.85620003566146,0.06758494636437799
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,18,2,1-4088,30,2,0,0,2.0,0.06666666666666667
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,20,1,1-4682,16,1,0,3,1.0484641529619694,0.06552900956012309
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,20,19,1-9498,64,4,0,12,4.1938566118478775,0.06552900956012309
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,2,3,1-4634,48,3,0,7,3.1130830235779285,0.06485589632454018
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,10,11,1-17835,17,1,0,6,1.0969283059239388,0.06452519446611404
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,10,10,1-9606,16,1,0,2,1.0323094353079796,0.06451933970674872
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,20,19,1-9115,16,1,0,2,1.0323094353079796,0.06451933970674872
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,21,1-7058,80,5,0,7,5.1130830235779285,0.06391353779472411
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,9,6,1-2034,16,1,0,1,1.0161547176539898,0.06350966985337436
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,18,20,1-8705,48,3,0,3,3.0484641529619694,0.06350966985337436
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,5,16,1-3104,16,1,0,1,1.0161547176539898,0.06350966985337436
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,2,3,1-9887,36,2,0,15,2.242320764809847,0.062286687911384635
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,2,3,MLG02,320,18,0,114,19.841637812554836,0.06200511816423386
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,2,3,1-5744,18,1,0,7,1.1130830235779285,0.06183794575432936
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,16,9,1-8820,83,5,0,7,5.1130830235779285,0.06160340992262565
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,3,1-0292,99,5,0,58,5.936973623931408,0.0599694305447617
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,9,1-3639,17,1,0,1,1.0161547176539898,0.05977380692082293
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,20,19,1-0037,35,2,0,4,2.064618870615959,0.05898911058902741
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,16,9,1-5549,35,2,0,2,2.0323094353079796,0.05806598386594227
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,8,20,1-1570,142,8,0,12,8.193856611847878,0.057703215576393505
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,7,11,1-8659,91,5,0,15,5.242320764809847,0.0576079204924159
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,5,16,1-6006,57,3,0,15,3.242320764809847,0.056882820435260474
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,3,14,1-9651,38,2,0,10,2.161547176539898,0.056882820435260474
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,16,9,1-3312,36,2,0,1,2.01615471765399,0.056004297712610826
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,1,21,72-12171,19,1,0,3,1.0484641529619694,0.05518232384010365
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,1,21,1-19286,40,2,0,11,2.1777018941938877,0.054442547354847194
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,6,5,1-1015,155,8,0,20,8.323094353079796,0.053697382923095456
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,3,14,1-7863,351,17,0,94,18.51854345947504,0.05275938307542746
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,1,21,1-9436,21,1,0,6,1.0969283059239388,0.05223468123447327
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,9,20,1-8646,20,1,0,2,1.0323094353079796,0.051615471765398976
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,1,21,1-4855,22,1,0,8,1.1292377412319183,0.05132898823781447
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,10,1-7182,22,1,0,5,1.080773588269949,0.04912607219408859
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,14,13,1-8488,23,1,0,8,1.1292377412319183,0.049097293097039925
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,8,MLG62,525,19,0,382,25.1711021438241,0.047944956464426855
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,18,14,1-7991,46,2,0,12,2.1938566118478775,0.04769253504017125
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,14,1-18487,23,1,0,5,1.080773588269949,0.04699015601173691
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,9,1-1769,89,4,0,11,4.177701894193888,0.04694047072127964
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,6,5,1-7004,381,17,0,53,17.85620003566146,0.046866666760266296
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,10,10,72-12387,71,3,0,18,3.2907849177718163,0.04634908334889882
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,12,1,1-0358,22,1,0,1,1.0161547176539898,0.04618885080245408
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,12,1,1-18409,22,1,0,1,1.0161547176539898,0.04618885080245408
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,21,1-1183,45,2,0,2,2.0323094353079796,0.04516243189573288
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,11,18,MLG15,105,4,0,44,4.710807576775551,0.044864834064529055
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,1,1-1989,46,2,0,3,2.0484641529619694,0.04453182941221673
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,1,1-7839,24,1,0,4,1.0646188706159592,0.0443591196089983
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,1,MLG57,629,24,0,176,26.843230307102203,0.0426760418236919
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,15,17,1-18423,47,2,0,0,2.0,0.0425531914893617
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,3,14,1-7441,111,4,0,43,4.694652859121561,0.04229416990199605
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,18,17,1-7204,26,1,0,6,1.0969283059239388,0.0421895502278438
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,7,11,1-5167,24,1,0,0,1.0,0.041666666666666664
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,17,15,1-10038,76,3,0,10,3.161547176539898,0.04159930495447234
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,1,21,1-3087,26,1,0,5,1.080773588269949,0.04156821493345957
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,9,6,1-8544,54,2,0,14,2.226166047155857,0.04122529716955291
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,2,3,1-9902,30,1,0,14,1.226166047155857,0.0408722015718619
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,19,12,MLG08,107,4,0,12,4.1938566118478775,0.03919492160605493
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,13,MLG63,380,14,0,54,14.872354753315449,0.0391377756666196
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,14,13,1-5877,79,3,0,5,3.080773588269949,0.03899713402873353
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,7,11,1-7752,29,1,0,8,1.1292377412319183,0.038939232456273044
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,20,19,P-16616,28,1,0,4,1.0646188706159592,0.038022102521998544
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,1,21,MLG07,90,2,0,87,3.405460435897112,0.037838449287745685
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,8,20,1-8398,54,2,0,2,2.0323094353079796,0.03763535991311073
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,6,5,1-4700,31,1,0,10,1.161547176539898,0.03746926375935154
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,6,5,1-9996,28,1,0,1,1.0161547176539898,0.03629123991621392
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,11,18,1-8400,33,1,0,12,1.1938566118478775,0.03617747308629932
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,3,14,MLG53,91,3,0,17,3.2746302001178265,0.03598494725404205
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,1,21,1-9504,30,1,0,4,1.0646188706159592,0.03548729568719864
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,5,16,1-1942,34,1,0,12,1.1938566118478775,0.03511342976023169
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,1,21,1-8127,32,1,0,6,1.0969283059239388,0.034279009560123086
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,5,16,1-8910,137,4,0,42,4.678498141467571,0.034149621470566216
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,16,9,1-2294,75,2,0,33,2.533105682581663,0.033774742434422175
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,6,5,1-8767,48,1,0,38,1.613879270851612,0.03362248480940858
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,12,1,1-1972,32,1,0,3,1.0484641529619694,0.03276450478006154
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,5,16,1-7874,258,8,0,28,8.452332094311714,0.03276097710973533
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,7,11,1-3106,34,1,0,7,1.1130830235779285,0.032737735987586135
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,17,15,1-0405,64,2,0,5,2.080773588269949,0.03251208731671795
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,20,19,MLG64,245,7,0,49,7.7915811650455,0.03180237210222653
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,12,1,1-4020,37,1,0,10,1.161547176539898,0.031393166933510755
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,5,16,1-7481,33,1,0,2,1.0323094353079796,0.031282104100241806
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,11,18,1-2596,35,1,0,4,1.0646188706159592,0.030417682017598834
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,2,3,1-18234,43,1,0,17,1.2746302001178265,0.029642562793437823
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,1,21,1-7845,36,1,0,4,1.0646188706159592,0.029572746405998867
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,10,14,1-8928,39,1,0,9,1.1453924588859081,0.02936903740733098
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,5,16,1-7614,72,2,0,5,2.080773588269949,0.028899633170415957
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,3,14,1-8401,57,0,0,100,1.6154717653989792,0.028341609919280336
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,12,1,1-3083,78,2,0,13,2.2100113295018673,0.028333478583357274
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,1,21,MLG48,159,4,0,31,4.5007962472736835,0.028306894636941405
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,18,19,1-3564,41,1,0,9,1.1453924588859081,0.02793640143624166
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,12,1,1-19448,45,1,0,14,1.226166047155857,0.027248134381241268
