Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
277,277,277,277,277,1-4051,6,14,1-4051,5,0,0,2,0.8539871573448181,0.17079743146896362
284,284,284,284,284,1-4136,4,8,1-4136,5,0,0,2,0.8539871573448181,0.17079743146896362
104,104,104,104,104,1-8267,9,6,1-8267,133,8,0,34,22.517781674861908,0.16930662913430006
106,106,106,106,106,MLG69,19,13,MLG69,576,55,0,99,97.2723642885685,0.1688756324454314
430,430,430,430,430,1-3141,13,18,1-3141,136,7,0,37,22.798762410879135,0.16763795890352307
118,118,118,118,118,1-6543,10,15,1-6543,12,2,0,0,2.0,0.16666666666666666
144,144,144,144,144,1-7744,4,8,1-7744,37,1,0,12,6.123922944068909,0.16551143092078133
188,188,188,188,188,1-20167,3,10,1-20167,56,2,0,17,9.258890837430954,0.1653373363826956
289,289,289,289,289,1-1592,20,23,1-1592,32,4,0,3,5.280980736017227,0.16503064800053835
160,160,160,160,160,1-19813,11,2,1-19813,20,2,0,3,3.280980736017227,0.16404903680086136
332,332,332,332,332,MLG78,19,13,MLG78,80,10,0,7,12.988955050706863,0.1623619381338358
202,202,202,202,202,1-8988,15,7,1-8988,29,3,0,4,4.707974314689636,0.16234394188584952
124,124,124,124,124,1-8427,22,12,1-8427,189,5,0,60,30.619614720344543,0.16200854349388646
129,129,129,129,129,1-2573,23,16,1-2573,37,3,0,7,5.988955050706863,0.1618636500191044
141,141,141,141,141,MLG45,8,22,MLG45,70,7,0,10,11.26993578672409,0.160999082667487
396,396,396,396,396,1-9963,13,18,1-9963,116,5,0,32,18.66379451751709,0.1608947803234232
191,191,191,191,191,1-8328,23,16,1-8328,114,8,0,24,18.247845888137817,0.16006882358015628
272,272,272,272,272,1-1570,13,18,1-1570,142,9,0,32,22.66379451751709,0.1596041867430781
361,361,361,361,361,1-0008,4,8,1-0008,230,8,0,67,36.60856977105141,0.15916769465674524
145,145,145,145,145,MLG06,23,16,MLG06,18,2,0,2,2.853987157344818,0.15855484207471213
500,500,500,500,500,1-0292,4,8,1-0292,99,2,0,32,15.66379451751709,0.15822014664158676
51,51,51,51,51,1-9925,12,9,1-9925,93,13,0,4,14.707974314689636,0.15815026144827565
408,408,408,408,408,MLG53,7,17,MLG53,91,13,0,3,14.280980736017227,0.15693385424194756
241,241,241,241,241,1-19448,8,22,1-19448,45,4,0,7,6.988955050706863,0.1553101122379303
234,234,234,234,234,MLG29,3,10,MLG29,164,16,0,22,25.393858730793,0.15484060201703048
269,269,269,269,269,1-7839,22,12,1-7839,24,2,0,4,3.7079743146896362,0.15449892977873483
505,505,505,505,505,1-4747,2,20,1-4747,25,3,0,2,3.853987157344818,0.15415948629379272
383,383,383,383,383,1-8551,23,16,1-8551,38,2,0,9,5.8429422080516815,0.15376163705399162
76,76,76,76,76,1-8541,9,6,1-8541,232,4,0,74,35.59752482175827,0.15343760699033737
489,489,489,489,489,1-9578,23,16,1-9578,42,3,0,8,6.4159486293792725,0.15276068165188744
491,491,491,491,491,MLG09,13,18,MLG09,125,2,0,40,19.079743146896362,0.1526379451751709
370,370,370,370,370,MLG62,21,5,MLG62,525,38,0,98,79.84537070989609,0.15208642039980208
201,201,201,201,201,1-9902,14,3,1-9902,30,2,0,6,4.561961472034454,0.15206538240114847
532,532,532,532,532,1-19447,22,12,1-19447,15,1,0,3,2.280980736017227,0.15206538240114847
190,190,190,190,190,1-2382,18,21,1-2382,139,19,0,5,21.134967893362045,0.15205012872922335
424,424,424,424,424,1-4700,21,5,1-4700,31,3,0,4,4.707974314689636,0.15187013918353665
493,493,493,493,493,1-1836,18,21,1-1836,20,3,0,0,3.0,0.15
101,101,101,101,101,1-9892,23,16,1-9892,22,2,0,3,3.280980736017227,0.14913548800078305
303,303,303,303,303,1-8157,12,9,1-8157,75,9,0,5,11.134967893362045,0.1484662385781606
154,154,154,154,154,1-18994,2,20,1-18994,28,2,0,5,4.134967893362045,0.1476774247629302
385,385,385,385,385,1-6974,7,17,1-6974,207,27,0,8,30.415948629379272,0.14693694990038295
448,448,448,448,448,1-3106,3,10,1-3106,34,2,0,7,4.988955050706863,0.14673397207961364
139,139,139,139,139,1-7863,13,18,1-7863,351,13,0,90,51.429422080516815,0.14652257002996244
239,239,239,239,239,1-7042,7,17,1-7042,117,9,0,19,17.112877994775772,0.14626391448526302
335,335,335,335,335,1-8910,20,23,1-8910,137,5,0,35,19.944775253534317,0.14558230112068846
187,187,187,187,187,1-7321,18,21,1-7321,7,1,0,0,1.0,0.14285714285714285
264,264,264,264,264,P-0009,19,13,P-0009,7,1,0,0,1.0,0.14285714285714285
367,367,367,367,367,1-8544,18,21,1-8544,54,6,0,4,7.707974314689636,0.14274026508684512
420,420,420,420,420,1-8172,2,20,1-8172,40,4,0,4,5.707974314689636,0.14269935786724092
274,274,274,274,274,1-0033,10,15,1-0033,10,1,0,1,1.426993578672409,0.14269935786724092
156,156,156,156,156,1-8634,1,24,1-8634,10,1,0,1,1.426993578672409,0.14269935786724092
240,240,240,240,240,MLG33,19,13,MLG33,20,2,0,2,2.853987157344818,0.14269935786724092
278,278,278,278,278,1-10762,22,12,1-10762,6,0,0,2,0.8539871573448181,0.142331192890803
543,543,543,543,543,1-5803,2,20,1-5803,15,0,0,5,2.1349678933620453,0.142331192890803
525,525,525,525,525,1-3175,2,20,1-3175,6,0,0,2,0.8539871573448181,0.142331192890803
74,74,74,74,74,1-8124,8,22,1-8124,18,0,0,6,2.5619614720344543,0.142331192890803
99,99,99,99,99,1-5775,17,4,1-5775,244,9,0,58,33.765627562999725,0.13838371952049067
12,12,12,12,12,MLG84,16,11,MLG84,63,7,0,4,8.707974314689636,0.1382218145188831
336,336,336,336,336,1-1827,19,13,1-1827,24,2,0,3,3.280980736017227,0.13670753066738447
290,290,290,290,290,1-8341,20,23,1-8341,197,20,0,16,26.831897258758545,0.13620252415613474
423,423,423,423,423,1-7122,22,12,1-7122,197,4,0,53,26.63065966963768,0.1351810135514603
136,136,136,136,136,1-9549,1,24,1-9549,18,2,0,1,2.426993578672409,0.1348329765929116
398,398,398,398,398,1-0303,2,20,1-0303,212,13,0,36,28.371768832206726,0.13382909826512607
78,78,78,78,78,1-4088,6,14,1-4088,30,4,0,0,4.0,0.13333333333333333
185,185,185,185,185,1-8906,11,2,1-8906,15,2,0,0,2.0,0.13333333333333333
58,58,58,58,58,1-17733,5,1,1-17733,74,9,0,2,9.853987157344818,0.13316198861276782
65,65,65,65,65,1-8659,10,15,1-8659,91,4,0,19,12.112877994775772,0.13310854939314035
173,173,173,173,173,1-9588,6,14,1-9588,14,1,0,2,1.8539871573448181,0.13242765409605844
162,162,162,162,162,1-8067,5,1,1-8067,322,8,0,80,42.159486293792725,0.1309300816577414
219,219,219,219,219,1-5653,5,1,1-5653,11,1,0,1,1.426993578672409,0.129726688970219
509,509,509,509,509,1-18935,20,23,1-18935,30,3,0,2,3.853987157344818,0.1284662385781606
167,167,167,167,167,1-4929,4,8,1-4929,10,0,0,3,1.2809807360172272,0.1280980736017227
121,121,121,121,121,1-7070,2,20,1-7070,129,3,0,31,16.23680093884468,0.1258666739445324
44,44,44,44,44,1-5214,1,24,1-5214,40,5,0,0,5.0,0.125
523,523,523,523,523,1-9861,10,15,1-9861,8,1,0,0,1.0,0.125
238,238,238,238,238,1-9855,2,20,1-9855,8,1,0,0,1.0,0.125
472,472,472,472,472,1-9518,4,8,1-9518,22,1,0,4,2.7079743146896362,0.12308974157680165
521,521,521,521,521,1-19549,8,22,1-19549,29,1,0,6,3.5619614720344543,0.12282625765636049
372,372,372,372,372,1-6916,11,2,1-6916,43,4,0,3,5.280980736017227,0.12281350548877272
397,397,397,397,397,1-9808,1,24,1-9808,74,8,0,2,8.853987157344818,0.1196484750992543
318,318,318,318,318,1-2324,2,20,1-2324,25,0,0,7,2.9889550507068634,0.11955820202827454
304,304,304,304,304,1-19004,10,15,1-19004,60,5,0,5,7.134967893362045,0.11891613155603409
113,113,113,113,113,1-4499,8,22,1-4499,12,1,0,1,1.426993578672409,0.11891613155603409
88,88,88,88,88,1-5626,20,23,1-5626,125,14,0,2,14.853987157344818,0.11883189725875855
93,93,93,93,93,1-20003,3,10,1-20003,21,2,0,1,2.426993578672409,0.11557112279392424
401,401,401,401,401,1-7204,18,21,1-7204,26,3,0,0,3.0,0.11538461538461539
411,411,411,411,411,MLG15,1,24,MLG15,105,4,0,19,12.112877994775772,0.11536074280738831
482,482,482,482,482,1-4390,2,20,1-4390,45,0,0,12,5.123922944068909,0.11386495431264242
431,431,431,431,431,1-7614,9,6,1-7614,72,3,0,12,8.123922944068909,0.11283226311206818
200,200,200,200,200,1-4634,3,10,1-4634,48,2,0,8,5.4159486293792725,0.11283226311206818
109,109,109,109,109,1-9768,17,4,1-9768,241,7,0,47,27.068698197603226,0.112318249782586
62,62,62,62,62,1-9818,3,10,1-9818,28,1,0,5,3.1349678933620453,0.11196313904864448
55,55,55,55,55,1-8095,2,20,1-8095,46,3,0,5,5.134967893362045,0.11162973681221837
63,63,63,63,63,1-7066,3,10,1-7066,23,0,0,6,2.5619614720344543,0.11138962921888931
371,371,371,371,371,1-1580,6,14,1-1580,400,29,0,36,44.371768832206726,0.11092942208051682
376,376,376,376,376,1-7874,13,18,1-7874,258,3,0,60,28.619614720344543,0.11092873922614165
50,50,50,50,50,1-8174,2,20,1-8174,45,2,0,7,4.988955050706863,0.11086566779348585
215,215,215,215,215,1-19839,3,10,1-19839,13,1,0,1,1.426993578672409,0.10976873682095455
69,69,69,69,69,1-18498,18,21,1-18498,13,1,0,1,1.426993578672409,0.10976873682095455
299,299,299,299,299,MLG54,16,11,MLG54,595,28,0,87,65.14844134449959,0.10949317873025141
504,504,504,504,504,1-5425,5,1,1-5425,17,1,0,2,1.8539871573448181,0.10905806807910695
419,419,419,419,419,1-6692,17,4,1-6692,71,3,0,11,7.6969293653965,0.10840745585065492
445,445,445,445,445,1-6538,17,4,1-6538,44,3,0,4,4.707974314689636,0.10699941624294627
502,502,502,502,502,1-20012,2,20,1-20012,12,0,0,3,1.2809807360172272,0.10674839466810226
511,511,511,511,511,1-9697,1,24,1-9697,20,0,0,5,2.1349678933620453,0.10674839466810226
166,166,166,166,166,MLG40,1,24,MLG40,51,5,0,1,5.426993578672409,0.10641163879749822
368,368,368,368,368,1-5197,5,1,1-5197,72,7,0,1,7.426993578672409,0.10315268859267235
343,343,343,343,343,1-4319,5,1,1-4319,163,12,0,11,16.6969293653965,0.10243514948096012
390,390,390,390,390,MLG64,8,22,MLG64,245,8,0,40,25.079743146896362,0.10236629855876066
354,354,354,354,354,1-9417,5,1,1-9417,76,6,0,4,7.707974314689636,0.10142071466696889
159,159,159,159,159,1-10696,17,4,1-10696,24,2,0,1,2.426993578672409,0.10112473244468372
513,513,513,513,513,1-8094,19,13,1-8094,58,5,0,2,5.853987157344818,0.10093081305766928
57,57,57,57,57,1-1224,1,24,1-1224,151,13,0,5,15.134967893362045,0.10023157545272877
110,110,110,110,110,72-18936,9,6,72-18936,20,2,0,0,2.0,0.1
487,487,487,487,487,1-6900,14,3,1-6900,67,2,0,11,6.6969293653965,0.09995416963278357
452,452,452,452,452,1-8529,17,4,1-8529,56,0,0,13,5.550916522741318,0.09912350933466639
72,72,72,72,72,1-9614,3,10,1-9614,30,2,0,2,2.853987157344818,0.09513290524482727
439,439,439,439,439,MLG72,17,4,MLG72,9,0,0,2,0.8539871573448181,0.09488746192720202
84,84,84,84,84,1-18714,11,2,1-18714,32,3,0,0,3.0,0.09375
467,467,467,467,467,1-13247,1,24,1-13247,29,1,0,4,2.7079743146896362,0.09337842464447021
263,263,263,263,263,1-6927,5,1,1-6927,179,9,0,18,16.685884416103363,0.09321723137487913
174,174,174,174,174,MLG38,1,24,MLG38,77,5,0,5,7.134967893362045,0.09266192069301357
495,495,495,495,495,MLG08,19,13,MLG08,107,6,0,9,9.842942208051682,0.09199011409394095
338,338,338,338,338,1-6296,1,24,1-6296,254,21,0,5,23.134967893362045,0.0910825507612679
117,117,117,117,117,1-0358,1,24,1-0358,22,2,0,0,2.0,0.09090909090909091
534,534,534,534,534,1-9457,5,1,1-9457,11,1,0,0,1.0,0.09090909090909091
108,108,108,108,108,1-9731,16,11,1-9731,11,1,0,0,1.0,0.09090909090909091
457,457,457,457,457,1-8503,1,24,1-8503,16,1,0,1,1.426993578672409,0.08918709866702557
169,169,169,169,169,1-9606,6,14,1-9606,16,1,0,1,1.426993578672409,0.08918709866702557
455,455,455,455,455,1-17790,10,15,1-17790,5,0,0,1,0.42699357867240906,0.08539871573448181
220,220,220,220,220,MLG73,4,8,MLG73,10,0,0,2,0.8539871573448181,0.08539871573448181
287,287,287,287,287,1-9836,4,8,1-9836,5,0,0,1,0.42699357867240906,0.08539871573448181
254,254,254,254,254,1-8379,2,20,1-8379,5,0,0,1,0.42699357867240906,0.08539871573448181
98,98,98,98,98,1-8127,8,22,1-8127,32,1,0,4,2.7079743146896362,0.08462419733405113
132,132,132,132,132,1-9110,16,11,1-9110,29,2,0,1,2.426993578672409,0.08368943374732445
111,111,111,111,111,1-19897,15,7,1-19897,53,4,0,1,4.426993578672409,0.0835281807296681
460,460,460,460,460,1-7993,18,21,1-7993,24,2,0,0,2.0,0.08333333333333333
217,217,217,217,217,1-9630,13,18,1-9630,33,1,0,4,2.7079743146896362,0.08205982771786777
210,210,210,210,210,1-7842,1,24,1-7842,21,0,0,4,1.7079743146896362,0.08133211022331602
405,405,405,405,405,1-3104,2,20,1-3104,16,0,0,3,1.2809807360172272,0.0800612960010767
402,402,402,402,402,1-5744,12,9,1-5744,18,1,0,1,1.426993578672409,0.07927742103735606
437,437,437,437,437,1-6980,21,5,1-6980,128,7,0,7,9.988955050706863,0.07803871133364737
458,458,458,458,458,1-7182,2,20,1-7182,22,0,0,4,1.7079743146896362,0.0776351961222562
64,64,64,64,64,1-9674,5,1,1-9674,144,9,0,5,11.134967893362045,0.07732616592612532
146,146,146,146,146,1-7453,9,6,1-7453,13,1,0,0,1.0,0.07692307692307693
329,329,329,329,329,1-1317,5,1,1-1317,414,25,0,15,31.404903680086136,0.07585725526590854
25,25,25,25,25,1-9607,1,24,1-9607,19,1,0,1,1.426993578672409,0.07510492519328468
296,296,296,296,296,1-9404,5,1,1-9404,100,4,0,8,7.4159486293792725,0.07415948629379272
59,59,59,59,59,1-9331,3,10,1-9331,25,1,0,2,1.8539871573448181,0.07415948629379272
151,151,151,151,151,1-9870,7,17,1-9870,27,2,0,0,2.0,0.07407407407407407
61,61,61,61,61,1-7341,20,23,1-7341,110,8,0,0,8.0,0.07272727272727272
432,432,432,432,432,1-6914,20,23,1-6914,73,4,0,3,5.280980736017227,0.07234220186324969
271,271,271,271,271,1-7897,2,20,1-7897,95,3,0,9,6.8429422080516815,0.07203097061107033
421,421,421,421,421,1-8398,13,18,1-8398,54,3,0,2,3.853987157344818,0.07137013254342256
348,348,348,348,348,1-17758,1,24,1-17758,40,2,0,2,2.853987157344818,0.07134967893362046
288,288,288,288,288,1-8590,13,18,1-8590,24,0,0,4,1.7079743146896362,0.0711655964454015
549,549,549,549,549,1-4842,2,20,1-4842,6,0,0,1,0.42699357867240906,0.0711655964454015
358,358,358,358,358,1-9831,5,1,1-9831,132,4,0,12,9.123922944068909,0.0691206283641584
471,471,471,471,471,1-9794,17,4,1-9794,46,1,0,5,3.1349678933620453,0.06815147594265315
261,261,261,261,261,1-1942,1,24,1-1942,34,1,0,3,2.280980736017227,0.06708766870638903
433,433,433,433,433,1-5654,20,23,1-5654,15,1,0,0,1.0,0.06666666666666667
341,341,341,341,341,1-0031,6,14,1-0031,13,0,0,2,0.8539871573448181,0.06569131979575524
197,197,197,197,197,1-8646,3,10,1-8646,20,0,0,3,1.2809807360172272,0.06404903680086135
86,86,86,86,86,1-9345,2,20,1-9345,47,0,0,7,2.9889550507068634,0.06359478831291199
506,506,506,506,506,1-6227,11,2,1-6227,52,2,0,3,3.280980736017227,0.06309578338494667
94,94,94,94,94,1-3083,20,23,1-3083,78,4,0,2,4.853987157344818,0.06223060458134382
34,34,34,34,34,1-6642,6,14,1-6642,36,0,0,5,2.1349678933620453,0.059304663704501256
486,486,486,486,486,1-8678,1,24,1-8678,17,1,0,0,1.0,0.058823529411764705
66,66,66,66,66,1-7536,7,17,1-7536,17,1,0,0,1.0,0.058823529411764705
148,148,148,148,148,1-0001,15,7,1-0001,17,1,0,0,1.0,0.058823529411764705
31,31,31,31,31,1-8938,3,10,1-8938,30,0,0,4,1.7079743146896362,0.05693247715632121
126,126,126,126,126,1-8488,6,14,1-8488,23,0,0,3,1.2809807360172272,0.05569481460944466
172,172,172,172,172,1-8573,5,1,1-8573,184,4,0,14,9.977910101413727,0.05422777229029199
45,45,45,45,45,1-9444,2,20,1-9444,24,0,0,3,1.2809807360172272,0.05337419733405113
451,451,451,451,451,1-4098,20,23,1-4098,16,0,0,2,0.8539871573448181,0.05337419733405113
557,557,557,557,557,1-9806,1,24,1-9806,8,0,0,1,0.42699357867240906,0.05337419733405113
17,17,17,17,17,1-18603,17,4,1-18603,19,1,0,0,1.0,0.05263157894736842
56,56,56,56,56,1-5877,7,17,1-5877,79,2,0,5,4.134967893362045,0.05234136573876007
324,324,324,324,324,1-6734,1,24,1-6734,44,1,0,3,2.280980736017227,0.0518404712731188
400,400,400,400,400,1-18709,1,24,1-18709,33,0,0,4,1.7079743146896362,0.05175679741483746
30,30,30,30,30,1-8418,1,24,1-8418,46,1,0,3,2.280980736017227,0.049586537739504936
182,182,182,182,182,1-7752,6,14,1-7752,29,1,0,1,1.426993578672409,0.0492066751266348
97,97,97,97,97,1-9237,21,5,1-9237,38,1,0,2,1.8539871573448181,0.048789135719600474
497,497,497,497,497,1-8493,5,1,1-8493,38,1,0,2,1.8539871573448181,0.048789135719600474
54,54,54,54,54,1-8125,16,11,1-8125,21,1,0,0,1.0,0.047619047619047616
47,47,47,47,47,1-19547,1,24,1-19547,66,2,0,2,2.853987157344818,0.04324222965673967
103,103,103,103,103,1-8820,5,1,1-8820,83,1,0,6,3.5619614720344543,0.042915198458246435
538,538,538,538,538,1-9576,4,8,1-9576,10,0,0,1,0.42699357867240906,0.042699357867240904
102,102,102,102,102,1-3564,2,20,1-3564,41,0,0,4,1.7079743146896362,0.04165791011438137
373,373,373,373,373,1-6918,8,22,1-6918,43,0,0,4,1.7079743146896362,0.03972033289975898
515,515,515,515,515,1-6531,15,7,1-6531,27,1,0,0,1.0,0.037037037037037035
49,49,49,49,49,1-2178,3,10,1-2178,12,0,0,1,0.42699357867240906,0.03558279822270075
36,36,36,36,36,1-2714,6,14,1-2714,61,0,0,5,2.1349678933620453,0.03499947366167287
16,16,16,16,16,1-9955,11,2,1-9955,60,2,0,0,2.0,0.03333333333333333
548,548,548,548,548,1-3087,1,24,1-3087,26,0,0,2,0.8539871573448181,0.03284565989787762
79,79,79,79,79,1-9739,11,2,1-9739,31,1,0,0,1.0,0.03225806451612903
514,514,514,514,514,1-11206,1,24,1-11206,14,0,0,1,0.42699357867240906,0.030499541333743503
374,374,374,374,374,1-6919,3,10,1-6919,43,0,0,3,1.2809807360172272,0.029790249674819236
195,195,195,195,195,1-2670,2,20,1-2670,104,0,0,7,2.9889550507068634,0.028739952410642918
70,70,70,70,70,1-2584,9,6,1-2584,36,1,0,0,1.0,0.027777777777777776
23,23,23,23,23,1-2025,12,9,1-2025,41,1,0,0,1.0,0.024390243902439025
163,163,163,163,163,1-9137,1,24,1-9137,111,0,0,6,2.5619614720344543,0.023080733982292382
528,528,528,528,528,1-6718,1,24,1-6718,20,0,0,1,0.42699357867240906,0.021349678933620452
165,165,165,165,165,1-7721,10,15,1-7721,20,0,0,1,0.42699357867240906,0.021349678933620452
199,199,199,199,199,MLG39,1,24,MLG39,23,0,0,1,0.42699357867240906,0.01856493820314822
43,43,43,43,43,1-8705,1,24,1-8705,48,0,0,2,0.8539871573448181,0.017791399111350376
226,226,226,226,226,1-9996,13,18,1-9996,28,0,0,1,0.42699357867240906,0.015249770666871752
524,524,524,524,524,1-9338,11,2,1-9338,29,0,0,1,0.42699357867240906,0.01472391650594514
196,196,196,196,196,1-9646,3,10,1-9646,105,1,0,1,1.426993578672409,0.013590415034975325
5,5,5,5,5,1-5549,5,1,1-5549,35,0,0,1,0.42699357867240906,0.012199816533497401
300,300,300,300,300,1-4020,1,24,1-4020,37,0,0,1,0.42699357867240906,0.011540366991146191
308,308,308,308,308,1-6743,5,1,1-6743,58,0,0,1,0.42699357867240906,0.00736195825297257
52,52,52,52,52,72-12387,7,17,72-12387,71,0,0,1,0.42699357867240906,0.006013994065808578
158,158,158,158,158,1-7599,19,13,1-7599,3,0,0,0,0.0,0.0
323,323,323,323,323,1-3647,12,9,1-3647,5,0,0,0,0.0,0.0
77,77,77,77,77,1-2153,15,7,1-2153,13,0,0,0,0.0,0.0
317,317,317,317,317,1-10978,14,3,1-10978,1,0,0,0,0.0,0.0
325,325,325,325,325,1-19924,12,9,1-19924,1,0,0,0,0.0,0.0
15,15,15,15,15,1-8093,5,1,1-8093,4,0,0,0,0.0,0.0
175,175,175,175,175,1-4910,12,9,1-4910,4,0,0,0,0.0,0.0
29,29,29,29,29,1-18735,7,17,1-18735,27,0,0,0,0.0,0.0
115,115,115,115,115,1-3178,8,22,1-3178,6,0,0,0,0.0,0.0
75,75,75,75,75,1-8401,11,2,1-8401,57,0,0,0,0.0,0.0
6,6,6,6,6,1-8021,10,15,1-8021,58,0,0,0,0.0,0.0
564,564,564,564,564,1-9034,1,24,1-9034,3,0,0,0,0.0,0.0
60,60,60,60,60,1-18202,18,21,1-18202,23,0,0,0,0.0,0.0
127,127,127,127,127,1-9643,1,24,1-9643,8,0,0,0,0.0,0.0
120,120,120,120,120,1-10232,21,5,1-10232,5,0,0,0,0.0,0.0
119,119,119,119,119,1-5929,16,11,1-5929,4,0,0,0,0.0,0.0
556,556,556,556,556,1-10951,7,17,1-10951,1,0,0,0,0.0,0.0
555,555,555,555,555,1-3646,16,11,1-3646,7,0,0,0,0.0,0.0
134,134,134,134,134,1-9465,19,13,1-9465,18,0,0,0,0.0,0.0
333,333,333,333,333,1-11329,1,24,1-11329,14,0,0,0,0.0,0.0
135,135,135,135,135,1-9712,11,2,1-9712,10,0,0,0,0.0,0.0
551,551,551,551,551,1-9838,1,24,1-9838,3,0,0,0,0.0,0.0
7,7,7,7,7,1-8767,11,2,1-8767,48,0,0,0,0.0,0.0
369,369,369,369,369,1-6594,2,20,1-6594,70,0,0,0,0.0,0.0
546,546,546,546,546,1-7527,21,5,1-7527,1,0,0,0,0.0,0.0
9,9,9,9,9,1-8020,14,3,1-8020,56,0,0,0,0.0,0.0
116,116,116,116,116,1-20047,2,20,1-20047,20,0,0,0,0.0,0.0
177,177,177,177,177,1-10948,12,9,1-10948,2,0,0,0,0.0,0.0
18,18,18,18,18,1-3521,14,3,1-3521,22,0,0,0,0.0,0.0
178,178,178,178,178,1-7525,7,17,1-7525,6,0,0,0,0.0,0.0
32,32,32,32,32,1-0022,18,21,1-0022,18,0,0,0,0.0,0.0
211,211,211,211,211,1-5406,11,2,1-5406,10,0,0,0,0.0,0.0
492,492,492,492,492,1-6028,8,22,1-6028,2,0,0,0,0.0,0.0
212,212,212,212,212,1-10922,16,11,1-10922,1,0,0,0,0.0,0.0
490,490,490,490,490,1-3551,5,1,1-3551,6,0,0,0,0.0,0.0
38,38,38,38,38,1-2104,18,21,1-2104,36,0,0,0,0.0,0.0
262,262,262,262,262,1-8623,12,9,1-8623,5,0,0,0,0.0,0.0
35,35,35,35,35,1-2869,12,9,1-2869,9,0,0,0,0.0,0.0
107,107,107,107,107,1-6971,20,23,1-6971,10,0,0,0,0.0,0.0
265,265,265,265,265,1-11330,1,24,1-11330,14,0,0,0,0.0,0.0
252,252,252,252,252,1-21195,19,13,1-21195,1,0,0,0,0.0,0.0
229,229,229,229,229,1-4361,10,15,1-4361,10,0,0,0,0.0,0.0
100,100,100,100,100,1-19598,12,9,1-19598,11,0,0,0,0.0,0.0
249,249,249,249,249,1-6931,14,3,1-6931,1,0,0,0,0.0,0.0
235,235,235,235,235,1-8113,16,11,1-8113,9,0,0,0,0.0,0.0
26,26,26,26,26,1-9907,14,3,1-9907,17,0,0,0,0.0,0.0
242,242,242,242,242,1-20791,20,23,1-20791,13,0,0,0,0.0,0.0
449,449,449,449,449,1-1935,4,8,1-1935,12,0,0,0,0.0,0.0
496,496,496,496,496,1-3176,1,24,1-3176,3,0,0,0,0.0,0.0
112,112,112,112,112,1-10698,12,9,1-10698,6,0,0,0,0.0,0.0
194,194,194,194,194,1-9253,14,3,1-9253,24,0,0,0,0.0,0.0
82,82,82,82,82,1-17645,11,2,1-17645,9,0,0,0,0.0,0.0
181,181,181,181,181,1-8641,18,21,1-8641,30,0,0,0,0.0,0.0
28,28,28,28,28,1-10071,3,10,1-10071,30,0,0,0,0.0,0.0
19,19,19,19,19,1-2596,5,1,1-2596,35,0,0,0,0.0,0.0
186,186,186,186,186,72-11994,9,6,72-11994,8,0,0,0,0.0,0.0
297,297,297,297,297,1-8352,14,3,1-8352,1,0,0,0,0.0,0.0
512,512,512,512,512,1-3033,1,24,1-3033,7,0,0,0,0.0,0.0
20,20,20,20,20,1-5167,9,6,1-5167,24,0,0,0,0.0,0.0
275,275,275,275,275,1-3216,15,7,1-3216,5,0,0,0,0.0,0.0
508,508,508,508,508,1-8532,7,17,1-8532,4,0,0,0,0.0,0.0
295,295,295,295,295,1-3639,5,1,1-3639,17,0,0,0,0.0,0.0
503,503,503,503,503,1-9076,1,24,1-9076,9,0,0,0,0.0,0.0
204,204,204,204,204,1-9733,2,20,1-9733,4,0,0,0,0.0,0.0
21,21,21,21,21,1-3519,16,11,1-3519,27,0,0,0,0.0,0.0
444,444,444,444,444,1-3217,1,24,1-3217,5,0,0,0,0.0,0.0
22,22,22,22,22,1-7995,1,24,1-7995,14,0,0,0,0.0,0.0
565,565,565,565,565,1-19927,15,7,1-19927,1,0,0,0,0.0,0.0
