Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,17,5,1-6098,1327,275,0,217,456.9326202869415,0.34433505673469594
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,10,4,1-9963,116,29,0,13,39.89918923377991,0.343958527877413
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,5,16,1-8573,184,28,0,42,63.21276521682739,0.343547637047975
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,20,15,1-20578,19,4,0,3,6.515197515487671,0.34290513239408793
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,1,6,1-19166,45,7,0,10,15.383991718292236,0.3418664826287164
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,14,11,1-3083,78,9,0,21,26.606382608413696,0.3411074693386371
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,2,13,1-7819,59,5,0,18,20.091185092926025,0.3405285608970513
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,1,6,1-2103,26,8,0,1,8.838399171829224,0.3399384296857394
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,14,11,1-7744,37,5,0,9,12.545592546463013,0.3390700688233247
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,5,16,1-8566,5,0,0,2,1.6767983436584473,0.33535966873168943
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,1,6,1-10232,5,0,0,2,1.6767983436584473,0.33535966873168943
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,16,1-9887,36,2,0,12,12.060790061950684,0.3350219461652968
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,17,5,1-6693,98,16,0,20,32.76798343658447,0.33436717792433135
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,1,6,1-2297,25,5,0,4,8.353596687316895,0.3341438674926758
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,2,13,1-8551,38,11,0,2,12.676798343658447,0.3335999564120644
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,3,15,1-9838,3,1,0,0,1.0,0.3333333333333333
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,12,8,1-3176,3,1,0,0,1.0,0.3333333333333333
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,8,3,1-18004,12,4,0,0,4.0,0.3333333333333333
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,2,13,1-9491,80,14,0,15,26.575987577438354,0.3321998447179794
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,10,4,1-6734,44,7,0,9,14.545592546463013,0.3305816487832503
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,14,11,1-5172,120,21,0,22,39.44478178024292,0.3287065148353577
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,9,18,1-9892,22,3,0,5,7.191995859146118,0.3269089026884599
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,17,5,1-9497,150,33,0,19,48.92958426475525,0.3261972284317017
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,2,13,MLG33,20,4,0,3,6.515197515487671,0.32575987577438353
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,11,1-8285,72,10,0,16,23.414386749267578,0.3251998159620497
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,1,6,1-9997,16,1,0,5,5.191995859146118,0.3244997411966324
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,10,4,MLG06,18,5,0,1,5.838399171829224,0.32435550954606795
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,5,16,1-6181,659,40,0,207,213.5486285686493,0.32404951224377737
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,12,8,MLG84,63,12,0,10,20.383991718292236,0.32355542409987675
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,5,16,1-6296,254,15,0,80,82.07193374633789,0.3231178493950311
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,6,14,1-7995,14,2,0,3,4.515197515487671,0.32251410824911936
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,6,1-5413,39,5,0,9,12.545592546463013,0.32168186016571826
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,3,2,1-8450,52,10,0,8,16.70719337463379,0.32129218028141904
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,7,1-4649,244,54,0,29,78.31357598304749,0.32095727861904705
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,6,14,1-1957,47,5,0,12,15.060790061950684,0.32044234174363156
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,14,11,1-7770,11,1,0,3,3.515197515487671,0.31956341049887915
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,12,8,1-18714,32,1,0,11,10.22239089012146,0.3194497153162956
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,19,10,1-0027,29,5,0,5,9.191995859146118,0.3169653744533144
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,14,11,1-19448,45,5,0,11,14.22239089012146,0.316053130891588
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,12,8,MLG56,511,116,0,54,161.27355527877808,0.31560382637725654
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,14,1-3108,18,4,0,2,5.676798343658447,0.31537768575880265
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,10,4,1-1258,435,85,0,62,136.98074865341187,0.31489827276646404
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,3,2,1-17657,8,0,0,3,2.515197515487671,0.31439968943595886
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,7,9,1-6228,48,0,0,18,15.091185092926025,0.31439968943595886
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,10,4,1-8421,109,25,0,11,34.22239089012146,0.31396688890019686
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,17,5,1-6061,40,10,0,3,12.515197515487671,0.31287993788719176
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,2,13,MLG38,77,14,0,12,24.060790061950684,0.3124777930123465
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,13,19,1-8188,140,6,0,45,43.72796273231506,0.3123425909451076
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,8,3,1-9237,38,6,0,7,11.868794202804565,0.31233668954748856
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,5,16,1-9578,42,3,0,12,13.060790061950684,0.31097119195120676
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,19,10,1-9925,93,23,0,7,28.868794202804565,0.31041714196564046
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,11,MLG63,380,68,0,59,117.4655511379242,0.30911987141559
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,12,8,1-6980,128,37,0,3,39.51519751548767,0.30871248058974743
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,13,19,MLG41,66,6,0,17,20.2527859210968,0.30686039274389093
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,3,11,1-9055,12,2,0,2,3.6767983436584473,0.3063998619715373
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,2,13,MLG44,59,8,0,12,18.060790061950684,0.3061150857957743
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,19,MLG64,245,22,0,63,74.81914782524109,0.30538427683771874
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,6,6,1-8529,56,7,0,12,17.060790061950684,0.3046569653919765
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,19,7,1-8503,16,4,0,1,4.838399171829224,0.3023999482393265
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,18,7,1-3447,110,23,0,12,33.060790061950684,0.3005526369268244
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,3,2,1-9697,20,6,0,0,6.0,0.3
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,7,9,1-7481,33,9,0,1,9.838399171829224,0.2981333082372492
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,7,9,1-9227,801,82,0,187,238.78064513206482,0.2981031774432769
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,10,4,1-7863,351,71,0,40,104.53596687316895,0.29782326744492577
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,18,7,1-8124,18,2,0,4,5.3535966873168945,0.29742203818427193
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,3,2,1-6900,67,14,0,7,19.868794202804565,0.2965491672060383
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,1,12,1-4700,31,5,0,5,9.191995859146118,0.2965159954563264
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,14,1-1177,17,0,0,6,5.030395030975342,0.29590559005737305
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,2,13,1-3087,26,6,0,2,7.676798343658447,0.2952614747560941
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,2,13,1-9416,13,3,0,1,3.8383991718292236,0.2952614747560941
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,5,16,1-8622,54,0,0,19,15.929584264755249,0.2949923011991713
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,5,16,MLG02,320,18,0,91,94.29432463645935,0.29466976448893545
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,12,8,1-18935,30,8,0,1,8.838399171829224,0.2946133057276408
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,5,16,1-9808,74,0,0,26,21.798378467559814,0.29457268199405157
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,9,18,1-2335,145,10,0,39,42.69756770133972,0.2944659841471705
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,8,3,1-9650,25,4,0,4,7.3535966873168945,0.2941438674926758
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,7,9,1-3139,93,13,0,17,27.2527859210968,0.29304070882899785
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,7,9,1-7042,117,20,0,17,34.2527859210968,0.2927588540264684
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,11,21,1-7152,109,0,0,38,31.859168529510498,0.29228594981202294
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,3,2,1-10696,24,7,0,0,7.0,0.2916666666666667
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,6,14,1-5654,15,1,0,4,4.3535966873168945,0.29023977915445964
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,4,12,1-18558,307,40,0,58,88.62715196609497,0.28868779142050477
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,10,4,1-9498,64,15,0,4,18.353596687316895,0.2867749482393265
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,2,13,MLG67,27,6,0,2,7.676798343658447,0.28432586457994247
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,1,1-6858,23,4,0,3,6.515197515487671,0.28326945719511615
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,18,7,1-4855,22,2,0,5,6.191995859146118,0.2814543572339145
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,5,16,1-0292,99,6,0,26,27.798378467559814,0.2807917016925234
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,10,4,1-19915,62,14,0,4,17.353596687316895,0.27989672076317573
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,5,16,1-2714,61,6,0,13,16.899189233779907,0.27703588907835913
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,7,9,1-3052,166,24,0,26,45.798378467559814,0.27589384619011936
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,2,13,1-17758,40,6,0,6,11.030395030975342,0.27575987577438354
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,4,12,1-18994,28,6,0,2,7.676798343658447,0.2741713694163731
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,16,23,MLG55,92,0,0,30,25.15197515487671,0.2733910342921381
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,20,15,1-18709,33,9,0,0,9.0,0.2727272727272727
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,4,1-8397,51,3,0,13,13.899189233779907,0.2725331222309786
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,5,16,1-4634,48,3,0,12,13.060790061950684,0.2720997929573059
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,13,19,1-6217,44,11,0,1,11.838399171829224,0.26905452663248236
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,12,2,1-0055,18,4,0,1,4.838399171829224,0.26879995399051243
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,20,15,1-8418,46,9,0,4,12.353596687316895,0.26855644972428033
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,6,14,1-7070,129,12,0,27,34.63677763938904,0.26850215224332585
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,3,2,1-5981,28,5,0,3,7.515197515487671,0.2683999112674168
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,10,4,1-0129,142,27,0,13,37.89918923377991,0.266895698829436
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,21,1-1015,155,0,0,49,41.08155941963196,0.2650423188363352
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,2,13,1-6743,58,12,0,4,15.353596687316895,0.2647171842640844
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,17,5,1-7321,7,1,0,1,1.8383991718292236,0.2626284531184605
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,10,4,1-20641,16,0,0,5,4.191995859146118,0.2619997411966324
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,13,19,1-5626,125,21,0,14,32.73758840560913,0.261900707244873
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,10,4,1-18487,23,6,0,0,6.0,0.2608695652173913
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,3,8,1-9971,15,3,0,1,3.8383991718292236,0.25589327812194823
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,2,13,1-7530,25,3,0,4,6.3535966873168945,0.25414386749267576
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,2,13,1-8018,58,8,0,8,14.707193374633789,0.25357229956265154
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,9,18,1-1770,35,3,0,7,8.868794202804565,0.25339412008013046
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,7,7,1-3589,27,6,0,1,6.838399171829224,0.25327404340108234
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,20,15,1-9185,31,7,0,1,7.838399171829224,0.2528515861880395
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,8,3,1-9588,14,1,0,3,3.515197515487671,0.2510855368205479
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,7,9,1-1592,32,3,0,6,8.030395030975342,0.25094984471797943
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,6,14,1-8093,4,1,0,0,1.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,6,1-5929,4,1,0,0,1.0,0.25
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,5,15,1-9855,8,2,0,0,2.0,0.25
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,4,12,1-9110,29,3,0,5,7.191995859146118,0.2479998572119351
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,13,19,1-5980,29,3,0,5,7.191995859146118,0.2479998572119351
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,9,18,1-7122,197,5,0,52,48.59675693511963,0.24668404535593721
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,19,10,1-7204,26,3,0,4,6.3535966873168945,0.2443691033583421
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,1,6,1-0037,35,6,0,3,8.515197515487671,0.24329135758536202
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,10,4,1-10785,279,50,0,21,67.6063826084137,0.24231678354270142
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,7,9,1-9516,76,5,0,16,18.414386749267578,0.24229456249036288
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,3,2,MLG78,80,15,0,5,19.191995859146118,0.23989994823932648
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,18,1-9333,102,6,0,22,24.44478178024292,0.23965472333571491
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,15,1,1-1317,414,21,0,93,98.9711229801178,0.23906068352685458
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,7,9,1-8341,197,21,0,31,46.99037432670593,0.238529818917289
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,6,14,1-18409,22,1,0,5,5.191995859146118,0.23599981177936902
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,10,4,1-7441,111,22,0,5,26.191995859146118,0.23596392665897403
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,17,5,1-9614,30,7,0,0,7.0,0.23333333333333334
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,15,1,MLG11,87,1,0,23,20.283180952072144,0.23314001094335798
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,7,9,1-1462,192,22,0,27,44.63677763938904,0.23248321687181792
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,13,19,1-7614,72,5,0,14,16.73758840560913,0.23246650563346016
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,7,9,1-8826,123,15,0,16,28.414386749267578,0.23101127438428926
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,20,15,1-9436,21,4,0,1,4.838399171829224,0.23039996056329637
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,3,2,1-5531,8,1,0,1,1.8383991718292236,0.22979989647865295
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,5,16,P-16454,8,1,0,1,1.8383991718292236,0.22979989647865295
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,4,12,MLG69,576,97,0,42,132.2127652168274,0.22953605072365868
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,15,1,1-10468,549,42,0,100,125.83991718292236,0.22921660689056897
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,3,2,1-9731,11,0,0,3,2.515197515487671,0.22865431958978827
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,15,1,1-5425,17,3,0,1,3.8383991718292236,0.22578818657818964
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,11,1-5891,96,9,0,15,21.575987577438354,0.2247498705983162
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,9,18,1-8906,15,0,0,4,3.3535966873168945,0.22357311248779296
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,5,16,MLG30,208,7,0,47,46.40476107597351,0.22309981286525726
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,10,4,1-9500,33,4,0,4,7.3535966873168945,0.2228362632520271
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,12,MLG72,9,2,0,0,2.0,0.2222222222222222
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,1,1-9338,29,3,0,4,6.3535966873168945,0.21908954094196187
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,11,21,1-0272,111,0,0,29,24.313575983047485,0.21904122507249987
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,18,1-9770,50,0,0,13,10.899189233779907,0.21798378467559815
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,19,15,1-8678,17,2,0,2,3.6767983436584473,0.21628225550932043
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,19,10,1-5214,40,6,0,3,8.515197515487671,0.21287993788719178
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,1,6,1-6787,56,1,0,13,11.899189233779907,0.21248552203178406
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,13,19,MLG35,49,2,0,10,10.383991718292236,0.21191819833249462
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,11,21,1-9861,8,0,0,2,1.6767983436584473,0.2095997929573059
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,8,16,1-8532,4,0,0,1,0.8383991718292236,0.2095997929573059
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,3,2,1-9733,4,0,0,1,0.8383991718292236,0.2095997929573059
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,1,6,1-8314,36,5,0,3,7.515197515487671,0.2087554865413242
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,18,1-4020,37,1,0,8,7.707193374633789,0.20830252363875107
