Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,2,7,1-9496,39,5,0,3,5.588357925415039,0.14329122885679588
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,18,MLG30,208,27,0,14,29.745670318603516,0.14300803037790152
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,1,3,1-3646,7,1,0,0,1.0,0.14285714285714285
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,4,15,1-18714,32,3,0,8,4.5689544677734375,0.14277982711791992
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,3,1,1-3534,279,32,0,39,39.64865303039551,0.14210986749245702
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,5,20,1-11330,14,1,0,5,1.9805965423583984,0.14147118159702846
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,4,15,1-4640,87,6,0,32,12.27581787109375,0.14110135484015804
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,3,1-9740,34,4,0,4,4.784477233886719,0.14071991864372702
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,5,20,1-5555,10,1,0,2,1.3922386169433594,0.13922386169433593
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,16,7,1-9697,20,1,0,9,2.765073776245117,0.13825368881225586
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,20,18,1-8646,20,1,0,9,2.765073776245117,0.13825368881225586
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,6,1-2701,61,5,0,17,8.334028244018555,0.13662341383636975
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,16,6,1-4494,16,1,0,6,2.176715850830078,0.13604474067687988
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,6,2,1-6647,62,8,0,2,8.39223861694336,0.1353586873700542
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,19,11,1-2324,25,2,0,7,3.372835159301758,0.1349134063720703
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,2,7,1-9185,31,3,0,6,4.176715850830078,0.13473276938161544
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,3,1,1-5214,40,4,0,7,5.372835159301758,0.13432087898254394
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,3,1,1-9516,76,9,0,6,10.176715850830078,0.13390415593197472
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,8,4,1-10468,549,46,0,140,73.45670318603516,0.1338009165501551
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,17,1-19547,66,8,0,4,8.784477233886719,0.1330981399073745
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,12,6,1-6532,27,3,0,3,3.588357925415039,0.1329021453857422
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,5,20,MLG72,9,1,0,1,1.1961193084716797,0.1329021453857422
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,15,10,1-4390,45,5,0,5,5.980596542358398,0.1329021453857422
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,8,4,1-9925,93,6,0,32,12.27581787109375,0.13199804162466397
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,8,4,1-1224,151,6,0,71,19.924470901489258,0.13195013842045866
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,6,1-3108,18,1,0,7,2.372835159301758,0.1318241755167643
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,9,23,1-9838,3,0,0,2,0.3922386169433594,0.13074620564778647
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,17,13,1-7441,111,10,0,22,14.314624786376953,0.12896058366105362
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,1,3,1-6594,70,4,0,25,8.902982711791992,0.12718546731131417
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,1,1-7530,25,2,0,6,3.176715850830078,0.12706863403320312
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,8,4,1-3312,36,2,0,13,4.549551010131836,0.12637641694810656
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,5,6,1-18613,25,1,0,11,3.1573123931884766,0.12629249572753906
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,5,20,1-9902,30,2,0,9,3.765073776245117,0.12550245920817057
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,7,14,1-5531,8,1,0,0,1.0,0.125
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,7,14,1-9115,16,2,0,0,2.0,0.125
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,3,1-5653,11,0,0,7,1.3728351593017578,0.1248031963001598
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,4,15,1-4531,94,6,0,29,11.687459945678711,0.12433468027317778
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,4,15,1-8341,197,14,0,53,24.394323348999023,0.12382905253298997
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,1,13,1-8988,29,2,0,8,3.5689544677734375,0.12306739544046336
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,14,11,1-2103,26,2,0,6,3.176715850830078,0.12218137887807992
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,20,18,1-6296,254,27,0,19,30.726266860961914,0.1209695545707162
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,14,8,MLG37,116,13,0,5,13.980596542358398,0.12052238398584826
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,1,1-3516,156,17,0,9,18.765073776245117,0.12028893446310973
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,6,2,1-9768,241,23,0,28,28.49134063720703,0.11822133044484245
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,8,4,1-1317,414,33,0,79,48.493425369262695,0.11713387770353308
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,5,20,1-1942,34,3,0,5,3.9805965423583984,0.11707636889289408
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,4,15,1-9338,29,2,0,7,3.372835159301758,0.11630466066557786
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,15,1-3052,166,6,0,66,18.94387435913086,0.11411972505500517
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,8,4,1-9674,144,8,0,43,16.433130264282227,0.11411896016862658
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,19,11,1-20167,56,5,0,7,6.372835159301758,0.11380062784467425
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,4,15,1-8910,137,5,0,54,15.590442657470703,0.1137988515143847
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,18,1-6878,167,18,0,4,18.78447723388672,0.11248189960411209
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,8,4,1-4319,163,13,0,27,18.29522132873535,0.11224062164868313
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,4,15,1-5163,16,1,0,4,1.7844772338867188,0.11152982711791992
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,2,11,1-4098,16,1,0,4,1.7844772338867188,0.11152982711791992
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,4,15,1-4649,244,15,0,62,27.15939712524414,0.11130900461165631
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,16,6,1-6240,698,54,0,119,77.33819770812988,0.11079971018356717
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,4,15,1-0205,34,2,0,9,3.765073776245117,0.11073746400720932
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,12,21,1-5515,29,3,0,1,3.1961193084716797,0.11021101063695447
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,18,5,1-7722,60,6,0,3,6.588357925415039,0.10980596542358398
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,10,17,1-9839,20,2,0,1,2.1961193084716797,0.10980596542358398
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,15,10,1-9731,11,1,0,1,1.1961193084716797,0.10873811895197089
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,8,4,1-2294,75,5,0,16,8.137908935546875,0.10850545247395833
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,1,1-3587,46,4,0,5,4.980596542358398,0.10827383787735649
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,8,4,1-9831,132,7,0,37,14.256414413452148,0.10800313949584961
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,11,12,1-9995,24,2,0,3,2.588357925415039,0.10784824689229329
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,3,1,1-0272,111,10,0,10,11.961193084716797,0.10775849625870988
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,17,MLG35,49,4,0,6,5.176715850830078,0.10564726226183833
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,16,6,1-9283,235,7,0,90,24.650737762451172,0.10489675643596243
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,17,13,1-5626,125,8,0,26,13.099102020263672,0.10479281616210938
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,10,17,1-8100,19,1,0,5,1.9805965423583984,0.10424192328202098
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,1,1,1-4634,48,5,0,0,5.0,0.10416666666666667
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,4,15,1-3139,93,3,0,34,9.66805648803711,0.10395759664556031
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,19,11,1-9650,25,2,0,3,2.588357925415039,0.10353431701660157
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,1,1-7807,239,21,0,19,24.726266860961914,0.1034571835186691
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,7,13,1-6227,52,3,0,12,5.353431701660156,0.1029506096473107
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,17,13,1-9498,64,5,0,8,6.5689544677734375,0.10263991355895996
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,17,13,1-8398,54,2,0,18,5.530147552490234,0.10241013986093027
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,14,8,1-9237,38,3,0,4,3.7844772338867188,0.09959150615491365
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,6,1-9667,14,1,0,2,1.3922386169433594,0.09944561549595424
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,12,21,1-1850,30,2,0,5,2.9805965423583984,0.09935321807861328
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,16,6,1-0055,18,1,0,4,1.7844772338867188,0.0991376241048177
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,3,1,1-5508,38,2,0,9,3.765073776245117,0.09908088884855572
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,14,8,1-9518,22,1,0,6,2.176715850830078,0.09894162958318536
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,16,6,1-7070,129,6,0,34,12.66805648803711,0.09820198827935744
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,15,6,1-4926,4,0,0,2,0.3922386169433594,0.09805965423583984
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,15,11,1-9861,8,0,0,4,0.7844772338867188,0.09805965423583984
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,8,4,1-8820,83,5,0,16,8.137908935546875,0.09804709560899849
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,7,18,1-18234,43,4,0,1,4.19611930847168,0.09758416996445766
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,4,1-9938,55,3,0,12,5.353431701660156,0.09733512184836647
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,18,1-3509,35,3,0,2,3.3922386169433594,0.09692110334123884
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,18,MLG02,320,27,0,20,30.922386169433594,0.09663245677947999
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,13,9,1-8084,82,4,0,20,7.922386169433594,0.09661446548089749
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,5,20,MLG10,60,5,0,4,5.784477233886719,0.09640795389811198
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,12,21,1-7752,29,2,0,4,2.7844772338867188,0.09601645634092133
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,6,2,1-9645,69,6,0,3,6.588357925415039,0.09548344819442085
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,8,4,1-9404,100,6,0,18,9.530147552490234,0.09530147552490234
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,19,11,1-9850,27,1,0,8,2.5689544677734375,0.09514646176938657
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,10,1-19286,40,3,0,4,3.7844772338867188,0.09461193084716797
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,18,6,1-8529,56,0,0,27,5.295221328735352,0.09455752372741699
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,19,11,1-5355,53,3,0,10,4.961193084716797,0.09360741669276976
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,14,3,1-18423,47,4,0,2,4.392238616943359,0.09345188546687999
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,13,9,1-9497,150,11,0,15,13.941789627075195,0.09294526418050131
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,4,15,1-9227,801,15,0,300,73.8357925415039,0.09217951628152797
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,11,12,1-18498,13,1,0,1,1.1961193084716797,0.0920091775747446
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,7,14,1-1827,24,2,0,1,2.1961193084716797,0.09150497118631999
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,16,6,1-7770,11,1,0,0,1.0,0.09090909090909091
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,11,12,1-9722,22,2,0,0,2.0,0.09090909090909091
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,12,21,1-3535,315,14,0,74,28.512828826904297,0.0905169169108073
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,17,13,1-7863,351,14,0,89,31.454618453979492,0.08961429758968516
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,1,3,72-18936,20,1,0,4,1.7844772338867188,0.08922386169433594
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,14,8,1-1836,20,1,0,4,1.7844772338867188,0.08922386169433594
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,1,1-7496,246,16,0,28,21.49134063720703,0.0873631733219798
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,15,13,1-9076,9,0,0,4,0.7844772338867188,0.0871641370985243
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,12,21,1-3089,16,1,0,2,1.3922386169433594,0.08701491355895996
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,1,9,1-20641,16,1,0,2,1.3922386169433594,0.08701491355895996
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,1,7,1-10451,46,2,0,10,3.961193084716797,0.08611289314601732
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,16,6,1-9286,81,3,0,20,6.922386169433594,0.08546155764732832
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,18,5,MLG11,87,5,0,12,7.353431701660156,0.08452220346735811
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,18,5,1-17758,40,2,0,7,3.372835159301758,0.08432087898254395
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,13,9,1-6061,40,2,0,7,3.372835159301758,0.08432087898254395
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,1,3,1-7321,7,0,0,3,0.5883579254150391,0.08405113220214844
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,1,1-8328,114,8,0,8,9.568954467773438,0.08393819708573191
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,10,17,1-2178,12,1,0,0,1.0,0.08333333333333333
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,12,21,1-9394,117,5,0,24,9.706863403320312,0.08296464447282319
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,1,1-3068,180,11,0,20,14.922386169433594,0.08290214538574218
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,20,18,1-8222,12,0,0,5,0.9805965423583984,0.08171637852986653
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,7,14,1-18735,27,1,0,6,2.176715850830078,0.08061910558629919
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,10,17,1-6900,67,4,0,7,5.372835159301758,0.08019156954181728
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,8,4,1-8573,184,6,0,44,14.629249572753906,0.07950679115627123
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,4,15,1-19166,45,2,0,8,3.5689544677734375,0.07931009928385417
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,6,11,1-6718,20,0,0,8,1.5689544677734375,0.07844772338867187
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,2,7,1-4136,5,0,0,2,0.3922386169433594,0.07844772338867187
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,6,6,1-9971,15,0,0,6,1.1767158508300781,0.07844772338867187
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,10,8,1-8400,33,2,0,3,2.588357925415039,0.07843508864894058
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,3,1,1-6611,89,6,0,5,6.980596542358398,0.0784336690152629
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,14,8,1-3584,26,1,0,5,1.9805965423583984,0.07617679009070763
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,17,13,1-5172,120,4,0,26,9.099102020263672,0.07582585016886394
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,7,14,1-19549,29,2,0,1,2.1961193084716797,0.07572825201626482
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,10,17,1-8094,58,4,0,2,4.392238616943359,0.07572825201626482
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,1,3,1-0031,13,0,0,5,0.9805965423583984,0.07543050325833835
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,11,1-4052,13,0,0,5,0.9805965423583984,0.07543050325833835
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,15,21,1-19448,45,3,0,2,3.3922386169433594,0.0753830803765191
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,8,4,1-9417,76,2,0,19,5.726266860961914,0.07534561659160413
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,1,11,1-8314,36,1,0,8,2.5689544677734375,0.07135984632703993
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,8,4,1-9457,11,0,0,4,0.7844772338867188,0.07131611217151988
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,20,18,1-7964,202,12,0,12,14.353431701660156,0.07105659258247603
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,10,17,MLG62,525,24,0,67,37.13999366760254,0.0707428450811477
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,12,21,1-9333,102,6,0,6,7.176715850830078,0.07035995932186351
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,13,9,1-9907,17,1,0,1,1.1961193084716797,0.07035995932186351
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,15,6,MLG42,14,0,0,5,0.9805965423583984,0.07004261016845703
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,10,17,1-5036,14,0,0,5,0.9805965423583984,0.07004261016845703
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,12,21,1-18371,120,6,0,12,8.353431701660156,0.06961193084716796
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,3,1,1-7066,23,1,0,3,1.588357925415039,0.06905904023543648
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,8,4,1-5197,72,3,0,10,4.961193084716797,0.06890545950995551
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,16,6,1-8427,189,1,0,61,12.963277816772461,0.06858877151731461
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,12,21,1-9156,268,14,0,20,17.922386169433594,0.06687457525908057
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,5,20,1-9495,18,1,0,1,1.1961193084716797,0.0664510726928711
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,11,12,1-10071,30,1,0,5,1.9805965423583984,0.06601988474527995
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,17,13,1-9500,33,1,0,6,2.176715850830078,0.06596108638879025
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,1,3,1-9034,3,0,0,1,0.1961193084716797,0.06537310282389323
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,6,1-3176,3,0,0,1,0.1961193084716797,0.06537310282389323
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,4,15,1-7599,3,0,0,1,0.1961193084716797,0.06537310282389323
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,21,1-9610,49,3,0,1,3.1961193084716797,0.06522692466268734
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,8,4,1-7614,72,4,0,3,4.588357925415039,0.06372719340854222
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,19,11,1-9818,28,0,0,9,1.7650737762451172,0.06303834915161133
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,18,1-7140,397,22,0,13,24.549551010131836,0.061837659975143164
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,4,15,1-9110,29,1,0,4,1.7844772338867188,0.06153369772023168
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,3,1,1-3362,117,6,0,6,7.176715850830078,0.06133945171649639
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,4,15,1-4149,16,0,0,5,0.9805965423583984,0.0612872838973999
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,3,1,1-2400,49,3,0,0,3.0,0.061224489795918366
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,13,9,1-20467,13,0,0,4,0.7844772338867188,0.06034440260667067
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,3,1,1-19897,53,3,0,1,3.1961193084716797,0.06030413789569207
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,13,9,1-20047,20,1,0,1,1.1961193084716797,0.05980596542358398
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,5,4,1-4929,10,0,0,3,0.5883579254150391,0.05883579254150391
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,19,11,1-8634,10,0,0,3,0.5883579254150391,0.05883579254150391
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,3,1,1-5282,17,1,0,0,1.0,0.058823529411764705
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,4,15,1-7536,17,1,0,0,1.0,0.058823529411764705
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,11,12,1-8397,51,3,0,0,3.0,0.058823529411764705
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,20,18,1-8576,55,3,0,1,3.1961193084716797,0.05811126015403054
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,5,20,1-1131,138,6,0,10,7.961193084716797,0.05768980496171592
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,13,9,1-6787,56,3,0,1,3.1961193084716797,0.05707355907985142
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,13,9,1-9436,21,1,0,1,1.1961193084716797,0.056958062308175225
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,1,1-17907,119,5,0,9,6.765073776245117,0.05684935946424468
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,9,23,1-11206,14,0,0,4,0.7844772338867188,0.056034088134765625
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,12,21,1-8157,75,4,0,1,4.19611930847168,0.05594825744628906
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,12,21,1-8127,32,1,0,4,1.7844772338867188,0.05576491355895996
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,6,21,1-9770,50,2,0,4,2.7844772338867188,0.055689544677734376
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,20,18,1-9752,22,1,0,1,1.1961193084716797,0.05436905947598544
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,1,1-0358,22,1,0,1,1.1961193084716797,0.05436905947598544
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,8,4,1-1769,89,0,0,24,4.7068634033203125,0.05288610565528441
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,15,10,1-3106,34,1,0,4,1.7844772338867188,0.052484624526079965
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,13,9,1-8544,54,2,0,4,2.7844772338867188,0.05156439322012442
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,13,9,72-12387,71,3,0,3,3.588357925415039,0.05054025247063435
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,5,20,1-19004,60,3,0,0,3.0,0.05
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,3,1-5929,4,0,0,1,0.1961193084716797,0.04902982711791992
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,4,15,1-3104,16,0,0,4,0.7844772338867188,0.04902982711791992
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,14,6,1-8532,4,0,0,1,0.1961193084716797,0.04902982711791992
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,6,9,1-17657,8,0,0,2,0.3922386169433594,0.04902982711791992
