Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,10,5,1-0129,142,23,0,18,27.135099411010742,0.1910922493733151
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,5,18,1-8573,184,30,0,22,35.05401039123535,0.19051092603932257
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,2,1-10539,63,12,0,0,12.0,0.19047619047619047
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,12,8,1-18714,32,4,0,9,6.067549705505371,0.18961092829704285
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,10,5,1-6734,44,6,0,10,8.297277450561523,0.1885744875127619
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,17,6,1-6693,98,15,0,15,18.445916175842285,0.18822363444737025
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,11,MLG63,380,51,0,89,71.44576930999756,0.18801518239473042
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,13,1-9770,50,8,0,6,9.378366470336914,0.1875673294067383
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,6,2,1-9452,16,3,0,0,3.0,0.1875
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,7,9,1-1592,32,3,0,13,5.9864606857299805,0.1870768964290619
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,3,3,1-8659,91,14,0,13,16.98646068572998,0.18666440313988988
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,20,17,1-9436,21,3,0,4,3.9189109802246094,0.18661480858212426
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,13,1-4020,37,5,0,8,6.837821960449219,0.18480599893105998
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,14,11,1-7744,37,5,0,8,6.837821960449219,0.18480599893105998
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,5,18,1-9855,8,1,0,2,1.4594554901123047,0.18243193626403809
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,18,16,1-1131,138,21,0,18,25.135099411010742,0.18213840152906335
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,19,13,1-7845,36,4,0,11,6.527005195617676,0.18130569987826878
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,10,5,1-10785,279,46,0,19,50.364827156066895,0.18051909374934372
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,15,15,1-5425,17,1,0,9,3.067549705505371,0.18044410032384536
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,17,1-1608,307,40,0,65,54.9323034286499,0.178932584458143
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,11,1,1-1191,53,9,0,2,9.459455490112305,0.1784802922662699
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,16,MLG65,201,22,0,60,35.78366470336914,0.17802818260382658
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,1,7,1-8314,36,5,0,6,6.378366470336914,0.1771768463982476
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,16,20,1-19286,40,5,0,9,7.067549705505371,0.1766887426376343
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,7,9,1-3139,93,12,0,19,16.364827156066895,0.17596588339856875
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,7,9,1-3052,166,23,0,27,29.202649116516113,0.17591957299106092
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,1,3,1-8042,52,5,0,18,9.135099411010742,0.17567498867328352
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,7,9,1-7042,117,19,0,6,20.378366470336914,0.174174072396042
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,16,20,1-4390,45,6,0,8,7.837821960449219,0.17417382134331597
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,3,1,1-8488,23,4,0,0,4.0,0.17391304347826086
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,10,5,1-18487,23,4,0,0,4.0,0.17391304347826086
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,2,1-7268,70,8,0,18,12.135099411010742,0.17335856301443917
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,20,20,1-5549,35,4,0,9,6.067549705505371,0.17335856301443917
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,15,15,1-10468,549,63,0,140,95.16188430786133,0.17333676558808986
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,2,14,72-18936,20,3,0,2,3.4594554901123047,0.17297277450561524
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,1,7,1-6787,56,6,0,16,9.675643920898438,0.17277935573032924
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,4,12,1-3639,17,2,0,4,2.9189109802246094,0.17170064589556525
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,17,16,1-3106,34,4,0,8,5.837821960449219,0.17170064589556525
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,15,15,1-5197,72,10,0,10,12.297277450561523,0.17079552014668783
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,2,14,1-1183,45,4,0,16,7.6756439208984375,0.17056986490885417
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,1,7,1-9495,18,1,0,9,3.067549705505371,0.17041942808363172
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,15,14,MLG11,87,4,0,47,14.79720401763916,0.17008280480045013
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,8,4,1-9588,14,1,0,6,2.378366470336914,0.16988331930977957
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,15,1-9338,29,4,0,4,4.918910980224609,0.16961762000774516
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,6,2,1-6538,44,7,0,2,7.459455490112305,0.1695330793207342
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,15,15,1-4319,163,20,0,33,27.581015586853027,0.16920868458192043
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,1,7,1-7521,10,1,0,3,1.689183235168457,0.16891832351684571
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,3,3,1-5555,10,1,0,3,1.689183235168457,0.16891832351684571
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,6,4,1-9286,81,12,0,7,13.608094215393066,0.16800116315300082
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,8,4,1-8767,48,0,0,35,8.040471076965332,0.16750981410344443
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,20,17,1-8418,46,7,0,3,7.689183235168457,0.1671561572862708
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-10698,4,12,1-10698,6,1,0,0,1.0,0.16666666666666666
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,13,21,1-8705,48,8,0,0,8.0,0.16666666666666666
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,6,21,1-4499,12,2,0,0,2.0,0.16666666666666666
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,15,1-9938,55,5,0,18,9.135099411010742,0.16609271656383168
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,16,MLG54,595,71,0,121,98.79705715179443,0.16604547420469654
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,11,MLG10,60,6,0,17,9.90537166595459,0.16508952776590982
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,12,8,MLG53,91,12,0,13,14.98646068572998,0.16468638116186793
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,9,13,1-8906,15,2,0,2,2.4594554901123047,0.1639636993408203
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,10,5,1-7441,111,17,0,5,18.14863872528076,0.16350124977730415
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,4,12,MLG09,125,20,0,1,20.229727745056152,0.1618378219604492
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,5,18,1-8646,20,3,0,1,3.2297277450561523,0.16148638725280762
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,19,10,1-5214,40,6,0,2,6.459455490112305,0.16148638725280762
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,12,8,1-18935,30,3,0,8,4.837821960449219,0.16126073201497396
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,11,1,1-6611,89,12,0,10,14.297277450561523,0.16064356686024184
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,14,11,MLG17,153,11,0,59,24.55393695831299,0.16048324809354894
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,14,11,1-3083,78,7,0,24,12.513465881347656,0.1604290497608674
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,17,6,1-7213,23,3,0,3,3.689183235168457,0.16039927109428073
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,7,9,MLG13,140,13,0,41,22.418837547302246,0.16013455390930176
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,16,1-9645,69,3,0,35,11.040471076965332,0.16000682720239612
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,19,10,MLG68,642,49,0,233,102.5265645980835,0.15969869875090886
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,2,14,MLG43,14,2,0,1,2.2297277450561523,0.15926626750401088
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,7,9,1-8095,46,2,0,23,7.283738136291504,0.1583421333976414
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,21,MLG64,245,38,0,0,38.0,0.15510204081632653
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,7,9,1-8826,123,16,0,13,18.98646068572998,0.15436146898967465
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,13,21,MLG32,52,8,0,0,8.0,0.15384615384615385
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,11,1,1-9861,8,1,0,1,1.2297277450561523,0.15371596813201904
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,12,8,1-18563,8,1,0,1,1.2297277450561523,0.15371596813201904
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,4,12,1-10444,8,1,0,1,1.2297277450561523,0.15371596813201904
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,8,4,1-9607,19,2,0,4,2.9189109802246094,0.15362689369603208
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,2,9,1-7819,59,4,0,22,9.054010391235352,0.15345780324127714
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,7,9,1-9227,801,86,0,160,122.75643920898438,0.15325398153431258
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,7,9,1-1462,192,20,0,40,29.189109802246094,0.15202661355336508
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,14,11,1-19448,45,5,0,8,6.837821960449219,0.15195159912109374
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,16,20,1-3596,223,22,0,51,33.71611499786377,0.1511933407975954
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,19,10,1-7204,26,3,0,4,3.9189109802246094,0.15072734539325422
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,20,17,1-19447,15,2,0,1,2.2297277450561523,0.14864851633707682
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,3,20,MLG48,159,21,0,11,23.527005195617676,0.14796858613596023
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,5,18,1-0292,99,5,0,42,14.648565292358398,0.14796530598341817
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,4,12,1-18498,13,1,0,4,1.9189109802246094,0.14760853694035456
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,18,16,1-6647,62,2,0,31,9.121560096740723,0.1471219370442052
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,11,1,1-3362,117,16,0,5,17.14863872528076,0.14656956175453642
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,13,12,1-9995,24,3,0,2,3.4594554901123047,0.14414397875467935
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,18,20,1-4855,22,2,0,5,3.1486387252807617,0.14311994205821643
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,11,1,1-3516,156,20,0,10,22.297277450561523,0.14293126570872772
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,3,3,1-6532,27,2,0,8,3.8378219604492188,0.1421415540907118
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,16,20,1-7839,24,2,0,6,3.378366470336914,0.14076526959737143
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,7,9,1-8341,197,21,0,29,27.662104606628418,0.14041677465293614
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,4,12,1-5163,16,2,0,1,2.2297277450561523,0.13935798406600952
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,7,9,1-9850,27,1,0,12,3.756732940673828,0.13913825706199365
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,9,3,1-1989,46,4,0,10,6.297277450561523,0.13689733588177225
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,12,MLG72,9,1,0,1,1.2297277450561523,0.13663641611735025
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,5,18,1-9549,18,2,0,2,2.4594554901123047,0.13663641611735025
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,17,6,1-20167,56,6,0,7,7.608094215393066,0.1358588252748762
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,4,12,1-9444,24,3,0,1,3.2297277450561523,0.1345719893773397
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,2,14,MLG33,20,2,0,3,2.689183235168457,0.13445916175842285
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,1,7,1-19813,20,2,0,3,2.689183235168457,0.13445916175842285
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,16,20,1-4682,16,1,0,5,2.1486387252807617,0.1342899203300476
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,2,14,1-19229,38,3,0,9,5.067549705505371,0.13335657119750977
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,4,12,1-4088,30,4,0,0,4.0,0.13333333333333333
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,6,2,1-9283,235,29,0,10,31.297277450561523,0.13317990404494265
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,7,9,1-0205,34,2,0,11,4.527005195617676,0.133147211635814
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,14,11,1-7770,11,1,0,2,1.4594554901123047,0.13267777182839133
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,9,13,1-9768,241,28,0,17,31.90537166595459,0.13238743429856675
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,11,1,1-3534,279,33,0,16,36.67564392089844,0.13145392086343527
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,9,13,1-1250,34,4,0,2,4.459455490112305,0.13116045559153838
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,11,1,1-6006,57,7,0,2,7.459455490112305,0.13086764017740884
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,1,7,1-7991,46,3,0,13,5.9864606857299805,0.1301404496897822
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,4,12,1-20467,13,1,0,3,1.689183235168457,0.12993717193603516
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,12,20,1-10451,46,5,0,4,5.918910980224609,0.12867197783096976
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,6,2,1-9655,27,3,0,2,3.4594554901123047,0.12812798111527055
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,4,4,1-7058,80,4,0,27,10.202649116516113,0.12753311395645142
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,9,13,1-7752,29,3,0,3,3.689183235168457,0.12721321500580887
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,8,4,1-8541,232,18,0,50,29.486387252807617,0.12709649677934318
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,16,20,1-1390,98,10,0,10,12.297277450561523,0.1254824229649135
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,7,9,1-3104,16,2,0,0,2.0,0.125
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,5,18,P-16454,8,1,0,0,1.0,0.125
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,6,2,1-9606,16,2,0,0,2.0,0.125
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,11,1-5891,96,9,0,13,11.98646068572998,0.12485896547635396
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,17,6,1-1005,125,11,0,20,15.594554901123047,0.12475643920898437
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,6,2,1-2701,61,6,0,7,7.608094215393066,0.12472285599005027
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,15,15,1-9831,132,9,0,32,16.351287841796875,0.12387339274088542
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,4,12,MLG73,10,1,0,1,1.2297277450561523,0.12297277450561524
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,13,21,MLG31,33,4,0,0,4.0,0.12121212121212122
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,16,20,MLG55,92,7,0,18,11.135099411010742,0.12103368925011676
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,2,14,1-11329,14,1,0,3,1.689183235168457,0.1206559453691755
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,4,12,MLG62,525,49,0,62,63.243120193481445,0.1204630860828218
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,13,21,1-4747,25,3,0,0,3.0,0.12
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,6,2,1-9870,27,3,0,1,3.2297277450561523,0.11961954611319082
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,8,17,1-8988,29,3,0,2,3.4594554901123047,0.11929156862456224
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,3,3,1-8400,33,3,0,4,3.9189109802246094,0.11875487818862453
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,2,10,1-18613,25,2,0,4,2.9189109802246094,0.11675643920898438
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,5,18,1-7019,107,1,0,50,12.486387252807617,0.11669520797016465
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,13,1-9333,102,4,0,34,11.81074333190918,0.11579160129322726
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,3,3,1-8634,10,0,0,5,1.1486387252807617,0.11486387252807617
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,9,13,1-4842,6,0,0,3,0.689183235168457,0.11486387252807617
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,5,18,72-11994,8,0,0,4,0.9189109802246094,0.11486387252807617
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,3,3,1-17657,8,0,0,4,0.9189109802246094,0.11486387252807617
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,15,15,1-9643,8,0,0,4,0.9189109802246094,0.11486387252807617
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,6,2,1-7608,4,0,0,2,0.4594554901123047,0.11486387252807617
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,5,18,1-6181,659,39,0,159,75.52671146392822,0.11460805988456484
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,7,9,1-2573,37,4,0,1,4.229727745056152,0.11431696608259871
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,5,18,1-6878,167,5,0,61,19.013392448425293,0.11385264939176822
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,11,1,1-7496,246,22,0,26,27.97292137145996,0.1137110624856096
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,13,21,1-6217,44,5,0,0,5.0,0.11363636363636363
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,12,8,1-6980,128,7,0,32,14.351287841796875,0.11211943626403809
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,1,7,1-9839,20,2,0,1,2.2297277450561523,0.11148638725280761
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,7,9,1-9516,76,5,0,15,8.445916175842285,0.1111304759979248
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-8113,6,2,1-8113,9,1,0,0,1.0,0.1111111111111111
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,4,12,1-9465,18,2,0,0,2.0,0.1111111111111111
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,5,18,1-6296,254,13,0,66,28.162031173706055,0.1108741384791577
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,2,14,1-17758,40,3,0,6,4.378366470336914,0.10945916175842285
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,11,1,1-8267,133,11,0,15,14.445916175842285,0.10861591109655853
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,1,7,1-9996,28,3,0,0,3.0,0.10714285714285714
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,4,12,MLG37,116,11,0,6,12.378366470336914,0.1067100557787665
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,12,2,1-8023,16,1,0,3,1.689183235168457,0.10557395219802856
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,8,18,1-4098,16,1,0,3,1.689183235168457,0.10557395219802856
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,15,15,1-9674,144,6,0,40,15.189109802246094,0.10547992918226454
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,16,1-9667,14,1,0,2,1.4594554901123047,0.10424682072230748
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,2,14,1-10060,36,3,0,3,3.689183235168457,0.1024773120880127
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,17,1-7140,397,31,0,39,39.95938205718994,0.10065335530778323
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,7,9,1-7509,40,4,0,0,4.0,0.1
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,9,13,1-7897,95,8,0,6,9.378366470336914,0.09871964705617804
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,2,9,1-18377,14,0,0,6,1.378366470336914,0.09845474788120814
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,5,18,1-2714,61,6,0,0,6.0,0.09836065573770492
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,5,18,1-9578,42,2,0,9,4.067549705505371,0.09684642155965169
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,5,18,1-3509,35,2,0,6,3.378366470336914,0.09652475629534041
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,16,20,1-2282,219,9,0,51,20.71611499786377,0.09459413241033685
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,16,20,1-6974,207,7,0,54,19.405298233032227,0.09374540209194313
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,11,1,1-4640,87,7,0,5,8.148638725280762,0.09366251408368692
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,4,12,1-1827,24,2,0,1,2.2297277450561523,0.09290532271067302
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,16,20,1-1833,124,8,0,15,11.445916175842285,0.09230577561163134
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-5406,2,14,1-5406,10,0,0,4,0.9189109802246094,0.09189109802246094
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,1,7,1-3216,5,0,0,2,0.4594554901123047,0.09189109802246094
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,17,6,1-0033,10,0,0,4,0.9189109802246094,0.09189109802246094
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,9,13,1-9836,5,0,0,2,0.4594554901123047,0.09189109802246094
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,1,7,1-9115,16,1,0,2,1.4594554901123047,0.09121596813201904
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1-19598,11,1,1-19598,11,1,0,0,1.0,0.09090909090909091
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,16,20,1-9740,34,1,0,9,3.067549705505371,0.09022205016192268
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,17,6,1-8181,30,2,0,3,2.689183235168457,0.0896394411722819
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,18,16,1-8124,18,0,0,7,1.6080942153930664,0.08933856752183703
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,5,18,1-4417,151,7,0,28,13.432376861572266,0.08895613815610771
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,5,18,MLG30,208,6,0,54,18.405298233032227,0.08848701073573186
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,7,9,1-7066,23,2,0,0,2.0,0.08695652173913043
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,20,1-1769,89,3,0,20,7.594554901123047,0.08533207754070839
