Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,9,8,1-1989,46,6,0,8,13.024104118347168,0.2831326982249384
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,1,20,1-9651,38,9,0,2,10.756026029586792,0.2830533165680735
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,8,10,1-8551,38,1,0,11,10.658143162727356,0.2804774516507199
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,8,10,1-20467,13,1,0,3,3.634039044380188,0.2795414649523221
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,11,18,1-18558,307,36,0,56,85.16872882843018,0.2774225694737139
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,20,9,1-11330,14,3,0,1,3.878013014793396,0.2770009296280997
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,20,7,MLG43,14,3,0,1,3.878013014793396,0.2770009296280997
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,14,7,1-9667,14,3,0,1,3.878013014793396,0.2770009296280997
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,1,15,1-18377,14,3,0,1,3.878013014793396,0.2770009296280997
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,19,12,1-8573,184,0,0,58,50.92475485801697,0.27676497205444006
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,7,22,1-1942,34,5,0,5,9.39006507396698,0.27617838452844057
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,6,22,1-9491,80,8,0,16,22.048208236694336,0.2756026029586792
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,13,4,1-7070,129,32,0,4,35.512052059173584,0.2752872252649115
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,12,17,1-7993,24,3,0,4,6.512052059173584,0.271335502465566
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,9,1-1608,307,49,0,38,82.36449456214905,0.2682882559027656
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,8,10,1-7496,246,20,0,52,65.65667676925659,0.2668970600376284
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,19,12,1-9925,93,0,0,28,24.584364414215088,0.2643480044539257
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,19,12,1-8634,10,0,0,3,2.634039044380188,0.2634039044380188
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,17,16,1-8826,123,13,0,22,32.31628632545471,0.26273403516629845
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,19,12,MLG11,87,0,0,26,22.828338384628296,0.2623946940761873
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,10,6,1-6918,43,6,0,6,11.268078088760376,0.26204832764559016
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,18,15,1-4855,22,4,0,2,5.756026029586792,0.26163754679939966
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,17,16,1-8397,51,1,0,14,13.292182207107544,0.2606310236687754
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,15,1,1-8622,54,0,0,16,14.048208236694336,0.26015200438322844
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,19,1-0129,142,27,0,11,36.658143162727356,0.25815593776568563
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,19,12,1-8820,83,0,0,24,21.072312355041504,0.2538832813860422
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,16,3,1-5530,7,0,0,2,1.756026029586792,0.2508608613695417
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,1,20,1-5799,7,0,0,2,1.756026029586792,0.2508608613695417
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,3,24,1-5980,29,2,0,6,7.268078088760376,0.2506233823710474
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,21,5,1-9518,22,2,0,4,5.512052059173584,0.25054782087152655
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,14,7,1-7770,11,1,0,2,2.756026029586792,0.25054782087152655
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,1,20,1-7467,64,9,0,8,16.024104118347168,0.2503766268491745
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,4,21,1-2400,49,7,0,6,12.268078088760376,0.2503689405869465
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,16,21,1-8084,82,17,0,4,20.512052059173584,0.25014697633138516
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,7,14,1-4499,12,3,0,0,3.0,0.25
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,7,14,1-21192,4,1,0,0,1.0,0.25
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,13,4,1-8532,4,1,0,0,1.0,0.25
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,19,12,1-9674,144,0,0,41,35.998533606529236,0.2499898167120086
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,9,8,1-8157,75,9,0,11,18.658143162727356,0.24877524216969807
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,12,17,MLG63,380,59,0,40,94.12052059173584,0.247685580504568
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,6,MLG50,319,28,0,58,78.92475485801697,0.24741302463328202
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,6,22,MLG49,185,22,0,27,45.70635139942169,0.24706135891579292
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,8,19,1-9761,35,6,0,3,8.634039044380188,0.24668682983943394
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,6,22,MLG67,27,4,0,3,6.634039044380188,0.2457051497918588
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,21,5,1-1570,142,12,0,26,34.828338384628296,0.24526998862414293
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,18,15,1-6718,20,4,0,1,4.878013014793396,0.2439006507396698
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,21,5,1-8094,58,7,0,8,14.024104118347168,0.24179489859219255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,21,5,1-9946,12,2,0,1,2.878013014793396,0.23983441789944968
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,9,8,1-2596,35,4,0,5,8.39006507396698,0.23971614497048513
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,14,7,1-9731,11,0,0,3,2.634039044380188,0.23945809494365344
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,18,19,1-20578,19,1,0,4,4.512052059173584,0.23747642416703074
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,15,1,1-9808,74,0,0,20,17.56026029586792,0.23730081480902596
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,18,15,1-5891,96,20,0,3,22.634039044380188,0.23577124004562697
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,19,6,1-2294,75,15,0,3,17.634039044380188,0.23512052059173583
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,20,9,1-8328,114,9,0,20,26.56026029586792,0.2329847394374379
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,11,18,1-5981,28,3,0,4,6.512052059173584,0.232573287827628
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,10,20,1-8400,33,5,0,3,7.634039044380188,0.23133451649636932
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,18,15,1-1592,32,3,0,5,7.39006507396698,0.23093953356146812
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,21,5,1-5626,125,6,0,26,28.828338384628296,0.23062670707702637
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,8,10,1-7004,381,10,0,88,87.26514530181885,0.22904237612025943
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,15,1,1-6296,254,0,0,66,57.948858976364136,0.22814511408017377
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,16,3,1-9606,16,1,0,3,3.634039044380188,0.22712744027376175
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,17,16,1-1191,53,5,0,8,12.024104118347168,0.22686988902541827
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,11,18,1-9646,105,0,0,27,23.706351399421692,0.22577477523258754
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,12,17,MLG33,20,1,0,4,4.512052059173584,0.2256026029586792
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,7,14,1-19166,45,4,0,7,10.146091103553772,0.2254686911900838
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,4,21,1-8285,72,9,0,8,16.024104118347168,0.22255700164371067
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,5,23,1-5425,17,2,0,2,3.756026029586792,0.22094270762275248
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,7,14,1-2573,37,2,0,7,8.146091103553772,0.2201646244203722
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,5,23,MLG45,70,11,0,5,15.39006507396698,0.21985807248524258
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,17,16,1-9861,8,0,0,2,1.756026029586792,0.219503253698349
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,4,21,1-8093,4,0,0,1,0.878013014793396,0.219503253698349
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,1,14,1-5531,8,0,0,2,1.756026029586792,0.219503253698349
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,6,22,1-9498,64,7,0,8,14.024104118347168,0.2191266268491745
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,8,21,1-8544,54,3,0,10,11.78013014793396,0.21815055829507332
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,8,10,1-7042,117,0,0,29,25.462377429008484,0.21762715751289302
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,15,1,1-7964,202,0,0,50,43.9006507396698,0.2173299541567812
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,2,19,1-2103,26,3,0,3,5.634039044380188,0.216693809399238
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,18,15,1-9465,18,3,0,1,3.878013014793396,0.215445167488522
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,14,7,1-3083,78,8,0,10,16.78013014793396,0.21512987369146103
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,11,18,1-1580,400,35,0,58,85.92475485801697,0.21481188714504243
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,14,21,1-0003,17,1,0,3,3.634039044380188,0.2137670026105993
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,6,22,MLG55,92,9,0,12,19.536156177520752,0.21234952366870383
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,12,17,MLG35,49,6,0,5,10.39006507396698,0.21204214436667307
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,8,1-5775,244,21,0,35,51.73045551776886,0.21201006359741337
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,17,16,1-0031,13,1,0,2,2.756026029586792,0.21200200227590707
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,5,23,1-3052,166,19,0,18,34.80423426628113,0.20966406184506703
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,3,24,MLG32,52,3,0,9,10.902117133140564,0.20965609871424162
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,20,9,MLG06,18,2,0,2,3.756026029586792,0.20866811275482178
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,8,10,1-9655,27,3,0,3,5.634039044380188,0.20866811275482178
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,12,17,1-6787,56,2,0,11,11.658143162727356,0.20818112790584564
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,12,17,1-0278,79,12,0,5,16.39006507396698,0.20746917815148075
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,20,9,1-9610,49,4,0,7,10.146091103553772,0.20706308374599536
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,13,4,1-0303,212,28,0,18,43.80423426628113,0.20662374653906193
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,7,14,1-8541,232,4,0,50,47.9006507396698,0.20646832215374913
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,9,8,MLG42,14,2,0,1,2.878013014793396,0.2055723581995283
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,10,6,1-6909,36,3,0,5,7.39006507396698,0.20527958538797167
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,21,5,1-1183,45,3,0,7,9.146091103553772,0.2032464689678616
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,9,8,1-9768,241,34,0,17,48.92622125148773,0.20301336618874577
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,22,1-10539,63,4,0,10,12.78013014793396,0.20285920869736446
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,8,10,1-5214,40,1,0,8,8.024104118347168,0.2006026029586792
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,1,20,1-5990,5,1,0,0,1.0,0.2
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,6,22,1-4136,5,1,0,0,1.0,0.2
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,2,19,1-7721,20,4,0,0,4.0,0.2
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,5,23,1-4051,5,1,0,0,1.0,0.2
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,11,18,1-11350,100,12,0,9,19.902117133140564,0.19902117133140565
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,11,18,1-6914,73,11,0,4,14.512052059173584,0.19879523368730936
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,10,6,1-9607,19,2,0,2,3.756026029586792,0.197685580504568
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,15,1,MLG02,320,0,0,72,63.21693706512451,0.1975529283285141
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,5,23,MLG60,47,4,0,6,9.268078088760376,0.19719315082468886
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,15,1,MLG72,9,0,0,2,1.756026029586792,0.19511400328742134
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,3,24,1-8646,20,3,0,1,3.878013014793396,0.1939006507396698
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,4,21,1-7991,46,1,0,9,8.902117133140564,0.19352428550305573
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,10,24,1-9995,24,2,0,3,4.634039044380188,0.19308496018250784
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,3,24,1-4634,48,4,0,6,9.268078088760376,0.19308496018250784
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,2,19,1-19549,29,2,0,4,5.512052059173584,0.19007076066115808
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,15,1,1-7744,37,0,0,8,7.024104118347168,0.18984065184722076
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,4,21,1-9286,81,10,0,6,15.268078088760376,0.1884947912192639
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,4,21,1-8095,46,6,0,3,8.634039044380188,0.18769650096478668
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,10,6,1-18714,32,6,0,0,6.0,0.1875
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,23,MLG75,185,25,0,11,34.658143162727356,0.18734131439312085
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,2,19,1-8421,109,9,0,13,20.414169192314148,0.18728595589279035
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,21,5,1-5172,120,4,0,21,22.438273310661316,0.18698561092217764
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,17,16,MLG12,146,0,0,31,27.218403458595276,0.18642742094928272
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,11,18,1-0296,41,5,0,3,7.634039044380188,0.1861960742531753
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,6,22,1-9436,21,3,0,1,3.878013014793396,0.18466728641873315
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,2,19,1-8314,36,4,0,3,6.634039044380188,0.18427886234389412
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,4,21,1-1350,195,17,0,21,35.438273310661316,0.1817347349264683
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,21,10,1-13247,29,0,0,6,5.268078088760376,0.18165786512966814
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,7,14,1-4390,45,2,0,7,8.146091103553772,0.18102424674563938
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,11,18,1-9650,25,1,0,4,4.512052059173584,0.18048208236694335
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,15,1,1-6878,167,0,0,34,29.852442502975464,0.17875714073638002
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,20,9,1-0205,34,6,0,0,6.0,0.17647058823529413
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,4,1-8678,17,3,0,0,3.0,0.17647058823529413
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,21,19,1-9892,22,3,0,1,3.878013014793396,0.17627331885424527
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,2,19,1-9836,5,0,0,1,0.878013014793396,0.1756026029586792
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,2,12,1-5555,10,0,0,2,1.756026029586792,0.1756026029586792
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,19,12,1-17758,40,0,0,8,7.024104118347168,0.1756026029586792
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,19,12,1-5549,35,0,0,7,6.146091103553772,0.1756026029586792
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,12,17,1-17790,5,0,0,1,0.878013014793396,0.1756026029586792
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-3647,5,23,1-3647,5,0,0,1,0.878013014793396,0.1756026029586792
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,8,1-9770,50,0,0,10,8.78013014793396,0.1756026029586792
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,5,23,1-9712,10,0,0,2,1.756026029586792,0.1756026029586792
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,6,22,1-7122,197,27,0,8,34.02410411834717,0.17271118841800592
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,10,6,1-1972,32,2,0,4,5.512052059173584,0.1722516268491745
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,3,24,1-3089,16,1,0,2,2.756026029586792,0.1722516268491745
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,14,7,1-8023,16,1,0,2,2.756026029586792,0.1722516268491745
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,9,8,1-7897,95,4,0,14,16.292182207107544,0.17149665481165835
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,18,15,1-5653,11,1,0,1,1.878013014793396,0.17072845589030872
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,15,1,1-6181,659,0,0,128,112.38566589355469,0.170539705453042
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,3,24,1-8401,57,0,0,11,9.658143162727356,0.1694411081180238
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,16,3,1-6916,43,2,0,6,7.268078088760376,0.16902507183163665
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,13,19,1-18487,23,3,0,1,3.878013014793396,0.16860926151275635
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,14,7,1-6035,23,3,0,1,3.878013014793396,0.16860926151275635
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,18,15,1-9110,29,4,0,1,4.878013014793396,0.16820734533770332
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,4,21,1-3589,27,1,0,4,4.512052059173584,0.16711303922865126
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-10698,7,14,1-10698,6,1,0,0,1.0,0.16666666666666666
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,14,7,1-19205,12,2,0,0,2.0,0.16666666666666666
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,18,15,1-8124,18,3,0,0,3.0,0.16666666666666666
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,5,23,1-3564,41,5,0,2,6.756026029586792,0.16478112267284858
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,18,15,1-8659,91,14,0,1,14.878013014793396,0.16349464851421314
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,17,1-3639,17,1,0,2,2.756026029586792,0.16211917821098776
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,21,5,1-3108,18,2,0,1,2.878013014793396,0.15988961193296644
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,15,1,1-8576,55,0,0,10,8.78013014793396,0.15963872996243564
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,8,10,1-0272,111,0,0,20,17.56026029586792,0.15820054320601729
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,19,12,1-1769,89,0,0,16,14.048208236694336,0.1578450363673521
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,6,22,1-20012,12,1,0,1,1.878013014793396,0.15650108456611633
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,3,24,1-2382,139,10,0,13,21.414169192314148,0.15405877116772768
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,12,17,1-8186,26,4,0,0,4.0,0.15384615384615385
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,9,8,1-9645,69,7,0,4,10.512052059173584,0.1523485805677331
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,7,14,1-4531,94,2,0,14,14.292182207107544,0.15204449156497388
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,21,5,1-18028,309,17,0,34,46.852442502975464,0.15162602751771995
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,10,6,1-6538,44,4,0,3,6.634039044380188,0.15077361464500427
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,9,8,1-1833,124,9,0,11,18.658143162727356,0.1504688964736077
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,18,15,1-4700,31,2,0,3,4.634039044380188,0.14948513046387704
