conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,source_file
14,1,9,11,115,53,456,620,1194,3737,1038,602,15.454556574923547,28660,259.0,6.0,20.0,12.910508587956429,49.976302683353424,7.603993415832519,2.548602521419525,3.8112136721611023,1479.1679680347445,36.2819105386734,84.86664891242981,365.52131175994873,0.7304256558418274,0.3777247071266174,0.3915144503116607,20250619_072545i73fl_test-7584b6978222516ea353ff0cc94012a5.csv
2,0,2,6,34,32,292,536,982,3008,724,654,15.660978593272173,38675,273.0,2.0,20.0,51.81480705738068,9.93018750101328,5.190722346305847,4.93259996175766,0.5405021086335182,1178.2424300909042,22.330905497074127,25.74058771133423,229.8105746507645,1.977755427360535,0.5368248820304871,0.1564675569534301,20250619_072545i74fl_test-ee9ab63eabe0bac7f31d937b401a2697.csv
0,0,0,5,43,31,321,632,1195,2761,939,726,16.442935779816512,42599,251.0,2.0,23.0,84.39270317554474,36.21020019054413,2.364851385354996,7.122372388839722,4.477684199810028,1967.2978520393367,83.53469371795654,79.18265461921692,240.50134420394895,3.4472010135650635,0.8639451265335083,0.849424421787262,20250619_072545i75fl_test-ed4919db62e414bf17d0a28ff725814d.csv
1,0,3,2,41,25,252,518,784,3290,990,736,16.16501529051988,35696,268.0,2.0,21.0,76.28983557224274,32.209913432598114,1.1416177451610563,9.092870354652405,8.564780354499817,1401.7342627048492,9.16454792022705,59.24960970878601,239.82063829898837,1.0237078666687012,0.4290179908275604,0.4557957947254181,20250619_072545i76fl_test-310e84dc1e567b3285f24faca72995d3.csv
0,0,2,5,54,24,266,598,895,3223,1043,768,16.41816513761468,40223,286.0,4.0,23.0,45.64455956220627,38.58076870441437,8.288328647613525,2.792234718799591,1.8455329537391665,1154.5317322015762,86.9766891002655,6.745509058237076,396.9997763633728,2.9194235801696777,0.2389290779829025,0.0343786515295505,20250619_072545i77fl_test-b34fe3be9124e3308f936a970fe4525d.csv
7,0,3,4,44,21,325,353,1183,2767,1096,775,16.26782874617737,35842,218.0,2.0,23.0,73.80293428897858,7.708467170596123,7.366967797279358,1.0681851953268051,0.8831452578306198,1450.8242905139923,59.40442085266113,64.87601399421692,360.7020020484924,1.7215688228607178,0.5218411087989807,0.734107494354248,20250619_072545i78fl_test-b2a1bd0571684a19ef84a6a22a769b5b.csv
0,0,1,4,45,46,335,461,979,4377,1459,693,15.970336391437309,24574,222.0,2.0,20.0,52.89849191904068,25.29865875840187,7.709057331085205,0.6422591954469681,0.5038320273160934,1768.729746341705,25.326576828956604,6.2301285564899445,303.8525462150574,1.5275511741638184,0.3654865026473999,0.7168001532554626,20250619_072545i79fl_test-f06788966a5a999bb3a58e0694ad67a9.csv
7,0,1,7,31,28,266,544,1009,2899,1083,809,16.33645259938838,36856,218.0,2.0,23.0,98.2867980003357,41.759867668151855,0.730416476726532,1.804441213607788,8.892456889152527,1613.523781299591,41.90226495265961,40.24863541126251,228.28992307186127,1.3988302946090698,0.8393664360046387,0.2736167311668396,20250619_072545i80fl_test-8500d8db8dd152dc8ed056a7bd027995.csv
1,0,2,5,61,28,438,522,1482,3149,897,597,15.270581039755353,21989,203.0,3.0,20.0,77.42089629173279,9.609245099127293,7.602616548538208,8.720239400863647,9.6429443359375,1940.5452609062197,72.03024625778198,28.622916340827945,257.6750636100769,1.7187116146087646,0.5889003276824951,0.1622914224863052,20250619_072545i81fl_test-c33097ae08a51b3d6a9fa227b0d84b1d.csv
1,0,6,9,64,51,374,463,1396,3112,946,653,15.735290519877676,26637,203.0,3.0,20.0,32.473246306180954,31.337042152881622,5.747883915901184,1.3640771806240082,4.621955454349518,1162.5697761774063,53.96354794502258,50.21169185638428,329.8754811286926,0.5091983675956726,0.915902853012085,0.983285665512085,20250619_072545i82fl_test-64b3b5597d2dc432c776b8e9f4020e8f.csv
1,0,5,4,71,40,314,400,1264,3589,1328,660,15.754678899082569,23741,203.0,3.0,20.0,43.46218287944794,36.88453435897827,6.712144017219544,3.1654220819473267,0.7322315871715546,1202.9161006212234,53.3180296421051,60.45254468917847,309.37254428863525,1.5198402404785156,0.1247039884328842,0.7891619801521301,20250619_072545i83fl_test-35715541086717cf96d19bb7ec4ad1fe.csv
0,0,1,7,36,34,329,543,1053,3460,1170,732,16.58097859327217,40210,221.0,1.0,23.0,58.50264310836792,34.933152198791504,9.588443040847778,4.36861664056778,1.2566612660884855,1172.9081273078918,62.03394532203674,7.265545427799225,308.351993560791,3.208834648132324,0.1842517107725143,0.8664446473121643,20250619_072545i84fl_test-08ca9a4241f41326df81b2dd03540a22.csv
1,1,3,5,61,53,378,473,1258,3616,921,527,15.347522935779816,31522,265.0,0.0,20.0,24.097716063261032,10.31041745096445,9.47550356388092,6.677114963531494,6.883385181427002,1614.838719367981,1.3368073850870132,7.150443643331528,373.24841022491455,1.4319987297058103,0.4438339471817016,0.1287437677383422,20250619_072545i85fl_test-e93fe01e377fe28883ca40765f699104.csv
0,1,2,5,47,39,316,340,1139,3792,1363,748,16.737003058103976,33832,222.0,2.0,20.0,14.481822066009045,45.72671800851822,1.748962700366974,0.9368834644556046,2.2475743293762207,1523.2089161872864,45.80877423286438,85.59184670448303,317.05626249313354,2.3864967823028564,0.8051750063896179,0.4143186211585998,20250619_072545i86fl_test-7ea2ed93ff09fff11378f894ac27850f.csv
14,0,4,8,101,48,416,468,1282,4005,1272,606,16.071009174311925,30744,259.0,6.0,20.0,67.75763750076294,41.05721205472946,3.078581392765045,3.5807818174362183,6.81850790977478,1023.0710729956628,40.57828485965729,70.3359067440033,378.7420868873596,1.3244506120681765,0.3691023886203766,0.5715653300285339,20250619_072545i87fl_test-43647a5a988df3f5f29a252552ee35b6.csv
2,0,4,5,56,36,371,406,919,3770,815,599,15.551620795107034,30636,206.0,4.0,21.0,40.39222300052643,10.710068941116331,2.529497742652893,0.5315078794956207,4.728484451770783,1239.0262633562088,26.8354594707489,86.1534833908081,342.2387480735779,0.2887845039367676,0.0246563032269477,0.975820541381836,20250619_072545i88fl_test-a93a725be1a39be1b2ee8ad6bfb271f1.csv
1,0,2,4,47,19,270,399,894,3481,807,618,15.691009174311926,33155,268.0,2.0,21.0,72.98057973384857,12.49873287975788,4.3779343366622925,6.528095602989197,3.200671672821045,1721.4663624763489,41.1648690700531,67.72448420524597,381.0438275337219,3.7422595024108887,0.4013891220092773,0.079070821404457,20250619_072545i89fl_test-f572aaac735cb18c2b64f2950b35c5ad.csv
0,0,0,4,53,18,286,642,1044,3450,1169,731,16.42525993883792,38188,286.0,4.0,23.0,26.65594533085823,24.985604733228683,2.020324468612671,4.3192508816719055,6.339383721351624,1991.8506741523745,76.0260820388794,39.34964537620544,219.11067217588425,0.6786178350448608,0.4541507363319397,0.0808738321065902,20250619_072545i90fl_test-1e9b8888705200eb601f4aeda1893b9b.csv
0,0,4,7,62,35,451,671,1191,3035,961,577,15.618593272171251,27190,259.0,3.0,22.0,17.100057378411293,6.008241195231676,1.7278014123439789,4.817532896995544,8.44743013381958,1278.4152328968048,91.06181859970091,10.105720907449722,314.9471402168274,0.1013271063566207,0.4675784409046173,0.3454186618328094,20250619_072545i92fl_test-19197cb437fa618fd75aaa92071c92fe.csv
2,0,1,4,30,20,310,397,793,4152,936,689,16.19565749235474,50505,273.0,2.0,20.0,55.03438591957092,20.77560544013977,8.438990116119385,2.2560782730579376,7.893674969673157,1739.2123937606812,64.6111011505127,5.862016603350639,203.68087366223332,2.7387280464172363,0.0954571217298507,0.7587808966636658,20250619_072545i91fl_test-da3e97e1412925c2d5afacfc194ab278.csv
0,0,4,8,58,25,332,398,1181,3195,1160,725,16.479327217125384,37888,286.0,4.0,23.0,49.20079052448273,47.845958173274994,0.2444656565785408,6.070482134819031,9.599051475524902,1717.7223563194275,89.72308039665222,32.35381841659546,347.89921045303345,3.7059037685394287,0.4670732021331787,0.7780902981758118,20250619_072545i93fl_test-a0ef15d983a3f830b846103226a74ff9.csv
0,0,2,12,48,23,364,410,1200,3476,1057,570,15.909418960244649,28006,221.0,1.0,23.0,40.41666060686112,34.525864124298096,2.6954928040504456,0.8442419767379761,8.866434693336487,1011.1312987282872,3.658580034971237,27.95197665691376,265.00354409217834,2.86252760887146,0.220754474401474,0.6474862098693848,20250619_072545i94fl_test-574b93a0d27827de3dc254eea27ad577.csv
0,0,1,4,42,32,324,442,1064,3591,916,757,16.1851376146789,42377,259.0,3.0,22.0,31.932983696460724,20.953883826732635,0.6815104186534882,8.702402710914612,1.7245250940322876,1712.0041847229004,58.69477987289429,92.45080351829527,210.16491502523425,3.3603057861328125,0.3358008861541748,0.8845521807670593,20250619_072545i95fl_test-d19704ccd30c2dbb7978490a968eebad.csv
1,0,1,7,43,38,301,324,1052,3820,773,669,15.370764525993884,24485,268.0,2.0,21.0,36.42739772796631,12.568491771817207,4.096684157848358,6.928715109825134,0.7249452918767929,1913.2146835327148,37.23627924919128,15.900962054729462,256.1607837677002,1.0160717964172363,0.4278653264045715,0.7571292519569397,20250619_072545i96fl_test-2fd48de27632825e8621fe84f6a7c194.csv
2,0,1,3,38,16,292,474,796,3278,1315,710,17.037798165137616,38119,206.0,4.0,21.0,21.069278120994568,35.37154048681259,5.30342698097229,3.887310326099396,5.145127177238464,1593.3842062950134,77.79642939567566,5.12373149394989,246.5271770954132,3.440019130706787,0.3469414412975311,0.1189204156398773,20250619_072545i97fl_test-47b1242b466708b6b70aefcc10b516f8.csv
0,0,3,7,60,33,339,643,1365,2906,1137,735,16.350152905198776,39281,251.0,2.0,23.0,98.6137056350708,11.489636898040771,4.862253665924072,1.2077565491199491,8.333306312561035,1063.1089434027672,86.82858943939209,45.40906548500061,280.4999649524689,0.1696377098560333,0.6651210784912109,0.7105644345283508,20250619_072545i98fl_test-3bb31b3f0a7b1a285a12f0aacc47e1ff.csv
0,0,1,10,67,27,303,534,1187,2718,878,676,16.04085626911315,27069,286.0,4.0,23.0,64.33566451072693,42.194347977638245,6.971034407615662,7.640957236289978,3.280152976512909,1842.3471450805664,69.02744174003601,51.52962803840637,340.81395864486694,0.185974046587944,0.6148640513420105,0.4714336097240448,20250619_072545i99fl_test-ad12f388533a1374efae315de0c1c60b.csv
14,0,8,8,91,41,437,845,968,3944,852,494,15.27577981651376,27064,259.0,6.0,20.0,42.762818336486816,25.97046360373497,3.0519959330558777,9.82912003993988,9.076007008552551,1018.7936946749688,7.542232424020767,93.68441104888916,348.0961084365845,1.4641492366790771,0.2382819056510925,0.0717831254005432,20250619_072545i100fl_test-6b4bb370863db30382a12502e2e07caa.csv
0,0,1,4,45,46,335,456,979,4379,1460,694,15.976146788990826,24574,222.0,2.0,20.0,13.93750697374344,26.218825429677963,1.849392652511597,1.0564978420734406,1.492028832435608,1002.249075099826,38.59488666057587,48.7474650144577,234.08987522125244,1.3730146884918213,0.3851979970932007,0.5595959424972534,20250619_072545i101fl_test-5e864927b1fab28a80731e24b0edeabc.csv
0,0,1,9,34,23,265,478,1378,2651,904,691,16.47559633027523,45688,221.0,1.0,23.0,39.97728526592255,5.489673046395183,2.0377217233181,2.164815664291382,4.024751782417297,1224.2420464754105,10.391251742839811,68.92377138137817,227.37095654010773,3.02158784866333,0.7657095193862915,0.0150160063058137,20250619_072545i102fl_test-79167b89ff0bda9bab29a803a1038726.csv
0,1,8,6,73,49,387,598,979,3820,734,513,15.2085626911315,17180,275.0,1.0,20.0,93.95778775215148,49.43958729505539,2.573620080947876,6.963803172111511,2.809506058692932,1932.6056241989136,32.430681586265564,61.08236312866211,237.55987286567688,0.7973079085350037,0.4520569741725921,0.8994278907775879,20250619_072545i103fl_test-9e2c2d006964374150d6e1fe011d86c7.csv
0,0,3,12,39,30,303,545,1598,2646,985,669,16.127217125382263,31330,221.0,1.0,23.0,96.293466091156,17.618741989135742,4.6551960706710815,8.84831190109253,5.203291177749634,1760.9079480171204,49.277204275131226,79.91626262664795,314.6851062774658,1.134249210357666,0.97247052192688,0.2332741916179657,20250619_072545i104fl_test-cdd9984e0b2a979220f1d9791de500d2.csv
2,0,2,7,27,19,316,433,966,3326,708,561,15.95565749235474,38103,273.0,2.0,20.0,16.989064887166023,6.938601098954678,0.66767618060112,4.148410260677338,8.772088885307312,1148.575782775879,47.73218035697937,27.59417295455933,338.5870337486267,2.165757656097412,0.1157440543174743,0.5148839950561523,20250619_072545i105fl_test-9d080b33b9d620a0e5fa156109426876.csv
7,0,2,3,39,39,334,541,1098,3019,946,619,15.769174311926603,29152,218.0,2.0,23.0,70.91406106948853,21.058164089918137,0.6607900559902191,4.174430072307587,7.071734666824341,1552.061140537262,44.0341979265213,83.17372798919678,288.95177841186523,0.1879969537258148,0.9463443160057068,0.3336155414581299,20250619_072545i106fl_test-7dd264153e9f1ab7524f9a71a6133460.csv
0,0,2,10,44,35,358,515,1243,3143,1101,630,15.816085626911317,30077,286.0,4.0,23.0,20.592744797468185,22.521083801984787,4.949773550033569,7.790326476097107,9.30896282196045,1096.8040972948074,86.78135275840759,48.86714816093445,244.65101063251493,0.9855306148529052,0.5627641677856445,0.6351361274719238,20250619_072545i107fl_test-1058af5bb075f6157975d7be8c3be0a3.csv
0,0,1,10,59,30,308,687,1253,3113,957,620,15.81125382262997,30051,221.0,1.0,23.0,98.91120553016664,47.57110148668289,9.114001989364624,7.994234561920166,1.6368162631988523,1730.4205298423767,7.927527278661728,31.656363606452945,300.0535607337952,0.0622241832315921,0.6000277400016785,0.686110258102417,20250619_072545i108fl_test-83965b63ca8084baee2135efabb1bd6a.csv
1,0,5,10,49,40,407,595,1087,3580,974,584,15.882813455657493,38287,265.0,0.0,20.0,80.83876013755798,43.976337909698486,7.582342624664307,6.857848167419434,2.725735306739807,1235.28690636158,26.19272470474243,76.10263228416443,384.2566609382629,1.6305078268051147,0.9453778862953186,0.2323604524135589,20250619_072545i109fl_test-c49e7fb6ecd43de220b692915f83bedf.csv
0,0,0,6,51,33,299,468,1266,2988,1106,665,16.11749235474006,35580,286.0,4.0,23.0,39.0404137969017,44.92694765329361,5.3993141651153564,3.548057973384857,2.365935295820236,1767.420470714569,12.782467901706696,70.67064642906189,319.240927696228,3.5621097087860107,0.4861337840557098,0.8838016390800476,20250619_072545i110fl_test-0370d08d613a125f5f71ca9d524909d3.csv
7,1,0,4,63,24,271,571,1056,2809,978,664,15.671192660550458,29274,218.0,2.0,23.0,48.7413415312767,27.016164362430573,5.761978030204773,2.707764208316803,6.730623841285706,1268.1247293949127,12.03346997499466,83.21807384490967,318.6285376548767,0.7983757257461548,0.8750272393226624,0.7185150384902954,20250619_072545i111fl_test-da478be446b984643c98020d26ba01ca.csv
7,1,0,4,62,19,267,575,996,2804,1024,688,15.91749235474006,30387,218.0,2.0,23.0,63.85471224784851,47.6799401640892,5.49847424030304,1.5622301399707794,7.047167420387268,1139.406606554985,68.68680119514465,37.8729373216629,330.1441073417664,0.19322469830513,0.853925347328186,0.3993362188339233,20250619_072545i112fl_test-fe79c25c8d2420dcbf9e1931d1076bd3.csv
0,0,1,7,56,28,376,541,856,4093,973,558,15.554067278287462,24573,275.0,1.0,20.0,32.96597748994827,11.655803769826887,1.7027853429317474,7.161484360694885,9.45598840713501,1289.229154586792,31.112655997276303,35.83384156227112,244.40566897392276,2.811056137084961,0.1079612597823143,0.8095657229423523,20250619_072545i113fl_test-6c711acdf714e1079b3bd0f8b5f5aea5.csv
0,0,2,10,42,22,244,425,1179,3234,1030,680,16.41926605504587,45298,286.0,4.0,23.0,14.96828056871891,22.545941174030304,5.908875465393066,8.519744873046875,9.203906059265137,1084.611475467682,53.557783365249634,77.78483033180237,200.1638613641262,1.8401987552642824,0.5601093173027039,0.1278173476457595,20250619_072545i114fl_test-611b195b8150a8c7bac57a203abb4216.csv
14,0,5,4,83,23,371,472,1218,3812,1347,659,16.490948012232415,39422,259.0,6.0,20.0,77.50250518321991,33.39706987142563,0.045843394473195,7.126410007476807,4.622289538383484,1439.588487148285,96.64405584335329,53.096628189086914,311.6834282875061,3.0937466621398926,0.1516786217689514,0.0066745737567543,20250619_072545i115fl_test-2fb46b0e93866ccca869c03b36e36570.csv
1,0,1,4,71,49,281,356,1319,3530,982,681,16.063119266055047,33234,203.0,3.0,20.0,25.594187527894974,46.31071001291275,8.912317156791687,5.712628960609436,4.058279991149902,1398.6320197582245,67.35655665397644,68.39873790740967,233.49635004997253,3.9768476486206055,0.5905152559280396,0.2257790267467498,20250619_072545i116fl_test-3a98b7818b27fa45005115a0166e37b1.csv
0,0,3,8,63,39,338,641,1231,3130,1134,667,15.913639143730888,31309,286.0,4.0,23.0,20.698508992791176,44.32674705982208,6.517798900604248,4.062947928905487,0.3074958547949791,1483.0016493797302,3.6367077380418777,14.618872106075289,300.16064643859863,1.515931248664856,0.9648573398590088,0.6258552074432373,20250619_072545i117fl_test-f6fdc22812448c8e3987eebf40486f33.csv
1,0,1,5,62,31,362,493,1142,3210,1159,645,16.021345565749236,30848,203.0,3.0,20.0,67.63125717639923,43.468751311302185,3.452057540416717,3.3146560192108154,0.8323962986469269,1463.221162557602,50.00263452529907,39.824822545051575,293.9255714416504,3.4121694564819336,0.6259514689445496,0.9246971607208252,20250619_072545i118fl_test-d99f958b3029719a94fc665007ab0cf4.csv
7,0,1,2,46,27,282,459,1047,2890,1112,910,16.295107033639145,36802,218.0,2.0,23.0,36.89343690872192,49.64069128036499,8.95487129688263,3.44375342130661,6.71452522277832,1575.072944164276,35.018616914749146,67.46529340744019,227.9107600450516,0.9734096527099608,0.657742440700531,0.4346539080142975,20250619_072545i119fl_test-b9c4f435f8e43bf83392a0af567ac849.csv
0,0,1,7,42,29,301,429,1434,2682,1090,756,16.53810397553517,36501,251.0,2.0,23.0,90.79343020915984,33.44596117734909,6.504907011985779,7.991405725479126,2.748012244701385,1839.133620262146,99.40603375434875,29.777830839157104,358.2090497016907,3.857321977615357,0.7515445351600647,0.2828102707862854,20250619_072545i120fl_test-0f62c169da0a41c69c1eee01cb93b1ba.csv
0,0,2,7,44,38,330,591,1175,3296,930,628,15.969174311926606,30885,221.0,1.0,23.0,87.63988733291626,27.92318820953369,6.328362822532654,2.2721560299396515,4.910241961479187,1728.565335273743,5.788487941026688,9.880693256855013,292.00374484062195,0.908669114112854,0.3424228429794311,0.2312632948160171,20250619_072545i121fl_test-33d957fbd38801b6d184192a48042de3.csv
1,0,3,12,62,37,507,735,1121,3167,807,516,15.18617737003058,19879,203.0,3.0,20.0,93.21078717708588,11.413706913590431,3.417237401008606,5.192579030990601,7.450221180915832,1729.934811592102,70.45431733131409,66.79831147193909,212.48921751976013,1.0788090229034424,0.6754497289657593,0.6737237572669983,20250619_072545i122fl_test-826eb41515c671044fbe3d38df9cb282.csv
7,0,3,13,46,20,457,556,996,2963,792,670,15.45308868501529,31524,218.0,2.0,23.0,89.33228075504303,15.128115117549896,4.909407496452332,9.574755430221558,9.512346982955933,1865.1902675628664,97.25362658500671,8.967246860265732,221.8955561518669,0.9668342471122742,0.3609068095684051,0.6074422001838684,20250619_072545i123fl_test-9d3fd02861898319aedccc7ee1a42aad.csv
0,0,1,16,40,47,369,649,1198,2957,944,674,15.834923547400612,26133,251.0,2.0,23.0,67.82695651054382,24.492554366588596,2.2238318622112274,9.059615135192873,8.683170080184937,1515.091598033905,92.07011461257936,30.037975311279297,324.4423747062683,0.3774604201316833,0.4671794176101684,0.4314436912536621,20250619_072545i124fl_test-bfcb30506568dcd7881153050071c5d5.csv
0,0,1,13,78,32,350,545,1236,3017,841,648,15.614495412844036,25984,286.0,4.0,23.0,65.24808764457703,17.80115231871605,2.6617154479026794,6.215726733207703,5.301691889762878,1286.727637052536,1.9512588158249853,61.15965843200684,362.1418595314026,0.2991942763328552,0.4178168177604675,0.7598621845245361,20250619_072545i125fl_test-7362a150e9e68157c7fc29b87750b7ff.csv
2,0,0,7,39,14,289,527,816,3373,888,640,15.950152905198776,41746,273.0,2.0,20.0,83.48461985588074,21.337990909814835,1.4227426052093506,9.755351543426514,3.2962512969970703,1562.3083114624023,39.13504779338837,99.69215393066406,327.6145815849304,3.68963623046875,0.8304245471954346,0.1388402730226516,20250619_072545i126fl_test-9e4b5768e1e7b786370f1894b6b7721c.csv
7,0,2,12,35,18,354,687,953,2826,833,664,16.197003058103977,37643,218.0,2.0,23.0,87.08610773086548,8.517520986497402,9.780719876289368,4.653966426849365,6.002945303916931,1991.4442300796509,33.51340889930725,42.40045547485352,337.15877532958984,3.643156290054321,0.1554853767156601,0.9414331912994384,20250619_072545i127fl_test-c7ba71e23551567f8d0aff9371c0fa99.csv
1,0,3,6,72,31,349,511,1180,3334,1322,652,16.285688073394496,29942,203.0,3.0,20.0,21.096055954694748,21.553977131843567,2.293963432312012,0.8781898021697998,0.033956654369831,1301.1519312858582,87.80513405799866,27.057746052742004,238.9698415994644,2.091536283493042,0.7382156252861023,0.3347888886928558,20250619_072545i128fl_test-a9de21b331a9ccf830025914b46736e2.csv
0,0,2,7,35,24,299,472,1178,3183,892,658,16.129051987767586,29914,286.0,4.0,23.0,83.53267431259155,34.44614887237549,3.011002242565155,6.156711578369141,4.525699019432068,1261.246144771576,59.83138084411621,53.64875197410584,376.3198852539063,1.395429253578186,0.5800054669380188,0.286251813173294,20250619_072545i129fl_test-7ec428fbd6e364dedd8591390b31e574.csv
0,0,1,5,35,26,252,395,1335,2634,899,668,16.56623853211009,45809,221.0,1.0,23.0,21.829322278499603,17.44317129254341,5.93847393989563,9.7833651304245,5.780647397041321,1435.2153539657593,85.5346143245697,34.975817799568176,202.10903491824865,2.8747246265411377,0.6717177629470825,0.7776839733123779,20250619_072545i130fl_test-9468f0f3ef58fbe478091b9d84dc905d.csv
0,1,3,6,46,38,427,443,1399,3140,892,719,15.964525993883791,41491,259.0,3.0,22.0,36.57129555940628,18.39566931128502,5.817970037460327,8.377349376678467,6.77845299243927,1785.1662039756775,12.3014897108078,24.944911897182465,333.7015151977539,3.729536771774292,0.6981977820396423,0.8933520913124084,20250619_072545i131fl_test-547d13b13bcb35611607c559a9bf0969.csv
0,0,1,5,44,39,308,463,1114,3671,1269,693,16.521345565749236,38731,251.0,2.0,23.0,57.79080629348755,48.417561054229736,0.397467128932476,6.613444089889526,6.845484375953674,1666.0794615745544,26.65632963180542,38.223353028297424,394.022011756897,2.569895505905152,0.031789019703865,0.8232631683349609,20250619_072545i132fl_test-af641cc950f294a288af07c0efece20f.csv
0,0,1,17,39,33,435,575,1346,3357,1171,764,16.292477064220183,34632,251.0,2.0,23.0,96.30587935447691,11.771647036075592,3.423774540424347,0.5614639818668365,5.781997442245483,1887.57199048996,28.500622510910038,67.67864227294922,343.6262011528015,0.6023849248886108,0.1433616727590561,0.5188305974006653,20250619_072545i133fl_test-202587af482e64c8fae93666256c7b8e.csv
2,0,3,6,47,30,268,336,736,4592,1062,765,16.093333333333334,48903,273.0,2.0,20.0,21.399222016334534,32.8822386264801,4.967612624168396,5.832675099372864,6.536642909049988,1547.0510721206665,38.69699537754059,7.92982280254364,205.73556125164032,3.2538392543792725,0.0378458797931671,0.485261470079422,20250619_072545i134fl_test-4a482ed337579c69cbdd2df6970b2cda.csv
0,0,0,6,35,36,279,624,1051,3322,943,712,16.315107033639144,44628,221.0,1.0,23.0,58.48017692565918,13.485123291611671,1.60281240940094,4.357747733592987,8.640841841697693,1958.831965923309,18.565382063388824,80.48893809318542,239.8131161928177,3.2131683826446533,0.2257623225450515,0.751102089881897,20250619_072545i135fl_test-733882eb1320d519928738a08ef1e031.csv
1,0,2,3,52,28,329,398,815,4091,1065,812,15.829785932721713,33052,268.0,2.0,21.0,29.89031657576561,46.17752760648728,8.745890259742737,9.104906916618347,1.6128744184970856,1459.6448242664335,11.3894023001194,0.1239831559360027,385.6230616569519,1.1256309747695925,0.7375469207763672,0.0086084343492984,20250619_072545i136fl_test-ce49c9b35fc8a0e7bc32c830cf4dc213.csv
1,0,6,3,54,47,326,611,1158,3626,933,669,15.736146788990826,29805,203.0,3.0,20.0,55.22063851356506,38.02344590425491,1.7532669007778168,7.889955043792725,0.247749350965023,1409.1800451278689,22.335362434387207,76.0549008846283,316.69931411743164,1.0806159973144531,0.3776468634605407,0.5583468675613403,20250619_072545i137fl_test-d2d4ddebf7cb47ec88e9a6baee9832e3.csv
0,0,0,6,34,35,308,575,1134,2950,1101,749,16.641162079510703,40155,221.0,1.0,23.0,93.85627686977386,35.26464372873306,3.393241763114929,2.8356558084487915,0.406658798456192,1923.9373803138733,87.06671595573425,61.50232553482056,396.53899669647217,0.9713407158851624,0.3010497689247131,0.2098205536603927,20250619_072545i138fl_test-ca26104ff71afde8e2bd7b9fbce8395c.csv
0,0,1,8,39,15,317,412,1049,3130,843,676,16.20422018348624,38774,286.0,4.0,23.0,43.418784737586975,7.508883662521839,1.555618792772293,9.326714277267456,9.06772494316101,1510.874629020691,61.99785470962525,31.323489546775814,244.0590739250183,3.505257606506348,0.1584691703319549,0.4898359179496765,20250619_072545i139fl_test-501bc6db5d3aadce3585923cbc40f152.csv
0,0,4,4,48,21,338,542,1432,2806,839,687,16.041896024464833,37649,251.0,2.0,23.0,24.59090992808342,28.40117394924164,3.6920014023780814,9.701317548751833,7.946720123291016,1537.5189185142517,55.76595067977905,19.331279397010803,257.72441029548645,2.666917085647583,0.8546522259712219,0.2163682878017425,20250619_072545i140fl_test-18d270f689503fb37e0b32aa45e0ad5d.csv
0,0,0,12,44,41,249,491,1359,2978,891,652,16.108440366972477,28870,221.0,1.0,23.0,52.07617491483688,38.13143968582153,2.5634893774986267,5.715092420578003,8.140711784362793,1511.9372606277466,42.8258091211319,17.739105224609375,357.95542001724243,3.317422151565552,0.9330044984817504,0.6324326992034912,20250619_072545i141fl_test-0ef420a04b3bd7b8c1edb88df8e2b5c6.csv
0,0,5,14,60,27,375,587,1392,2477,1000,716,16.365382262996942,36383,251.0,2.0,23.0,19.38157118856907,16.284396648406982,6.297131180763245,9.400732517242432,3.3595043420791626,1378.205180168152,48.60456585884094,80.29274940490723,310.3318452835083,1.5510985851287842,0.9883915781974792,0.4881430268287658,20250619_072545i142fl_test-a69164475d98168be207b22a36aa73de.csv
0,1,4,10,52,47,389,727,1209,3156,1114,736,16.250764525993883,33869,251.0,2.0,23.0,79.98519539833069,19.37852188944817,3.613899350166321,3.9124655723571777,2.970432937145233,1791.5511727333069,74.16412830352783,64.76941108703613,320.3467130661011,0.937272012233734,0.8581168055534363,0.2615921199321747,20250619_072545i143fl_test-c91208767d17b3df3449721b5fe90ad4.csv
0,0,4,6,39,45,234,474,1227,2949,1071,771,16.494556574923546,42277,221.0,1.0,23.0,91.2817907333374,46.70099824666977,0.6075162440538406,4.7654372453689575,9.916024804115295,1729.869782924652,85.08656620979309,91.89348816871644,202.24520713090897,3.454797506332397,0.9030705690383912,0.4779102206230163,20250619_072545i144fl_test-5df81843e1207c81fe3e80eedeabc1e9.csv
2,0,2,8,50,32,303,244,1179,2875,995,628,15.86880733944954,27757,206.0,4.0,21.0,91.37219727039336,48.45713436603546,2.5276413559913635,5.29449999332428,5.144731998443604,1624.6459484100342,11.140991002321243,15.735895931720734,279.8320710659027,1.4955626726150513,0.614385724067688,0.5243223905563354,20250619_072545i145fl_test-7004b43e2b268b22ba28cc49ea411d4d.csv
2,0,0,6,38,13,281,499,796,3530,823,639,15.950214067278289,41104,273.0,2.0,20.0,59.78542566299439,30.17740786075592,9.439948797225952,8.21629285812378,8.320370316505432,1171.0443645715714,39.35169279575348,54.33951616287232,343.42037439346313,3.419478416442871,0.3096261918544769,0.4647065997123718,20250619_072545i146fl_test-2f3756ed4bb596c8a0795e9f89fd59c8.csv
